quantitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,compensation_type,occupation_unit_classification_rank,rate_value,salary_value,hourly_rate,annual_salary,pay_band,step,grade,percentage_increase,effective_date,currency_or_unit,bounded_evidence_pointer,confidence,reason_code,qa_status
qobs_bb0a78edce97ee37973f86c2,cexrem_53da5c66a91b90d1e3a52e00,mix_98c554c5cd6920787defc799,doc_a43d90baa698816934fcf1e0,ttd_6b8cf8e27d57ca0b58a4bb70,sr_8a8a003f693014d5a1bc5d3c,NSCQ-OH-20260720-0466,OH,Wilmington,CITY OF WILMINGTON,police,cba,,,22,percentage_increase,,,,,,,,,3%,,base wage rate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0350_sr_8a8a003f693014d5a1bc5d3c.pdf#page=22,high,FTO_BASE_WAGE_PERCENT_INCREASE_3,provisional_unverified
qobs_79f8c855e271a337bb17d7a3,cexrem_53da5c66a91b90d1e3a52e00,mix_98c554c5cd6920787defc799,doc_a43d90baa698816934fcf1e0,ttd_6b8cf8e27d57ca0b58a4bb70,sr_8a8a003f693014d5a1bc5d3c,NSCQ-OH-20260720-0466,OH,Wilmington,CITY OF WILMINGTON,police,cba,,,22,percentage_increase,,,,,,,,,5%,,base wage rate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0350_sr_8a8a003f693014d5a1bc5d3c.pdf#page=22,high,SRT_BASE_WAGE_PERCENT_INCREASE_5,provisional_unverified
qobs_d6432e61cc6ec8ac913aee59,cexrem_48250dbfd2668f620c9ebe89,mix_f3a26abe9f98a858b5dce70c,doc_9fa542889be0f8406e2b13e3,ttd_68717e6848f752690511e7f9,sr_a8c57bb33a05d49754f7d865,NSCQ-OH-20260720-0468,OH,Wilmington,CITY OF WILMINGTON,police,cba,,,18,hourly_rate,,Hourly $18.00 $19.06 $20.12 $21.19 $22.25 $23.31 $24.37,,,,,,,,"January 1, 2022",$/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0365_sr_a8c57bb33a05d49754f7d865.pdf#page=18,medium,BASE_PAY_TABLE_EFFECTIVE_DATE_2022_STEP_,provisional_unverified
qobs_65bffaf628da86a8c5f0428b,cexrem_48250dbfd2668f620c9ebe89,mix_f3a26abe9f98a858b5dce70c,doc_9fa542889be0f8406e2b13e3,ttd_68717e6848f752690511e7f9,sr_a8c57bb33a05d49754f7d865,NSCQ-OH-20260720-0468,OH,Wilmington,CITY OF WILMINGTON,police,cba,,,18,hourly_rate,,Hourly $19.13 $20.21 $21.29 $22.37 $23.46 $24.54 $25.62,,,,,,,,"January 1, 2023",$/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0365_sr_a8c57bb33a05d49754f7d865.pdf#page=18,medium,BASE_PAY_TABLE_EFFECTIVE_DATE_2023_STEP_,provisional_unverified
qobs_2fbfa730d38ce5dd33814765,cexrem_48250dbfd2668f620c9ebe89,mix_f3a26abe9f98a858b5dce70c,doc_9fa542889be0f8406e2b13e3,ttd_68717e6848f752690511e7f9,sr_a8c57bb33a05d49754f7d865,NSCQ-OH-20260720-0468,OH,Wilmington,CITY OF WILMINGTON,police,cba,,,18,hourly_rate,,Hourly $20.28 $21.38 $22.48 $23.59 $24.69 $25.79 $26.90,,,,,,,,"January 1, 2024",$/hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0365_sr_a8c57bb33a05d49754f7d865.pdf#page=18,medium,BASE_PAY_TABLE_EFFECTIVE_DATE_2024_STEP_,provisional_unverified
qobs_29ab3b73d12075ad3c909aad,cexrem_4825da7943eff983cefb53fd,,doc_9b819daf24df1788079eaba3,ttd_5edae1080f7a8b81676b5857,sr_7aeeaf1682a1fb71f7c1a050,NSCQ-OR-20260720-0017,OR,Gresham,CITY OF GRESHAM,fire,cba,,,5,percentage_increase,,,,,,,,,5%,,% above current base rate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0092_sr_7aeeaf1682a1fb71f7c1a050.pdf#page=5,high,ACTING_IN_CAPACITY_RATE_OF_PAY_EQUALS_5P,provisional_unverified
qobs_f853bc95321c08ae4adca479,cexrem_0303ce19c75dfebe4219f5a5,mix_1751d22f65883304c34227bf,doc_114b139fe203048bf9111c3e,ttd_ae01be8eaed319534ed41136,sr_e069c8d7fec4155007d23ee6,NSCQ-OR-20260720-0035,OR,Lake Oswego,CITY OF LAKE OSWEGO,non_safety,cba,,,21,percentage_increase,,,,,,,,,5%,,percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0248_sr_e069c8d7fec4155007d23ee6.pdf#page=21,medium,STEP_PLACEMENT_MIN_INCREASE_FROM_CURRENT,provisional_unverified
qobs_385a4348d96e82568031c067,cexrem_0d4c3e74c84659c98de41aae,mix_f6749d5f31c8c7cbb0960bbd,doc_19bd6d58a7b7e98decb9e07c,ttd_3defb4a31b86d6bd63b1581b,sr_361ff1cda633d1109d6b7cdc,NSCQ-OR-20260720-0101,OR,St. Helens,CITY OF ST HELENS,non_safety,cba,,,16,percentage_increase,,,,,,,,,5%,"July 1, 2022",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0109_sr_361ff1cda633d1109d6b7cdc.pdf#page=16,medium,WAGE_SCHEDULE_INCREASE_SECTION_4_COLA_LI,provisional_unverified
qobs_e1e2f32dc24510679d9ca497,cexrem_0d4c3e74c84659c98de41aae,mix_f6749d5f31c8c7cbb0960bbd,doc_19bd6d58a7b7e98decb9e07c,ttd_3defb4a31b86d6bd63b1581b,sr_361ff1cda633d1109d6b7cdc,NSCQ-OR-20260720-0101,OR,St. Helens,CITY OF ST HELENS,non_safety,cba,,,16,percentage_increase,,,,,,,,,5%,"July 1, 2023",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0109_sr_361ff1cda633d1109d6b7cdc.pdf#page=16,medium,WAGE_SCHEDULE_INCREASE_SECTION_4_COLA_LI,provisional_unverified
qobs_c502e6f4b75354d51276832e,cexrem_0d4c3e74c84659c98de41aae,mix_f6749d5f31c8c7cbb0960bbd,doc_19bd6d58a7b7e98decb9e07c,ttd_3defb4a31b86d6bd63b1581b,sr_361ff1cda633d1109d6b7cdc,NSCQ-OR-20260720-0101,OR,St. Helens,CITY OF ST HELENS,non_safety,cba,,,16,percentage_increase,,,,,,,,,4%,"July 1, 2024",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0109_sr_361ff1cda633d1109d6b7cdc.pdf#page=16,medium,WAGE_SCHEDULE_INCREASE_SECTION_4_COLA_LI,provisional_unverified
qobs_a64744ee611ce709559b1b68,cexrem_873696fadc5875b313b7dc62,,doc_fd5d2cec643ff5c1c5b1cf38,ttd_50c538abc8bcb1c3a9bac4fa,sr_ab25bfa68ba883652319f933,NSCQ-OR-20260720-0173,OR,Stayton,CITY OF STAYTON,police,wage_schedule_or_compensation_plan,,,1,annual_salary,,,"$66,197.08",,"$66,197.08",,1,,,"July 1, 2025",USD (annual),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0467_sr_ab25bfa68ba883652319f933.pdf#page=1,medium,SPOA_POLICE_OFFICER_STEP1_PAY_SCHEDULE,provisional_unverified
qobs_44456155ea506a7f35977503,cexrem_873696fadc5875b313b7dc62,,doc_fd5d2cec643ff5c1c5b1cf38,ttd_50c538abc8bcb1c3a9bac4fa,sr_ab25bfa68ba883652319f933,NSCQ-OR-20260720-0173,OR,Stayton,CITY OF STAYTON,police,wage_schedule_or_compensation_plan,,,1,annual_salary,,,"$69,506.93",,"$69,506.93",,2,,,"July 1, 2025",USD (annual),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0467_sr_ab25bfa68ba883652319f933.pdf#page=1,medium,SPOA_POLICE_OFFICER_STEP2_PAY_SCHEDULE,provisional_unverified
qobs_235aabecd864691ed9bc4dce,cexrem_873696fadc5875b313b7dc62,,doc_fd5d2cec643ff5c1c5b1cf38,ttd_50c538abc8bcb1c3a9bac4fa,sr_ab25bfa68ba883652319f933,NSCQ-OR-20260720-0173,OR,Stayton,CITY OF STAYTON,police,wage_schedule_or_compensation_plan,,,1,annual_salary,,,"$72,982.28",,"$72,982.28",,3,,,"July 1, 2025",USD (annual),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0467_sr_ab25bfa68ba883652319f933.pdf#page=1,medium,SPOA_POLICE_OFFICER_STEP3_PAY_SCHEDULE,provisional_unverified
qobs_011d69fba166678bba58088d,cexrem_873696fadc5875b313b7dc62,,doc_fd5d2cec643ff5c1c5b1cf38,ttd_50c538abc8bcb1c3a9bac4fa,sr_ab25bfa68ba883652319f933,NSCQ-OR-20260720-0173,OR,Stayton,CITY OF STAYTON,police,wage_schedule_or_compensation_plan,,,1,annual_salary,,,"$76,631.39",,"$76,631.39",,4,,,"July 1, 2025",USD (annual),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0467_sr_ab25bfa68ba883652319f933.pdf#page=1,medium,SPOA_POLICE_OFFICER_STEP4_PAY_SCHEDULE,provisional_unverified
qobs_270b1ab1c4176300ff82b372,cexrem_873696fadc5875b313b7dc62,,doc_fd5d2cec643ff5c1c5b1cf38,ttd_50c538abc8bcb1c3a9bac4fa,sr_ab25bfa68ba883652319f933,NSCQ-OR-20260720-0173,OR,Stayton,CITY OF STAYTON,police,wage_schedule_or_compensation_plan,,,1,annual_salary,,,"$80,462.97",,"$80,462.97",,5,,,"July 1, 2025",USD (annual),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0467_sr_ab25bfa68ba883652319f933.pdf#page=1,medium,SPOA_POLICE_OFFICER_STEP5_PAY_SCHEDULE,provisional_unverified
qobs_8382a1dd5e2d5c45b731402b,cexrem_04324078d3497f0194032ef5,mix_da99b9e37b38ecc6488d7cde,doc_f1a75b92679a4d0cc7b1699f,ttd_2b40d53f626d8f37be4a1f74,sr_3ad776d17bf8edf951b3051d,NSCQ-PA-20260720-0092,PA,Ephrata,BOROUGH OF EPHRATA,police,cba,,,5,percentage_increase,,4%,,,,,,,4%,"January 1, 2023",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0409_sr_3ad776d17bf8edf951b3051d.pdf#page=5,high,ARTICLE_IV_4_00_ACROSS_THE_BOARD_INCREAS,provisional_unverified
qobs_e9dff5d6090674ea79a6d40f,cexrem_04324078d3497f0194032ef5,mix_da99b9e37b38ecc6488d7cde,doc_f1a75b92679a4d0cc7b1699f,ttd_2b40d53f626d8f37be4a1f74,sr_3ad776d17bf8edf951b3051d,NSCQ-PA-20260720-0092,PA,Ephrata,BOROUGH OF EPHRATA,police,cba,,,5,percentage_increase,,2.5%,,,,,,,2.5%,"January 1, 2024",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0409_sr_3ad776d17bf8edf951b3051d.pdf#page=5,high,ARTICLE_IV_4_00_ACROSS_THE_BOARD_INCREAS,provisional_unverified
qobs_7ff0d759afb2cce8cde468eb,cexrem_04324078d3497f0194032ef5,mix_da99b9e37b38ecc6488d7cde,doc_f1a75b92679a4d0cc7b1699f,ttd_2b40d53f626d8f37be4a1f74,sr_3ad776d17bf8edf951b3051d,NSCQ-PA-20260720-0092,PA,Ephrata,BOROUGH OF EPHRATA,police,cba,,,5,percentage_increase,,1.5%,,,,,,,1.5%,"July 1, 2024",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0409_sr_3ad776d17bf8edf951b3051d.pdf#page=5,high,ARTICLE_IV_4_00_ACROSS_THE_BOARD_INCREAS,provisional_unverified
qobs_3f9514512c9f5ac90760733c,cexrem_04324078d3497f0194032ef5,mix_da99b9e37b38ecc6488d7cde,doc_f1a75b92679a4d0cc7b1699f,ttd_2b40d53f626d8f37be4a1f74,sr_3ad776d17bf8edf951b3051d,NSCQ-PA-20260720-0092,PA,Ephrata,BOROUGH OF EPHRATA,police,cba,,,5,percentage_increase,,2%,,,,,,,2%,"January 1, 2025",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0409_sr_3ad776d17bf8edf951b3051d.pdf#page=5,high,ARTICLE_IV_4_00_ACROSS_THE_BOARD_INCREAS,provisional_unverified
qobs_b31375b5a5d4e178307f3883,cexrem_04324078d3497f0194032ef5,mix_da99b9e37b38ecc6488d7cde,doc_f1a75b92679a4d0cc7b1699f,ttd_2b40d53f626d8f37be4a1f74,sr_3ad776d17bf8edf951b3051d,NSCQ-PA-20260720-0092,PA,Ephrata,BOROUGH OF EPHRATA,police,cba,,,5,percentage_increase,,2%,,,,,,,2%,"July 1, 2025",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0409_sr_3ad776d17bf8edf951b3051d.pdf#page=5,high,ARTICLE_IV_4_00_ACROSS_THE_BOARD_INCREAS,provisional_unverified
qobs_fceea6367278936e8f131d58,cexrem_6b28a2d6a5f02c3b860f6299,mix_5532ec1e9964a8d420fedb8b,doc_3c2ac785d55df8ef4defb482,ttd_185db7f501f3483505d0b532,sr_60c3827f9bc6b4e984ad36d6,NSCQ-RI-20260720-0015,RI,East Providence,CITY OF EAST PROVIDENCE,fire,cba,,,14,hourly_rate,,actual hourly rate of the position he/she is replacing,,actual hourly rate of the position he/she is replacing,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0237_sr_60c3827f9bc6b4e984ad36d6.pdf#page=14,medium,TO_PAY_ACTING_OFFICERS_BASE_HOURLY_RATE,provisional_unverified
qobs_e8960318f36fca31f833fde5,cexrem_6b28a2d6a5f02c3b860f6299,mix_5532ec1e9964a8d420fedb8b,doc_3c2ac785d55df8ef4defb482,ttd_185db7f501f3483505d0b532,sr_60c3827f9bc6b4e984ad36d6,NSCQ-RI-20260720-0015,RI,East Providence,CITY OF EAST PROVIDENCE,fire,cba,,,14,hourly_rate,,rate paid a Lieutenant (commencing with the first day),,rate paid a Lieutenant,,,,,,commencing with the first day,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0237_sr_60c3827f9bc6b4e984ad36d6.pdf#page=14,medium,TO_PAY_PRIVATE_ASSUMES_COMMAND_LIEUTENIY,provisional_unverified
qobs_bdefd737d630eacfa76cd7be,cexrem_2891b7fb41e14ba86f2c6c62,,doc_806fde0ee3c5329c9961a0f4,ttd_a47bf7ddde6f703ded5257d5,sr_f9aa5e9819cf2c79c486059b,NSCQ-SC-20260720-0001,SC,North Charleston,CITY OF NORTH CHARLESTON,non_safety,wage_schedule_or_compensation_plan,,,1,salary,,,"72,361$",,,,,112,,01/05/2026,$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0491_sr_f9aa5e9819cf2c79c486059b.pdf#page=1,high,CITY_OF_NORTH_CHARLESTON_PAY_SCALE_WITH_,provisional_unverified
qobs_68da95e765191bfad289fc03,cexrem_2891b7fb41e14ba86f2c6c62,,doc_806fde0ee3c5329c9961a0f4,ttd_a47bf7ddde6f703ded5257d5,sr_f9aa5e9819cf2c79c486059b,NSCQ-SC-20260720-0001,SC,North Charleston,CITY OF NORTH CHARLESTON,non_safety,wage_schedule_or_compensation_plan,,,1,salary,,,"87,339$",,,,,116,,01/05/2026,$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0491_sr_f9aa5e9819cf2c79c486059b.pdf#page=1,high,CITY_OF_NORTH_CHARLESTON_PAY_SCALE_WITH_,provisional_unverified
qobs_7b363eadc2eb5a9bc2ea3c3d,cexrem_2891b7fb41e14ba86f2c6c62,,doc_806fde0ee3c5329c9961a0f4,ttd_a47bf7ddde6f703ded5257d5,sr_f9aa5e9819cf2c79c486059b,NSCQ-SC-20260720-0001,SC,North Charleston,CITY OF NORTH CHARLESTON,non_safety,wage_schedule_or_compensation_plan,,,4,salary,,,"83,316$",,,,,115,,01/05/2026,$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0491_sr_f9aa5e9819cf2c79c486059b.pdf#page=4,high,CITY_OF_NORTH_CHARLESTON_PAY_SCALE_WITH_,provisional_unverified
qobs_0a80a0c9516e6d795062ac6d,cexrem_be9b4651078031ad6ad6f094,,doc_e4808e10c764aa11e0306610,ttd_fd82c5360326b461f2a4739a,sr_0a59fc42880941f0d8f2428d,NSCQ-TX-20260720-0033,TX,Amarillo,CITY OF AMARILLO,police,cba,,,6,annual_salary,Lieutenant Entry,,"$ 93,194",,"$ 93,194",,,,,,annual salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0412_sr_0a59fc42880941f0d8f2428d.pdf#page=6,low,BASE_WAGE_TABLE_TOKEN,needs_review
qobs_8cd629732fd6361d30656b0d,cexrem_be9b4651078031ad6ad6f094,,doc_e4808e10c764aa11e0306610,ttd_fd82c5360326b461f2a4739a,sr_0a59fc42880941f0d8f2428d,NSCQ-TX-20260720-0033,TX,Amarillo,CITY OF AMARILLO,police,cba,,,6,annual_salary,Lieutenant Entry,,"$ 97,854",,"$ 97,854",,,,,,annual salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0412_sr_0a59fc42880941f0d8f2428d.pdf#page=6,low,BASE_WAGE_TABLE_TOKEN,needs_review
qobs_ff3d0aa041feb91e1a977e8b,cexrem_be9b4651078031ad6ad6f094,,doc_e4808e10c764aa11e0306610,ttd_fd82c5360326b461f2a4739a,sr_0a59fc42880941f0d8f2428d,NSCQ-TX-20260720-0033,TX,Amarillo,CITY OF AMARILLO,police,cba,,,6,annual_salary,Lieutenant Entry,,"$ 101,768",,"$ 101,768",,,,,,annual salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0412_sr_0a59fc42880941f0d8f2428d.pdf#page=6,low,BASE_WAGE_TABLE_TOKEN,needs_review
qobs_0ec556d85f4c3baf97ae622d,cexrem_be9b4651078031ad6ad6f094,,doc_e4808e10c764aa11e0306610,ttd_fd82c5360326b461f2a4739a,sr_0a59fc42880941f0d8f2428d,NSCQ-TX-20260720-0033,TX,Amarillo,CITY OF AMARILLO,police,cba,,,6,annual_salary,Lieutenant Entry,,"$ 94,109",,"$ 94,109",,2-4,,,,annual salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0412_sr_0a59fc42880941f0d8f2428d.pdf#page=6,low,BASE_WAGE_TABLE_TOKEN,needs_review
qobs_97d3510856d02e7f4759d640,cexrem_be9b4651078031ad6ad6f094,,doc_e4808e10c764aa11e0306610,ttd_fd82c5360326b461f2a4739a,sr_0a59fc42880941f0d8f2428d,NSCQ-TX-20260720-0033,TX,Amarillo,CITY OF AMARILLO,police,cba,,,6,annual_salary,Lieutenant Entry,,"$ 98,814",,"$ 98,814",,2-4,,,,annual salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0412_sr_0a59fc42880941f0d8f2428d.pdf#page=6,low,BASE_WAGE_TABLE_TOKEN_WITH_STEP_RANGE_GU,needs_review
qobs_8382d147653b017b1a4e93c3,cexrem_29acc0796104006e45b08159,mix_d3b7a03939c3ca9fa230c8c8,doc_3102658c7684b25bd5d8ac16,ttd_d49b12269b6a93372da1e05c,sr_422f92537eff6798d03d240b,NSCQ-TX-20260720-0010,TX,Fort Worth,CITY OF FORT WORTH,police,cba,,,45,percentage_increase,Captain,,,,,,,,10%,,% increase to hourly rate of pay,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0205_sr_422f92537eff6798d03d240b.pdf#page=45,medium,D1,provisional_unverified
qobs_f1d18c3c9827ac4d4bf7f731,cexrem_29acc0796104006e45b08159,mix_d3b7a03939c3ca9fa230c8c8,doc_3102658c7684b25bd5d8ac16,ttd_d49b12269b6a93372da1e05c,sr_422f92537eff6798d03d240b,NSCQ-TX-20260720-0010,TX,Fort Worth,CITY OF FORT WORTH,police,cba,,,45,percentage_increase,Lieutenant,,,,,,,,10%,,% increase to hourly rate of pay,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0205_sr_422f92537eff6798d03d240b.pdf#page=45,medium,D1,provisional_unverified
qobs_5d96a1d1cadd58ceda73379f,cexrem_29acc0796104006e45b08159,mix_d3b7a03939c3ca9fa230c8c8,doc_3102658c7684b25bd5d8ac16,ttd_d49b12269b6a93372da1e05c,sr_422f92537eff6798d03d240b,NSCQ-TX-20260720-0010,TX,Fort Worth,CITY OF FORT WORTH,police,cba,,,45,percentage_increase,Captain,,,,,,,,5%,,% increase to hourly rate of pay,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0205_sr_422f92537eff6798d03d240b.pdf#page=45,low,D2,needs_review
qobs_b7f079a4f1f4be80b2e8b9c1,cexrem_ed87c297c90ab9f1bcf05cf6,mix_ec83b94cb53c7af472ba66be,doc_70b172f23fa4db1194fc1b6f,ttd_4cb8f2d247d7b1de08e9eedc,sr_e782959d17bebdcdf9bd1dac,NSCQ-TX-20260720-0073,TX,Georgetown,CITY OF GEORGETOWN,police,cba,,,9,percentage_increase,,2%,,,,,,,2%,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0115_sr_e782959d17bebdcdf9bd1dac.pdf#page=9,medium,A2C_AGING_FACTOR_FOR_EACH_RANK_INCLUDED,provisional_unverified
qobs_692d3f4ff59f7f898526abb6,cexrem_ed87c297c90ab9f1bcf05cf6,mix_ec83b94cb53c7af472ba66be,doc_70b172f23fa4db1194fc1b6f,ttd_4cb8f2d247d7b1de08e9eedc,sr_e782959d17bebdcdf9bd1dac,NSCQ-TX-20260720-0073,TX,Georgetown,CITY OF GEORGETOWN,police,cba,,,9,other,,,,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0115_sr_e782959d17bebdcdf9bd1dac.pdf#page=9,low,BASE_PAY_SCALE_FROM_SALARY_SURVEY_USING_,needs_review
qobs_8bbffc6adcadad16c7db0077,cexrem_ed87c297c90ab9f1bcf05cf6,mix_ec83b94cb53c7af472ba66be,doc_70b172f23fa4db1194fc1b6f,ttd_4cb8f2d247d7b1de08e9eedc,sr_e782959d17bebdcdf9bd1dac,NSCQ-TX-20260720-0073,TX,Georgetown,CITY OF GEORGETOWN,police,cba,,,10,percentage_increase,,,,,,,,,60%,FY 20/21 and beyond,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0115_sr_e782959d17bebdcdf9bd1dac.pdf#page=10,medium,FUTURE_YEARS_PROPOSE_MINIMUM_60_PERCENT_,provisional_unverified
qobs_4e42a0b40f0ed45623f7f884,cexrem_4f48e641dc5aa9e4429533c5,mix_4cca8470c03bfad1e71b11da,doc_aa4adea591a6b49a3ace8234,ttd_2562401fefdc349b6b4e2f0b,sr_9d62e15d815337d20f379263,NSCQ-TX-20260720-0091,TX,San Marcos,CITY OF SAN MARCOS,fire,cba,,,6,step,,,,,,,19.08,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0062_sr_9d62e15d815337d20f379263.pdf#page=6,medium,LATERAL_ENTRY_PLACEMENT_UP_TO_STEP_19_08,provisional_unverified
qobs_d227afc21369f674b63f9149,cexrem_9a71ced5494ff243c85d04be,mix_e9f541eff622a06dc02d0f65,doc_157694da580bf0693d20255b,ttd_1ad57d6ba4d6cc6bd9cb6137,sr_f214d44fd61c5cde10474328,NSCQ-UT-20260720-0011,UT,Draper,CITY OF DRAPER,police,wage_schedule_or_compensation_plan,,,1,hourly_rate,P1,30.75,,$30.75,,,,P1,,,hourly,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0464_sr_f214d44fd61c5cde10474328.pdf#page=1,high,P1_P_OFFICER_I_ENTRY_HOURLY_RATE,provisional_unverified
qobs_2563a3742a9ad38038bd2e34,cexrem_9a71ced5494ff243c85d04be,mix_e9f541eff622a06dc02d0f65,doc_157694da580bf0693d20255b,ttd_1ad57d6ba4d6cc6bd9cb6137,sr_f214d44fd61c5cde10474328,NSCQ-UT-20260720-0011,UT,Draper,CITY OF DRAPER,police,wage_schedule_or_compensation_plan,,,1,annual_salary,P1,,63960.00,,"$63,960.00",,,P1,,,annual salary,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0464_sr_f214d44fd61c5cde10474328.pdf#page=1,high,P1_P_OFFICER_I_ENTRY_ANNUAL_SALARY,provisional_unverified
qobs_6e25667c40598a4254b3214d,cexrem_9a71ced5494ff243c85d04be,mix_e9f541eff622a06dc02d0f65,doc_157694da580bf0693d20255b,ttd_1ad57d6ba4d6cc6bd9cb6137,sr_f214d44fd61c5cde10474328,NSCQ-UT-20260720-0011,UT,Draper,CITY OF DRAPER,police,wage_schedule_or_compensation_plan,,,1,hourly_rate,P1,31.98,,$31.98,,,Step 1,P1,,,hourly,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0464_sr_f214d44fd61c5cde10474328.pdf#page=1,high,P1_P_OFFICER_I_STEP_1_HOURLY_RATE,provisional_unverified
