selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status
434,cex_ac9879a35bff3da8ffd86929,doc_1316ac3c3b504d4add3cbdfe,ttd_88095824eb57a220677dc108,pr_614ac50006fdc190f60b2a57,sr_2321e46e61c90965abe8a0b6,NSCQ-RI-20260720-0008,TRI-0d6e6f768354aedf2672,VER-05c59818c66fb49000b2,RI,Cranston,CITY OF CRANSTON,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0011_sr_2321e46e61c90965abe8a0b6.pdf,f2c2fe6acf377ae05ddbff8769eee98f4c51f879cfc2b0bf65ca7cf1adcb1ec2,90,present,possible,p2,"2,11,31,90",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_b6d300fe91af2b0190cc39a2,yes,cex_6c3fc439a88c8fde7c7e8196,mixed,,,0,frozen
435,cex_6c3fc439a88c8fde7c7e8196,doc_f36dd41e94b9179f43ebb659,ttd_290c2539920ba601cbcb3288,pr_552db40dc170db5f81941d4d,sr_064dbd6fc3ae02129a2b5528,NSCQ-RI-20260720-0009,TRI-3b1bfba9d7eed556d928,VER-f344fae3373d8002f347,RI,Cranston,CITY OF CRANSTON,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0185_sr_064dbd6fc3ae02129a2b5528.pdf,587634c1e001e4b5f1fdae7d29c455edaae2b6b5d3c73d7b941367941def6468,50,present,possible,p2,"6,17,23,28",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_b6d300fe91af2b0190cc39a2,yes,cex_6c3fc439a88c8fde7c7e8196,mixed,,,0,frozen
436,cex_2fe3578629f55a22186b5d8a,doc_480ec9d3985abc9e32918ff8,ttd_cffb438c51e9f28d0eab5ccc,pr_1116807b8d9eb9f08231a30d,sr_430fcbbab84061947a85f49c,NSCQ-RI-20260720-0005,TRI-6b1f3a832c8b7e905e0f,VER-4b616d6b312ba7a9a999,RI,Warwick,CITY OF WARWICK,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0064_sr_430fcbbab84061947a85f49c.pdf,487fa477c4123a158297c60e95cc90890df4ae947c6c5b6d2e518ccb34e3c511,77,partial,possible,p2,"9,18,26,35",62.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|GATE3_CALIBRATION_CASE,match_db345d7bd032b8c25ae032d7,yes,cex_fb4d0672aa018c2e355fd7e7,mixed,mixed_quant_qual_ready,medium,2,frozen
437,cex_fb4d0672aa018c2e355fd7e7,doc_927536d94e6a0fbb08149b1c,ttd_9dd60244d5890c8aca87132d,pr_1ff7c79efe3cafc61235df59,sr_02a8c065d9d0fffef2b617b7,NSCQ-RI-20260720-0006,TRI-cb63db6fa237c08b7712,VER-4a6ef97894c5aaacc07c,RI,Warwick,CITY OF WARWICK,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0027_sr_02a8c065d9d0fffef2b617b7.pdf,43d01a003a4c4b45ef2bc89864fa991de663f17e72cdba1d949d7121cefe61e2,93,present,likely,p1,"2,11,32,47,92,93",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_db345d7bd032b8c25ae032d7,yes,cex_fb4d0672aa018c2e355fd7e7,mixed,,,0,frozen
438,cex_3cf28d2a2096304119847ad5,doc_27cef2a0fc1d7c22ff1cc9df,ttd_f4d5b16b2ebf2dd081f8e08d,pr_672ff6a697d4d7d48720d5b7,sr_ad1f6ff3b5032248962906d0,NSCQ-RI-20260720-0004,TRI-7bb4157834551bf2d471,VER-8cbae52e563f98ca1908,RI,Warwick,CITY OF WARWICK,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0021_sr_ad1f6ff3b5032248962906d0.pdf,68cc527106df0273f5b9149793501f425d73b718f09ddd2b7553ac29bb549037,68,partial,possible,p2,"2,8,23",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_db345d7bd032b8c25ae032d7,yes,cex_fb4d0672aa018c2e355fd7e7,mixed,,,0,frozen
439,cex_45ce7c09830ab3d87afbb6d4,doc_8c580153bf721c2a96a005b5,ttd_dc31d96f0b3e0207a92eaa79,pr_d7168b20a7adeeab788bafe1,sr_a724c985853a24a9760bfe50,NSCQ-SD-20260720-0037,TRI-a4959e0b2ee9805a4ecf,VER-515db9469c650a7862eb,SD,Madison,CITY OF MADISON,fire,wage_schedule_or_compensation_plan,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0484_sr_a724c985853a24a9760bfe50.pdf,f65a111df57235d3e9edb235a71db8ae1dbe2dbc919ba224cd9ed8e67c5315bf,9,partial,possible,p2,1,74.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|GATE3_CALIBRATION_CASE|SOURCE_DIVERSITY,match_880756d36e609907bf36d117,yes,cex_a391efc040235ad6112c9602,mixed,mixed_quant_qual_ready,high,2,frozen
440,cex_a391efc040235ad6112c9602,doc_fb6d045a9936bbf19d25c8af,ttd_75121b0620b34ee50365906a,pr_313e23adfc10a8745975dd71,sr_8123dd75cede50505ae0d604,NSCQ-SD-20260720-0036,TRI-0fba24d30acc95f1160c,VER-d04e41fc1183d65132d3,SD,Madison,CITY OF MADISON,non_safety,wage_schedule_or_compensation_plan,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0499_sr_8123dd75cede50505ae0d604.pdf,b9ed5d27ea31bcf177a8894acf1eaeb50a22dada02ae30a917f4b6b9fa6b3a2a,9,present,likely,p1,"1,2,3,4,5,6,7,8,9",42.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|SOURCE_DIVERSITY,match_880756d36e609907bf36d117,yes,cex_a391efc040235ad6112c9602,mixed,,,0,frozen
441,cex_bb3325b5f952a15943a62af6,doc_80899a795a0bec5a115929a4,ttd_410b0f0f6166b075a888bc46,pr_40c242cf1b002381efb4a78b,sr_29c56b317698be3115b359f5,NSCQ-SD-20260720-0035,TRI-53b6087d91a53c74064c,VER-86e7f3f7764c3c10ff50,SD,Madison,CITY OF MADISON,police,wage_schedule_or_compensation_plan,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0468_sr_29c56b317698be3115b359f5.pdf,f817dc5f8c6f051589fae8c83e74b59479b90f47584f3e1afb48c315243576fe,9,present,likely,p1,"1,2,3,4,5,6,7,8,9",42.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|SOURCE_DIVERSITY,match_880756d36e609907bf36d117,yes,cex_a391efc040235ad6112c9602,mixed,,,0,frozen
442,cex_1602b4ac630b2aaf69bbb040,doc_67f5600aa4dbb975ae12d0df,ttd_ae870177bfd29bcf1be538e1,pr_4886ffc158892ebee53cf5ca,sr_b4f23dc5f7e5fac54d103a28,NSCQ-SD-20260720-0019,TRI-81518d9ec33c93a86224,VER-bc92d9b2eea877c04cfe,SD,Mitchell,CITY OF MITCHELL,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0104_sr_b4f23dc5f7e5fac54d103a28.pdf,dea3936335c416d16434d7d21a62f1e146fb04ff8109396f089e7af6cf3dacab,51,present,possible,p2,"2,12,23,51",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_492b05c11abcded752e0dd72,yes,cex_ff9a0f314bd1733c05c20ed0,mixed,,,0,frozen
443,cex_ff9a0f314bd1733c05c20ed0,doc_4a0a8fe32b080676e128a868,ttd_c3acb98b7e83458771f58ff6,pr_3e2bcee177565f64fa20c77e,sr_84d69d4703f624962c96ce10,NSCQ-SD-20260720-0020,TRI-5f4edaf4c648db5bbfad,VER-d9e821344eb530d40990,SD,Mitchell,CITY OF MITCHELL,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0069_sr_84d69d4703f624962c96ce10.pdf,d875f05b97e98811e89b9a01bb8b779abb8068b3b11129211d86f88adfec5522,24,present,likely,p1,"4,6,9,11,13,14,23,24",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_492b05c11abcded752e0dd72,yes,cex_ff9a0f314bd1733c05c20ed0,mixed,,,0,frozen
444,cex_67c1510ce0f0ccd1854abbf1,doc_7c6fa71bb79b02573181953d,ttd_a24a019eadcda1e485c334b6,pr_11aae28ce0435f1d4545e766,sr_580cad78e90984ccdc715d61,NSCQ-SD-20260720-0002,TRI-224b73a62a368e38c6e2,VER-047940c96f64dbdf5963,SD,Sioux Falls,CITY OF SIOUX FALLS,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0075_sr_580cad78e90984ccdc715d61.pdf,3e3c657bb6efba0f2b6d184b3917b720252bf3bfe571e5a54896925c5fc72fcf,69,present,likely,p1,"9,24,68,69",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_f06b16ed2f729518ab2e18fc,yes,cex_b7c0931752f786b9275c9199,mixed,,,0,frozen
445,cex_b7c0931752f786b9275c9199,doc_c955740ff462f7bcbe7eafea,ttd_a98fc85ad74ee8f303abf0f8,pr_ccc42a22f61f615ff95819a1,sr_55dc9b50d57eac90f03229bf,NSCQ-SD-20260720-0003,TRI-0f0d3ae056214243eea7,VER-06cc8f6105c763c40d8d,SD,Sioux Falls,CITY OF SIOUX FALLS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0038_sr_55dc9b50d57eac90f03229bf.pdf,52508cbe158166cb451a5ee433f4b7accd671b3ef417434b2b92135fde10a9cb,62,present,possible,p2,"15,21,28,32,61,62",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_f06b16ed2f729518ab2e18fc,yes,cex_b7c0931752f786b9275c9199,mixed,,,0,frozen
446,cex_3025ad1c1caaf7d4cc268105,doc_e86b89f14185f0f212315e94,ttd_9b34eb35cd191ee86ea05ff9,pr_13a1a8c50f568fde87f74903,sr_5cd11d7c7e9250a7e3f754c5,NSCQ-SD-20260720-0001,TRI-03639dd0414118b6e6e5,VER-e58a32f341b0b89636ac,SD,Sioux Falls,CITY OF SIOUX FALLS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0032_sr_5cd11d7c7e9250a7e3f754c5.pdf,a257a6d73588bec1bfa56df47a567bd05da5b748b187fcb19b24c975aa92ed24,55,present,possible,p2,"7,25,28,55",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_f06b16ed2f729518ab2e18fc,yes,cex_b7c0931752f786b9275c9199,quantitative,,,0,frozen
447,cex_d995f50470cde9367e0dc3f1,doc_c0f4ee46a2816d778e28fc04,ttd_e3820aee8cbefb0c8fd9af84,pr_0794d392700544c3c4126aef,sr_c4e13289d8b3ab3b99c5a763,NSCQ-TX-20260720-0069,TRI-e5c3f625eb4a7062c12a,VER-76339e771066c5255f3e,TX,Edinburg,CITY OF EDINBURG,fire,wage_schedule_or_compensation_plan,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0478_sr_c4e13289d8b3ab3b99c5a763.pdf,1b153ef1426f631006b6f179a937c36f04dd6fe71add1c81d48f5b36f45b5fee,3,present,likely,p1,"1,2",42.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|SOURCE_DIVERSITY,match_2c048cdd2369a9065d33040e,yes,cex_44f394c9033f490c6c4cca58,mixed,,,0,frozen
448,cex_44f394c9033f490c6c4cca58,doc_29f41dc4d52ebe5242efde63,ttd_8b8538a0e212c2428ddc3be1,pr_be9d4b83e8ceaca34ee1847e,sr_bd6f12facdc21fba01d68893,NSCQ-TX-20260720-0070,TRI-016a605c7671d3ff6170,VER-d3413d0ba8e5ff08f34f,TX,Edinburg,CITY OF EDINBURG,non_safety,wage_schedule_or_compensation_plan,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0493_sr_bd6f12facdc21fba01d68893.pdf,52f759bd36ba97b4ab1a69d68c6e92d4b4dd2dc6b2f8963b71d9a892200f79e9,10,present,likely,p1,"1,2,4,5,6,7,8",42.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|SOURCE_DIVERSITY,match_2c048cdd2369a9065d33040e,yes,cex_44f394c9033f490c6c4cca58,mixed,,,0,frozen
449,cex_8473e352fa58859a54458338,doc_da9c9f2ef2bda47ae5b4d24c,ttd_4aebaf0f8948333604ae7846,pr_163eb455603fec58ca2c25d3,sr_7e2342e487db6889b2e3f0b1,NSCQ-TX-20260720-0068,TRI-beff61b0aac4270cf7a9,VER-7b9a2dfb374d23f8d453,TX,Edinburg,CITY OF EDINBURG,police,wage_schedule_or_compensation_plan,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0462_sr_7e2342e487db6889b2e3f0b1.pdf,7da84387964a3ed53db1b28c43bb2070dde7d0bce3babd7954b4540a3c69089d,1,present,likely,p1,1,42.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|SOURCE_DIVERSITY,match_2c048cdd2369a9065d33040e,yes,cex_44f394c9033f490c6c4cca58,quantitative,,,0,frozen
450,cex_0d5efb698e33aef8a4d3c4ea,doc_de13dcc01da85230d4938e07,ttd_fe33e24f52d97b0b263e21a1,pr_a45bb5d347f2b644cb949929,sr_9121eb2f3376207b5ec51bd3,NSCQ-TX-20260720-0004,TRI-4ff9d61863e71ff7719e,VER-3c77e5918388d393487b,TX,Houston,CITY OF HOUSTON,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0020_sr_9121eb2f3376207b5ec51bd3.pdf,c22629297e9e9d9a249c580f0854fa6634cf6408c93f946e02cb0bff82e41bf9,115,partial,possible,p2,58,62.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|GATE3_CALIBRATION_CASE,match_d346233f6feb3c03db90e3e8,yes,cex_0d5efb698e33aef8a4d3c4ea,mixed,qual_mechanism_ready,medium,4,frozen
451,cex_a193c7cff92ac9641d9b5a8d,doc_5ac86387ea88dc46e7816b32,ttd_a29f091153a374e178914c70,pr_7867ee452b0d8f79c30746ec,sr_8711d1fd6b6d36e26c867a79,NSCQ-TX-20260720-0003,TRI-ff912a59ac4f5037a3a7,VER-b32bc3afb94644c30e2d,TX,Houston,CITY OF HOUSTON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0420_sr_8711d1fd6b6d36e26c867a79.pdf,c2ab6b8b3b16d157a835a8e6d4dbe5affdb253423ad97b7ae02e86df44949020,105,present,possible,p2,"2,24,59,104",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_d346233f6feb3c03db90e3e8,yes,cex_0d5efb698e33aef8a4d3c4ea,quantitative,,,0,frozen
452,cex_b8b418a2aa47f3270962b767,doc_5ac482b6de70e3a47d5ab9ac,ttd_ed92b3d3bab2f27e4417dc6f,pr_0c9d9d0038e5cc90de0de111,sr_5133c8d67c412cdec407a7d8,NSCQ-UT-20260720-0002,TRI-c043dd710387c6e7911d,VER-4ceac380df45b3b7dd9e,UT,Salt Lake City,CITY OF SALT LAKE CITY,fire,memorandum_or_settlement,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0480_sr_5133c8d67c412cdec407a7d8.pdf,bb69e5fbbdad3e1befc16e155256f0a8d2228a50420717df534f0218febf76e4,58,present,likely,p1,"26,30,33,57",42.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY|SOURCE_DIVERSITY,match_baa26bc8e9fa3b9c32d8402e,yes,cex_e6e8047c9762cc899cd8e0ce,quantitative,,,0,frozen
453,cex_e6e8047c9762cc899cd8e0ce,doc_73574443f6284c3f83db29e0,ttd_f45bb51befc16980f22dfa94,pr_d854efbfd8f48148a19895e8,sr_712e2a1fea2bb05eedf9d072,NSCQ-UT-20260720-0003,TRI-417246d22f669e395856,VER-8f4dbc4c5d5c8629ad98,UT,Salt Lake City,CITY OF SALT LAKE CITY,non_safety,memorandum_or_settlement,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0495_sr_712e2a1fea2bb05eedf9d072.pdf,83adf06dbbcd0baeb4e0e18daf8eb51b4507b6b8c533a9038625f1dbeedb4dc7,84,present,possible,p2,"10,19,47",74.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|GATE3_CALIBRATION_CASE|SOURCE_DIVERSITY,match_baa26bc8e9fa3b9c32d8402e,yes,cex_e6e8047c9762cc899cd8e0ce,quantitative,mixed_quant_qual_ready,medium,3,frozen
454,cex_c71c4b120eb848488a21795f,doc_d2136cb8a855c690e125b0d1,ttd_7ef88d89c502f25f05c9114e,pr_d6316f81781ed478d5d1903d,sr_17d760119fd798e31102faf3,NSCQ-VA-20260720-0019,TRI-0069db59fe753a1c3664,VER-63d54c02ae1a6c02cc3f,VA,Charlottesville,CITY OF CHARLOTTESVILLE,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0074_sr_17d760119fd798e31102faf3.pdf,4f5cfeef9299d69c94b4a9235c25c908e69513732447e893ee37b4cec59119bb,33,present,possible,p2,"8,12,15,17,32,33",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_8f1245fc6b557cefaccce2cd,yes,cex_88e65b82f0e11462ddf1ff4d,mixed,,,0,frozen
455,cex_88e65b82f0e11462ddf1ff4d,doc_a7e4b6e0f63949e1057654a6,ttd_a8bf75e8748cab12480852e3,pr_e15d2b83b9f011ec43fba7e7,sr_e50741f5baf6bdddb0b56349,NSCQ-VA-20260720-0020,TRI-6f4e079314fd9a6fe080,VER-b66556de6657901d3fd2,VA,Charlottesville,CITY OF CHARLOTTESVILLE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0037_sr_e50741f5baf6bdddb0b56349.pdf,147403bf9c88f5b0fd769d7d16b189e24472025c2dfd4eef2a2fa819228ed85e,32,present,possible,p2,"8,11,17",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_8f1245fc6b557cefaccce2cd,yes,cex_88e65b82f0e11462ddf1ff4d,mixed,,,0,frozen
456,cex_f7c7d0b1bde47bbe52a6c3fa,doc_ffd34ae86861596effe5be77,ttd_0a2ac77a31748930d4122ceb,pr_7bfabcd4b17a181428c913ee,sr_4610937ba45acefff5aaaeb9,NSCQ-VA-20260720-0018,TRI-7c33d7127e1e64b80466,VER-927a9d43751f2be90593,VA,Charlottesville,CITY OF CHARLOTTESVILLE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0031_sr_4610937ba45acefff5aaaeb9.pdf,f069fc2faeaadbed94ee5848924f4ff6be76be3ed1aa9402d46747a6ddfbdc04,44,present,possible,p2,"6,11,15,20,23,25,44",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_8f1245fc6b557cefaccce2cd,yes,cex_88e65b82f0e11462ddf1ff4d,mixed,,,0,frozen
457,cex_3e2fa308fbbb0a768ad0c2b0,doc_cf4da1cd9ec04f4bb6289305,ttd_b7f33b51e9e0006d6d6877ab,pr_79fa5c41ddb3a2cb937ec66c,sr_cb7fb1a1f8c778e5c956f7ff,NSCQ-VA-20260720-0004,TRI-f327a17e73f1236b0bc0,VER-4ba9f1ab7adfa7057208,VA,Richmond,CITY OF RICHMOND,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0066_sr_cb7fb1a1f8c778e5c956f7ff.pdf,46924b892a6c0f4177e597fe3ded7704976d5302b9132be5bbeb9f5c907b37e7,55,present,likely,p1,"13,25,54",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_b8b96a03e617767fcebe69ad,yes,cex_96c43bbc4cbf811abf74f0f8,mixed,,,0,frozen
458,cex_96c43bbc4cbf811abf74f0f8,doc_845a27154cc18d24d7508b7b,ttd_0a70fceea861f2dc34e6ae47,pr_4f03d5f2d0c15fa2fe8c6db4,sr_b12bac41f51854712d6b7b9f,NSCQ-VA-20260720-0005,TRI-c451638a3a774a0b6e13,VER-629082934a95704b89ce,VA,Richmond,CITY OF RICHMOND,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0101_sr_b12bac41f51854712d6b7b9f.pdf,c6e0034019942daa905233570fbd8f3775910426d32294b725ff9893a396bb07,154,present,possible,p2,,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_b8b96a03e617767fcebe69ad,yes,cex_96c43bbc4cbf811abf74f0f8,reference_and_exclusion,,,0,frozen
459,cex_add0da7d13790ea6a03c61b7,doc_899d2254d2a9127c9ae38e03,ttd_db0b181f3557830bf288028b,pr_3abef5d05150e139483c9764,sr_826de1e12cc50be7613ce961,NSCQ-VA-20260720-0003,TRI-765fe33e747906556b0d,VER-d5a53a70a0108a3e7e74,VA,Richmond,CITY OF RICHMOND,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0074_sr_826de1e12cc50be7613ce961.pdf,eed22dcf819f640f2dd0872d36d5ae75e55bacc10f3c37b1b35588347a2c2799,34,present,possible,p2,8,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY,match_b8b96a03e617767fcebe69ad,yes,cex_96c43bbc4cbf811abf74f0f8,mixed,,,0,frozen
460,cex_80ded0ace95fe39dde8a96e7,doc_c079186b6660829ade516b1c,ttd_dbde909a543d52ed2cb97dfc,pr_eefe518247c5edc56e810e11,sr_2a63d1b6e7d33e4232f6443a,NSCQ-VT-20260720-0015,TRI-c73c7e0d62c8db2fcda3,VER-d52bb0d794c99a00856e,VT,Winooski,CITY OF WINOOSKI,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0105_sr_2a63d1b6e7d33e4232f6443a.pdf,aedcc925f5565fe9c37869dfe489a9daeea8ca895c61aabf446c545691d9660b,34,present,possible,p2,"2,8,12,16,18,19",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|GATE3_CALIBRATION_CASE,match_fbf6c5fe1c60a6227187eff4,yes,cex_80ded0ace95fe39dde8a96e7,mixed,non_wage_compensation,medium,2,frozen
461,cex_6fad220561f3ea7fc1dd1f79,doc_71bf87a39fd47b6009da8bd9,ttd_081cda28dff2d13d6c6fd920,pr_2a929eb36e5dac58f36463a5,sr_9cec1db3871b963cbb194f46,NSCQ-VT-20260720-0014,TRI-4e49bb44f49be4fc83e8,VER-a0e8f469623df5a86c67,VT,Winooski,CITY OF WINOOSKI,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0035_sr_9cec1db3871b963cbb194f46.pdf,3b7d6bd3300c0c253914be19e319242c28e4a03f486ee54d0fea49e0e4e94ca4,41,present,likely,p1,"2,14,19,21,23",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_fbf6c5fe1c60a6227187eff4,yes,cex_80ded0ace95fe39dde8a96e7,mixed,,,0,frozen
462,cex_602e82106d789d67e1473e4e,doc_03d9f6bf16f23edc6190919c,ttd_22f64f3afd4f65ac49242941,pr_cc0ef57350f92c10f1f92680,sr_e6845e2324cccd5f4349b2d3,NSCQ-WA-20260720-0151,TRI-2a4cd8b78c2f64a37671,VER-21f00daf2be08757617c,WA,Anacortes,CITY OF ANACORTES,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0222_sr_e6845e2324cccd5f4349b2d3.pdf,34c7da2a0333f378421f68ab09b2dfb6f3421be1c8d08ce125028e6bec82337b,34,present,likely,p1,"5,8,12,16,18,19,33,34",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|MATCHED_MUNICIPALITY|LIKELY_P1_PRIORITY,match_9acae2c5e11805cbd64d794b,yes,cex_3669c56d4eb33cc9b0ace718,mixed,,,0,frozen
