municipality,municipality_id,state,region,county,shard_id,scout_target_count,prior_scout_covered_flag,newly_planned_this_wave_flag,source_family_diversification_opportunity_flags,matched_safety_non_safety_opportunity_flag,planned_search_query_families,dashboard_map_inclusion_rule,notes
Port Isabel,cog_2025_176025,TX,South,Cameron County (48061; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Presidio,cog_2025_176340,TX,South,Presidio County (48377; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Primera,cog_2025_135108,TX,South,Cameron County (48061; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Progreso,cog_2025_176201,TX,South,Hidalgo County (48215; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Providence Village,cog_2025_228319,TX,South,Denton County (48121; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Reno,cog_2025_135253,TX,South,Parker County (48367; primary); Tarrant County (48439),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
San Diego,cog_2025_135142,TX,South,Duval County (48131; primary); Jim Wells County (48249),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Santa Fe,cog_2025_176140,TX,South,Galveston County (48167; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sonora,cog_2025_194145,TX,South,Sutton County (48435; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Spearman,cog_2025_209582,TX,South,Hansford County (48195; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sunnyvale,cog_2025_176083,TX,South,Dallas County (48113; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Sweeny,cog_2025_202612,TX,South,Brazoria County (48039; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Talty,cog_2025_191615,TX,South,Kaufman County (48257; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Taylor Lake Village,cog_2025_135180,TX,South,Harris County (48201; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
University Park,cog_2025_194839,TX,South,Dallas County (48113; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Vidor,cog_2025_176330,TX,South,Orange County (48361; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Waller,cog_2025_194147,TX,South,Waller County (48473; primary); Harris County (48201),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
West University Place,cog_2025_176176,TX,South,Harris County (48201; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Weston Lakes,cog_2025_222220,TX,South,Fort Bend County (48157; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Wharton,cog_2025_113732,TX,South,Wharton County (48481; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Windcrest,cog_2025_113548,TX,South,Bexar County (48029; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Woodway,cog_2025_176285,TX,South,McLennan County (48309; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Boones Mill,cog_2025_176725,VA,South,Franklin County (51067; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Bowling Green,cog_2025_176715,VA,South,Caroline County (51033; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Branchville,cog_2025_176767,VA,South,Southampton County (51175; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Brodnax,cog_2025_187860,VA,South,Brunswick County (51025; primary); Mecklenburg County (51117),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Cape Charles,cog_2025_176744,VA,South,Northampton County (51131; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Cedar Bluff,cog_2025_176771,VA,South,Tazewell County (51185; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Cheriton,cog_2025_191751,VA,South,Northampton County (51131; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Claremont,cog_2025_191753,VA,South,Surry County (51181; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Cleveland,cog_2025_114552,VA,South,Russell County (51167; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Dillwyn,cog_2025_176714,VA,South,Buckingham County (51029; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Duffield,cog_2025_209703,VA,South,Scott County (51169; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Dungannon,cog_2025_191752,VA,South,Scott County (51169; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Eastville,cog_2025_114549,VA,South,Northampton County (51131; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Fincastle,cog_2025_176712,VA,South,Botetourt County (51023; primary),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Halifax,cog_2025_209696,VA,South,Halifax County (51083; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Hallwood,cog_2025_176709,VA,South,Accomack County (51001; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Haysi,cog_2025_114542,VA,South,Dickenson County (51051; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Honaker,cog_2025_136046,VA,South,Russell County (51167; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Jonesville,cog_2025_205573,VA,South,Lee County (51105; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Madison,cog_2025_209699,VA,South,Madison County (51113; primary),broad_4x2500_shard_003,1,false,true,agenda_packet_or_minutes,false,agenda_minutes_attachment,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Mineral,cog_2025_205574,VA,South,Louisa County (51109; primary),broad_4x2500_shard_003,1,false,true,other_local_government_pay_policy,false,local_pay_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Nassawadox,cog_2025_176745,VA,South,Northampton County (51131; primary),broad_4x2500_shard_003,1,false,true,cba; mou_or_memorandum; arbitration_award; factfinding_report,false,labor_relations_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Parksley,cog_2025_209690,VA,South,Accomack County (51001; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule; budget_or_pay_plan; civil_service_or_hr_pay_plan,false,broad_pay_document_index,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Quantico,cog_2025_176753,VA,South,Prince William County (51153; primary),broad_4x2500_shard_003,1,false,true,cba,false,cba_agreement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Saxis,cog_2025_114540,VA,South,Accomack County (51001; primary),broad_4x2500_shard_003,1,false,true,mou_or_memorandum; settlement_agreement,false,mou_settlement,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Scottsville,cog_2025_136023,VA,South,Albemarle County (51003; primary); Fluvanna County (51065),broad_4x2500_shard_003,1,false,true,arbitration_award; factfinding_report,false,arbitration_factfinding,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Stanardsville,cog_2025_176730,VA,South,Greene County (51079; primary),broad_4x2500_shard_003,1,false,true,salary_ordinance; wage_schedule,false,salary_wage_schedule,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Anawalt,cog_2025_176995,WV,South,McDowell County (54047; primary),broad_4x2500_shard_003,1,false,true,budget_or_pay_plan,false,budget_pay_plan,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Belmont,cog_2025_114932,WV,South,Pleasants County (54073; primary),broad_4x2500_shard_003,1,false,true,civil_service_or_hr_pay_plan,false,civil_service_hr_pay,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Bethany,cog_2025_176963,WV,South,Brooke County (54009; primary),broad_4x2500_shard_003,1,false,true,compensation_study; classification_study,false,compensation_classification_study,exclude_until_committed_parseable_live_result,planned only; not scout coverage
Blacksville,cog_2025_177013,WV,South,Monongalia County (54061; primary),broad_4x2500_shard_003,1,false,true,personnel_policy,false,personnel_policy,exclude_until_committed_parseable_live_result,planned only; not scout coverage
