root_compensation_event_id,source_implementation_event_id,municipality,state,compensation_cycle_id,side,beneficiary_unit,implementation_status,evidence_excerpt,human_readable_citation,root_action_summary,technical_lineage
ROOTCOMP-a37cc1b842e697864f38bf65,IMPEVT-b8bf5d27a9b59e1ec4cad423,Caernarvon,PA,2024,police,police,implemented,"effective March 10, 2024, pay rate in accordance with Police Contract.","Caernarvon, Pennsylvania, Wage Schedule, 2024.",implemented other for police,"[""WCM-2abca0ab81c31f35cbe33276"",""WCM-6b975c0ad6980a680166ce48""]"
ROOTCOMP-7e85b340751045ebc9b91c10,IMPEVT-49ee6b733de99730d51f8348,Catawissa,PA,2016,side_independent,unclear,implemented,"probationary period, she will receive an additional $1.60 per hour.","Catawissa, Pennsylvania, Council Packet Or Minutes, 2016.",implemented budget or pay plan for side independent,"[""WCM-5b960b6483623a0b1234dd84"",""WCM-baa5712a04a601ea783529fc""]"
ROOTCOMP-8cdd8fe61ae3e29d8bbd8158,IMPEVT-c134d0ea76a78d87b74c94ff,Catawissa,PA,2022,police,police,formally_adopted,new contract is approved by the parties or imposed through interest arbitration.,"Catawissa, Pennsylvania, Arbitration Award, 2022.",formally adopted budget or pay plan for police,"[""WCM-fb77ff49321a1709114e3932""]"
ROOTCOMP-b99303ce4332bcb2360e1332,IMPEVT-82417a48377a31a80517e60c,Center,PA,2022,remains_unclear,unclear,implemented,"incorporated in the base wage effective January 1, 2011.","Center, Pennsylvania, Council Packet Or Minutes, 2022.",implemented other for remains unclear,"[""WCM-18137b06729fd0cb68866a09""]"
ROOTCOMP-8123a2c4c4549c4f8d20d4b4,IMPEVT-593f33dad99d4cb7a83b22f2,Center,PA,2025,police,police,implemented,shall receive a shift differential of One Dollar ($1.10) ten cents per hour for all,"Center, Pennsylvania, Collective Bargaining Agreement, 2025.",implemented other for police,"[""WCM-cc5ed255798e299be9a19052"",""WCM-cc8a4f7b13c775af56e37f4c"",""WCM-eeb24a09b8bc068ec4b44ba8"",""WCM-fc54e25aa7c1afb1b42b8bad""]"
ROOTCOMP-6b2d08c2e4dab3ca20c86ed9,IMPEVT-0f4958fd4bd7733fd774ce73,Cheltenham,PA,2022,police,police,implemented,"Consideration of the Police Union Collective Bargaining Agreement effective January 1, 2022 to","Cheltenham, Pennsylvania, Settlement Agreement, 2022.",implemented mechanism only for police,"[""WCM-10fd98ffdcbb457f49e28e01"",""WCM-4d3f2ca7e3f7f2ce2671245d"",""WCM-b5637d3cb672442ceaab1a53""]"
ROOTCOMP-eb5d912c4a1d565682bd0023,IMPEVT-e77b43dcc7b503690acbc435,Conemaugh,PA,2026,non_safety,non_safety,implemented,"Mlaker to approve the new rate schedule effective January 1, 2026.","Conemaugh, Pennsylvania, Wage Schedule, 2026.",implemented other for non safety,"[""WCM-dd7f6bb05b4850c4ec3d7a78""]"
ROOTCOMP-e8d3d7131d55faa2a6278da3,IMPEVT-ff0c87cc870ebdb99e7c7a43,Conemaugh,PA,2026,police,police,implemented,"Police for the Conemaugh Township Police Department, effective January 4, 2026.","Conemaugh, Pennsylvania, Wage Schedule, 2026.",implemented other for police,"[""WCM-4ab8ebcc7e1cf564fb6c56de""]"
ROOTCOMP-9e7bdc798793ee82db315b4e,IMPEVT-11cadfb693b8e5d273442da2,Conemaugh,PA,2026,remains_unclear,unclear,implemented,"Effective January 1, 2026","Conemaugh, Pennsylvania, Wage Schedule, 2026.",implemented other for remains unclear,"[""WCM-fba4ebaf02bbb539479f6e3b""]"
ROOTCOMP-9d4feaa2ff42b2abb1bcca35,IMPEVT-9e1434a40e8b707fba85f754,Conewago,PA,2024,side_independent,unclear,implemented,"officers of Conewago Township, exclusive of benefits, is hereby established, effective January 1,","Conewago, Pennsylvania, Budget Or Pay Plan, 2024.",implemented benefit cost change for side independent,"[""WCM-eb32b8bbabc28e4aa961c38d""]"
ROOTCOMP-649b011b90dd70cf1dd78c64,IMPEVT-add29597f23c8a8ccc6d1e57,Conewago,PA,2024,police,police,implemented,"Effective January 1st of each year of this Collective Bargaining Agreement, an across the board wage","Conewago, Pennsylvania, Collective Bargaining Agreement, 2024.",implemented base wage for police,"[""WCM-6c4e162bbd56ed85daf10801""]"
ROOTCOMP-95adb48844c2b0cc36d8fc91,IMPEVT-28058693e0c2a98f9a0f5203,Conewago,PA,2024,police,police,implemented,"Cash-In: Effective January 2011, after completing five (5) years of service, each officer shall have the","Conewago, Pennsylvania, Collective Bargaining Agreement, 2024.",implemented other for police,"[""WCM-65fc294962ff07357b9137f0"",""WCM-a4ed8de62e6e698775baa4fd"",""WCM-c11dd7e5479ac8b439b7c65d"",""WCM-e012a47ca0f6fa4c79d440b8""]"
ROOTCOMP-e5689877d44d5e13792db5d0,IMPEVT-503dda55464e8093e385e4ab,Conewago,PA,2024,police,police,implemented,she is employed as a police officer for the Township shall receive a one-time bonus.,"Conewago, Pennsylvania, Collective Bargaining Agreement, 2024.",implemented mechanism only for police,"[""WCM-4df3236e5dab42438c27b853""]"
ROOTCOMP-618879624a27ad945e04c0e8,IMPEVT-9f06d0d2742c1c6748cb3089,Coplay,PA,undated-source-B4X2500LIVE-20260729-006524,police,police,implemented,"liam Leiner, Jr., effective January 1, 1998.","Coplay, Pennsylvania, Collective Bargaining Agreement, period not explicit.",implemented mechanism only for police,"[""WCM-f5c49c6b47027d638f437b3f""]"
ROOTCOMP-cb707674be2816e83d70a916,IMPEVT-75962e89ba6f702387c363e6,Coplay,PA,undated-source-B4X2500LIVE-20260729-006524,police,police,implemented,1159 11/14/2000 Authorizing and adopting the collective bargaining agree-,"Coplay, Pennsylvania, Collective Bargaining Agreement, period not explicit.",implemented mechanism only for police,"[""WCM-cce7b9d9f5c84633445fedc2""]"
ROOTCOMP-3d9fc91a8bcf68fe64042ac2,IMPEVT-d42649cd5d2ceb9566378c2f,Cranberry,PA,2021,remains_unclear,unclear,implemented,"THEREFORE, BE IT RESOLVED, that effective January 1, 2021, and continuing thereafter unless","Cranberry, Pennsylvania, Other Local Government Pay Policy, 2021.",implemented other for remains unclear,"[""WCM-75b4da62d70b574cad041e2b"",""WCM-eb367eb47a6e8ac6b9f52334""]"
ROOTCOMP-760f3ec87926e1fa4f4dee0d,IMPEVT-5ee742fabf8ce7c93b0fd5eb,Cranberry,PA,2025,remains_unclear,unclear,implemented,"effective January 1, 2025;","Cranberry, Pennsylvania, Factfinding Report, 2025.",implemented mechanism only for remains unclear,"[""WCM-16c1b42dbf04126ae8293849"",""WCM-227e07c39b7812e175e03b51""]"
ROOTCOMP-03d6b5641b58903da353bf09,IMPEVT-d13fa195ab7db29592d51f7b,Cranberry,PA,2026,remains_unclear,unclear,implemented,"a 3.5% base wage increase effective January 1, 2026;","Cranberry, Pennsylvania, Factfinding Report, 2026.",implemented base wage for remains unclear,"[""WCM-f52b3fe82a40cd7ee1731536""]"
ROOTCOMP-c0084452a0cc2918a0f74490,IMPEVT-43dfdda7250f904e9cdb8489,Cranberry,PA,undated-source-BRMGRS-20260802-724c1915e72ea9902dde16ec,remains_unclear,unclear,implemented,allocated ten (10) sick days to become effective January 1 of the following calendar year.,"Cranberry, Pennsylvania, Other Local Government Pay Policy, period not explicit.",implemented other for remains unclear,"[""WCM-7d1794e86df44445087377b4""]"
ROOTCOMP-1b767cd37c2d3b672527fceb,IMPEVT-17e4c863e5c13a1c5f38777e,Cussewago,PA,2024,non_safety,non_safety,implemented,Payroll –Motion by: Steve to increase the hourly rate for the secretary treasurer from $18.75 to $19.50 effective as of,"Cussewago, Pennsylvania, Budget Or Pay Plan, 2024.",implemented budget or pay plan for non safety,"[""WCM-3f53b41edd3d46b42372f148""]"
ROOTCOMP-f8aeb327f590b32497bff482,IMPEVT-bf351e6e292b15a786012128,Donegal,PA,2017,side_independent,unclear,implemented,"effective July 1, 2017 through December 31, 2022.","Donegal, Pennsylvania, Arbitration Award, 2017.",implemented budget or pay plan for side independent,"[""WCM-8737f59c02922cf045e7f5e7""]"
ROOTCOMP-851f22bc82f4d14c21b83597,IMPEVT-a2c2d9b201bfa4cce9826a28,East Berlin,PA,2023,remains_unclear,unclear,implemented,"The participant data used in this report was provided by PMRS and is effective on January 1, 2023.","East Berlin, Pennsylvania, Wage Schedule, 2023.",implemented other for remains unclear,"[""WCM-cab49d725fe1a19643de69a8""]"
ROOTCOMP-31dccad14608ffb82a3d7a75,IMPEVT-c24c17f115f441d596129562,East Fallowfield,PA,2015,side_independent,unclear,implemented,"The wage increases will be 4%, 4%, and 4% retroactive to January 1.","East Fallowfield, Pennsylvania, Council Packet Or Minutes, 2015.",implemented retroactive pay for side independent,"[""WCM-66499137c08e2c4ebcd3e73d""]"
ROOTCOMP-af1fab863583cda0a84fd90b,IMPEVT-da15e0aa943fa09a68065f45,East Fallowfield,PA,2016,non_safety,non_safety,implemented,"effective January 1, 2016 through December 31, 2019, in the form presented and, further, authorize the","East Fallowfield, Pennsylvania, Council Packet Or Minutes, 2016.",implemented budget or pay plan for non safety,"[""WCM-7d37a73b3ba6b2324b90527f""]"
ROOTCOMP-2ffea283d9d79a81aebd66aa,IMPEVT-d2ba76c0d5006aa701f9e4d1,East Fallowfield,PA,2026,side_independent,unclear,implemented,"non- bargaining unit staff retroactive to January 1, 2026:","East Fallowfield, Pennsylvania, Council Packet Or Minutes, 2026.",implemented retroactive pay for side independent,"[""WCM-5981aaddf0532dd615b1e4eb"",""WCM-f548eb7a658e3633628b7aef""]"
ROOTCOMP-54d9bca977aa8b2ffcd246b0,IMPEVT-9871621c7c5976c019f35286,Ebensburg,PA,2024,police,police,implemented,"Kuhar made a motion to increase the office staff hourly wage to $22.82/hour, effective March 1st.","Ebensburg, Pennsylvania, Council Packet Or Minutes, 2024.",implemented across the board raise for police,"[""WCM-52babc32776bed98d25c734e""]"
ROOTCOMP-b98957c0ba6502b44f54f784,IMPEVT-fb6f7fec5e883e0eea7a59b0,Ebensburg,PA,2024,police,police,implemented,"to $22.82/hour, effective March 1st.","Ebensburg, Pennsylvania, Council Packet Or Minutes, 2024.",implemented mechanism only for police,"[""WCM-eaa5488b18096595f7a4be4e""]"
ROOTCOMP-850868757ff0d2c850127541,IMPEVT-6c01db91ebb2b76bf4d3fe16,Eldred,PA,2024,remains_unclear,unclear,implemented,"EFFECTIVE DECEMBER 31ST 2024, AIF","Eldred, Pennsylvania, Council Packet Or Minutes, 2024.",implemented other for remains unclear,"[""WCM-1088d5f77ccef90ad0fd15ed""]"
ROOTCOMP-1e15e645ac6c40af9c031bf7,IMPEVT-fe5b6b2faaa767356533e265,Eldred,PA,2025,remains_unclear,unclear,implemented,"BOROUGH TAX COLLECTOR EFFECTIVE JANUARY 1, 2025.","Eldred, Pennsylvania, Council Packet Or Minutes, 2025.",implemented other for remains unclear,"[""WCM-0f8f97f404aa19804c61fd04""]"
ROOTCOMP-b8f588a160b21f2fbb78db95,IMPEVT-3679b26620a569e6f79f7ae6,Elizabeth,PA,2024,remains_unclear,unclear,implemented,"Motion to increase the wages of Cole Buchina to $19.39 per hour effective January 1, 2024.","Elizabeth, Pennsylvania, Memorandum Of Understanding, 2024.",implemented across the board raise for remains unclear,"[""WCM-31bdf2b3e5631b2b834c3de3"",""WCM-851149ee6304be5c6247008b""]"
ROOTCOMP-0233239ecd8b0c0829717881,IMPEVT-e7e2a54d5ad816f2066e4d7d,Elizabeth,PA,2026,side_independent,unclear,implemented,"Motion to increase the wages of Cole Buchina to $24.30 per hour effective January 1, 2026.","Elizabeth, Pennsylvania, Budget Or Pay Plan, 2026.",implemented budget or pay plan for side independent,"[""WCM-b45332bd2e9c0e0b317c6ef8"",""WCM-d592bb8fdddcb760b8c5ddb9""]"
ROOTCOMP-3b39a7ff01237212664d2de0,IMPEVT-609c99a85127a69501b075e8,Elkland,PA,2021,side_independent,unclear,implemented,"Bloom will be resigning effective December 26, 2021.","Elkland, Pennsylvania, Wage Schedule, 2021.",implemented budget or pay plan for side independent,"[""WCM-72f6cf2c863634b2c8ea34c7""]"
ROOTCOMP-16f979ab80438711bed71751,IMPEVT-5828e9b4f0615dff18467e34,Exeter,PA,2023,side_independent,unclear,implemented,"This ordinance shall be effective on August 1st, 2023.","Exeter, Pennsylvania, Other Local Government Pay Policy, 2023.",implemented budget or pay plan for side independent,"[""WCM-44a520c229273c1999111ff7""]"
ROOTCOMP-2fe7ce399615dd65ba69867c,IMPEVT-c5cf2e619c56324d0c6a01de,Exeter,PA,2024,non_safety,non_safety,implemented,"Exeter Borough Zoning Officer, effective July 16, 2024;","Exeter, Pennsylvania, Council Packet Or Minutes, 2024.",implemented budget or pay plan for non safety,"[""WCM-5caa5dbe248adaf74fe341dc""]"
ROOTCOMP-30949091113760ac8fa04152,IMPEVT-96cf031d244c7ec3a9e170ab,Fairfield,PA,2025,side_independent,unclear,implemented,"Roadmaster/Supervisors was set at $24.00 per hour effective July 1, 2025.","Fairfield, Pennsylvania, Council Packet Or Minutes, 2025.",implemented budget or pay plan for side independent,"[""WCM-88e03aff843ec03f3930323d"",""WCM-e51cfa23939f6c84f2e948f3""]"
ROOTCOMP-fdb01352b86da8671c012fdc,IMPEVT-0a4609e17c9ffe06c642d8a6,Ferguson,PA,2025,remains_unclear,unclear,implemented,"the wage scale, at the starting rate of $22.00/hour, effective 1/1/25.","Ferguson, Pennsylvania, Arbitration Award, 2025.",implemented across the board raise for remains unclear,"[""WCM-0a23673fcba0aeb2cc6eab7b"",""WCM-cced2c6d45e7a655161923da"",""WCM-d324f30fd1e29b5e05c9d114"",""WCM-e00b72e4dabaf9244129c6b8""]"
ROOTCOMP-10f219d4d12bd7be51221a23,IMPEVT-7810463b0665db707e74ed92,Ferguson,PA,2025,remains_unclear,unclear,implemented,"The Township recommends for the Fact-Finder to develop a three (3) year CBA, effective January 1, 2025 through December 31, 2027.","Ferguson, Pennsylvania, Arbitration Award, 2025.",implemented mechanism only for remains unclear,"[""WCM-168467c653dbaf27a27a504a"",""WCM-fabee461c6d00abf76c838f7""]"
ROOTCOMP-b1ddcc8b4f062754957284f2,IMPEVT-608f685c09381cf4e174d33e,Ferguson,PA,2026,remains_unclear,unclear,implemented,"Effective January 1, 2026, the employee shall receive a 6.0% increase to their base hourly wage","Ferguson, Pennsylvania, Arbitration Award, 2026.",implemented across the board raise for remains unclear,"[""WCM-10ebcf2c8b65d717c0063f3d""]"
ROOTCOMP-57bfe204b3a325327dad5806,IMPEVT-c94f11ce2d804c8e628f3037,Findlay,PA,2022,non_safety,non_safety,implemented,"effective January 17, 2022 or effective the first day following successful completion of all pre-employment","Findlay, Pennsylvania, Council Packet Or Minutes, 2022.",implemented budget or pay plan for non safety,"[""WCM-404496e93ab8f39edce76ec2"",""WCM-fabf31fbeef951c0f5f0d0e2""]"
ROOTCOMP-050555669bcb3435b2590621,IMPEVT-188b16aca0849a925124afcb,Forks,PA,2021,police,police,implemented,"between the Township of Forks and the Forks Township Police Association, effective January 1, 2021","Forks, Pennsylvania, Memorandum Of Understanding, 2021.",implemented other for police,"[""WCM-91b5c585d254b0cd7d04f610""]"
ROOTCOMP-d12f53c279cb24a0e414a9e2,IMPEVT-be1805c541630afcfac88a70,Forks,PA,2024,remains_unclear,unclear,implemented,"effective September 16, 2024, at an annual salary of $97,500 and benefits as outlined in the","Forks, Pennsylvania, Council Packet Or Minutes, 2024.",implemented benefit cost change for remains unclear,"[""WCM-37fdc4f026dceb2c2bc13a25""]"
ROOTCOMP-2f80fb88759650868a9aeba5,IMPEVT-aac004727ba25683fd7899c6,Forks,PA,2024,non_safety,non_safety,implemented,"Public Works for Forks Township, effective September 16, 2024, at an annual salary of $97,500 and","Forks, Pennsylvania, Council Packet Or Minutes, 2024.",implemented budget or pay plan for non safety,"[""WCM-cfd88c001a67f8c397ba1a62"",""WCM-ed3acd6982b96cbb11e2809f""]"
ROOTCOMP-f554501560b6d81ab18aa6af,IMPEVT-545b7648f9b35d35cc35ad4b,Forks,PA,2024,side_independent,unclear,implemented,"agreement effective January 1, 2024, through December 31, 2026.","Forks, Pennsylvania, Council Packet Or Minutes, 2024.",implemented budget or pay plan for side independent,"[""WCM-71341a18f072d77c00b076f0""]"
ROOTCOMP-7bf6bebde06693ef7fe439b3,IMPEVT-c1707ac5c73baef49ee9ae4f,Forks,PA,2024,remains_unclear,unclear,implemented,"agreement effective January 1, 2024, through December 31, 2026.","Forks, Pennsylvania, Council Packet Or Minutes, 2024.",implemented other for remains unclear,"[""WCM-3cb28859a4cb026df5aa29e7"",""WCM-532df2e12c4e06467e539071""]"
ROOTCOMP-744198c2bda638dc72e24723,IMPEVT-3778e022631e50afd89392fe,Franklin,PA,undated-source-BRMGRS-20260802-d8db33ef283758631ee250e0,non_safety,non_safety,implemented,"McKnightstown Sanitary Sewer Plant, at a pay rate of $1,800 per month and $30.00 per hour call out, retroactive to January 10, 2011.","Franklin, Pennsylvania, Budget Or Pay Plan, period not explicit.",implemented retroactive pay for non safety,"[""WCM-5ff049aa3fe95ef1f96b5d4c"",""WCM-8a1c99dcd0e174d9827654a8"",""WCM-9a17646aeca1b733838a1997""]"
ROOTCOMP-a571c34935af0851bdeaa2d0,IMPEVT-2ac57162f8664ac20776a917,Franklin,PA,undated-source-BRMGRS-20260802-d8db33ef283758631ee250e0,side_independent,unclear,implemented,"MOTION by Supervisor Fetter, seconded by Supervisor Spence, to approve retroactive to April 11, 2011 the application for Penn DOT road closure for the Annual Tractor Parade. Motion carried, 2-0.","Franklin, Pennsylvania, Budget Or Pay Plan, period not explicit.",implemented retroactive pay for side independent,"[""WCM-2f42dc67c0b77100a7c8cb5f""]"
ROOTCOMP-48c7539f71d7bff9a6e10a48,IMPEVT-2657f3b73d12519bed5536e2,Green Tree,PA,2023,remains_unclear,unclear,implemented,"the hourly rates effective on August 1, 2023 and to provide for the rate of reimbursement to the Borough of","Green Tree, Pennsylvania, Salary Ordinance, 2023.",implemented reimbursement for remains unclear,"[""WCM-46ee5f134350da4e8697449f""]"
ROOTCOMP-5997800e794bb674d6fba92a,IMPEVT-7dfc1f686c9c5b3b29b790e9,Green Tree,PA,2026,remains_unclear,unclear,implemented,"Barron effective January 27, 2026.","Green Tree, Pennsylvania, Salary Ordinance, 2026.",implemented mechanism only for remains unclear,"[""WCM-7f470c5824d61145a2d1e28c""]"
ROOTCOMP-8a7ee9c00d6f6a7607185a06,IMPEVT-d6224445f7cc18ad383c87e3,Greenwood,PA,2026,side_independent,unclear,implemented,"COLA), effective the first day worked in January 2026.The 2026 rate for Sarah Dennis will be","Greenwood, Pennsylvania, Personnel Policy, 2026.",implemented cola or indexing for side independent,"[""WCM-281c2f279296183d13596957"",""WCM-42bd06e7397b3ab1b195284d""]"
ROOTCOMP-2ab52ef19b7028738520203c,IMPEVT-0a7d7cf702685b89bb59d32f,Harrisville,PA,2025,side_independent,unclear,implemented,• Designate Jeff Cook as Maintenance Team Leader at a rate of $19/hour effective immediately:,"Harrisville, Pennsylvania, Wage Schedule, 2025.",implemented budget or pay plan for side independent,"[""WCM-6661f6476b5576a0091a2c66""]"
ROOTCOMP-0afcd12700313d378a6743f2,IMPEVT-435e2b4db98f778c4d7d0515,Hatfield,PA,2021,police,police,implemented,"effective December 1, 2021 at the end of the workshop meeting.","Hatfield, Pennsylvania, Council Packet Or Minutes, 2021.",implemented mechanism only for police,"[""WCM-8cb8b112e877b0f7b6deaa47""]"
ROOTCOMP-f49029841225e2d2822288b2,IMPEVT-4a6797f62af9b17be17ee314,Hemlock,PA,2025,police,police,implemented,"On a Hunsinger/Klinger motion, Ken Flewelling will advance to Patrolman III effective April 1, 2025.","Hemlock, Pennsylvania, Council Packet Or Minutes, 2025.",implemented other for police,"[""WCM-8d1eafaa34b0a5b94334a5e3""]"
ROOTCOMP-958722cc299cbe15ac2009ad,IMPEVT-9b4853088ca05739bf3280a3,Hempfield,PA,2025,police,police,implemented,"same, that the fee schedule effective January 1, 2025, as submitted by the Township Engineer and Storm","Hempfield, Pennsylvania, Council Packet Or Minutes, 2025.",implemented other for police,"[""WCM-07274ed1b0a3f3e56e667e8e"",""WCM-d69292540c91561f8391d80e""]"
