staffing_evidence_id,municipality,state,compensation_cycle_id,side,staffing_reduction_language,vacancy_language,recruitment_language,retention_language,minimum_staffing_language,overtime_response_language,outsourcing_language,consolidation_language,attrition_language,hiring_freeze_language,position_elimination_language,authorized_headcount_language,filled_headcount_language,pressure_direction,implementation_status,evidence_quality,bounded_evidence_excerpt,technical_lineage_id
STAFF-7bf00437eeb3e241c29b6873,Kewaskum,WI,undated-source-BRMGRS-20260802-8d12c9dc81b3367bf521873a,police,,,,,,we have always paid that out as cash as this is not considered overtime,,,,,,,,upward,unclear_status,moderate,we have always paid that out as cash as this is not considered overtime,WCM-cc21a879e9393a5df01710ec
STAFF-9d6b18c94fa237479574d07a,Kewaskum,WI,undated-source-BRMGRS-20260802-8d12c9dc81b3367bf521873a,police,,,,,,"Management Rights, Article VI – Hours Per Week, Article XIV – Overtime, as well as",,,,,,,,upward,unclear_status,moderate,"Management Rights, Article VI – Hours Per Week, Article XIV – Overtime, as well as",WCM-348624c3f2e4cd6d37042494
STAFF-ebe8989f4a90eeab82db6f9b,Kewaskum,WI,undated-source-BRMGRS-20260802-8d12c9dc81b3367bf521873a,police,,,,,,we have always paid that out as cash as this is not considered overtime,,,,,,,,upward,unclear_status,moderate,we have always paid that out as cash as this is not considered overtime,WCM-bb86b07b1e4175881c09f143
STAFF-0285cfde8a9c48dc404fba1d,Kewaskum,WI,undated-source-BRMGRS-20260802-8d12c9dc81b3367bf521873a,police,,,,,,"payment for overtime, an officer may elect to receive compensatory time",,,,,,,,upward,unclear_status,moderate,"payment for overtime, an officer may elect to receive compensatory time",WCM-a8b1efbf14c10d06bbf4fd6c
STAFF-6b1a6db930f2906fd3b0e2b8,Kewaskum,WI,undated-source-BRMGRS-20260802-8d12c9dc81b3367bf521873a,police,,,,,,"Management Rights, Article VI – Hours Per Week, Article XIV – Overtime, as well as",,,,,,,,upward,unclear_status,moderate,"Management Rights, Article VI – Hours Per Week, Article XIV – Overtime, as well as",WCM-1c529939b318327dcbe33daf
STAFF-f12b05f6b21f0ed2c1b77ccd,Kewaskum,WI,undated-source-BRMGRS-20260802-8d12c9dc81b3367bf521873a,police,,,,,,"payment for overtime, an officer may elect to receive compensatory time",,,,,,,,upward,unclear_status,moderate,"payment for overtime, an officer may elect to receive compensatory time",WCM-628eb276343bea4ac62ebc76
STAFF-104d5a82c1c2421962706552,Avery,TX,2022,unclear,,,,,,Any potential overtime hours MUST be approved on a case by case basis by mayor.,,,,,,,,upward,unclear_status,moderate,Any potential overtime hours MUST be approved on a case by case basis by mayor.,WCM-cbbf531a3771ccdb701eb8cb
STAFF-189f1d1bd12c9a52772f2863,Avery,TX,2022,unclear,,,,,,Any potential overtime hours MUST be approved on a case by case basis by mayor.,,,,,,,,upward,unclear_status,moderate,Any potential overtime hours MUST be approved on a case by case basis by mayor.,WCM-fc1c5839d1736c40565112df
STAFF-bf5bdbef23a9c3943e8f8ef7,Avery,TX,2022,unclear,,,,,,The only overtime approval exception is the “built in” 2 hours/week for the,,,,,,,,upward,unclear_status,moderate,The only overtime approval exception is the “built in” 2 hours/week for the,WCM-4818d465088e79aa02763479
STAFF-1a93afd84fa2f0af8a0b33d0,Avery,TX,2022,unclear,,,,,,Overtime Pay: 1.5x regular hourly wage for hours worked in excess of 40 hours per week for,,,,,,,,upward,unclear_status,moderate,Overtime Pay: 1.5x regular hourly wage for hours worked in excess of 40 hours per week for,WCM-d212c760f309c3da72660bbe
STAFF-0d84a4aadb106d0ad726ff7b,Avery,TX,2022,unclear,,,,,,The only overtime approval exception is the “built in” 2 hours/week for the,,,,,,,,upward,unclear_status,moderate,The only overtime approval exception is the “built in” 2 hours/week for the,WCM-808ab4b432d23e610d26da49
STAFF-b883435b4f13254c57a3f363,Avery,TX,2022,unclear,,,,,,Overtime Pay: 1.5x regular hourly wage for hours worked in excess of 40 hours per week for,,,,,,,,upward,unclear_status,moderate,Overtime Pay: 1.5x regular hourly wage for hours worked in excess of 40 hours per week for,WCM-216abc891564522026f69b02
STAFF-a42a7e6ae896d7803f878b8b,Harris,OH,2023,unclear,,,,,,overtime paid,,,,,,,,upward,unclear_status,moderate,overtime paid,WCM-eb817f994252ac396d76025d
STAFF-c43f1fabab6711a89afd4f91,Harris,OH,2023,unclear,,,,,,overtime paid,,,,,,,,upward,unclear_status,moderate,overtime paid,WCM-79103cb4aa313d3542fddfb5
STAFF-5dea560e453cf59b8b6d417f,Harris,OH,2023,unclear,,,,,,"holidays, overtime after 40 hours per week.",,,,,,,,upward,unclear_status,moderate,"holidays, overtime after 40 hours per week.",WCM-eaf247f323c6ef65373a3cd2
STAFF-6c54b48ae922c9282fc02e44,Harris,OH,2023,unclear,,,,,,"holidays, overtime after 40 hours per week.",,,,,,,,upward,unclear_status,moderate,"holidays, overtime after 40 hours per week.",WCM-1739b42e977df69e45d4d0fe
STAFF-2b0bf58d4e9162cf16464572,Hillsboro,WI,2024,police,,,,,,"POLICE WAGES OVERTIME $ 1,500 $ 1,932 $ 1,500 $ 1,500",,,,,,,,upward,unclear_status,moderate,"POLICE WAGES OVERTIME $ 1,500 $ 1,932 $ 1,500 $ 1,500",WCM-0c49cdb56a5d6ebe5c77617f
STAFF-f3ac1378a9837ae147aca2e8,Hillsboro,WI,2024,unclear,,,,,,"OFFICE OVERTIME WAGES $ 3,554 $ 1,386 $ 3,632 $ 3,896",,,,,,,,upward,unclear_status,moderate,"OFFICE OVERTIME WAGES $ 3,554 $ 1,386 $ 3,632 $ 3,896",WCM-68308550e35b2268782ed36e
STAFF-e14eae9b65e35fd9165ddca7,Hillsboro,WI,2024,unclear,,,,,,"Operators Wages - Overtime $ 3,348 $ 2,533 $ 2,583 $ 2,735",,,,,,,,upward,unclear_status,moderate,"Operators Wages - Overtime $ 3,348 $ 2,533 $ 2,583 $ 2,735",WCM-a9cd1655d78e449ed2401cf8
STAFF-008f44a58dbd1e5fcdbaa8eb,Hillsboro,WI,2024,police,,,,,,"POLICE WAGES OVERTIME $ 1,500 $ 1,932 $ 1,500 $ 1,500",,,,,,,,upward,unclear_status,moderate,"POLICE WAGES OVERTIME $ 1,500 $ 1,932 $ 1,500 $ 1,500",WCM-1309508bdd996293404e3402
STAFF-9a87b500072b1cd461ada491,Hillsboro,WI,2024,unclear,,,,,,"OFFICE OVERTIME WAGES $ 3,554 $ 1,386 $ 3,632 $ 3,896",,,,,,,,upward,unclear_status,moderate,"OFFICE OVERTIME WAGES $ 3,554 $ 1,386 $ 3,632 $ 3,896",WCM-9b20b83a734c32d2287d52dc
STAFF-ac6eb60d3cb3d7e51aabaae5,Hillsboro,WI,2024,unclear,,,,,,"Operators Wages - Overtime $ 3,348 $ 2,533 $ 2,583 $ 2,735",,,,,,,,upward,unclear_status,moderate,"Operators Wages - Overtime $ 3,348 $ 2,533 $ 2,583 $ 2,735",WCM-3c49802fe57eae84d3bf9c2d
STAFF-2f28f0a9ae8780cea072501a,Hillsboro,WI,2024,unclear,,,,,,,,,,,8.1.6(g)(2) Lawn Mowing & Weed Elimination $150 min ($150/hr),,,mixed,unclear_status,moderate,8.1.6(g)(2) Lawn Mowing & Weed Elimination $150 min ($150/hr),WCM-36014b8f979b049d17026565
STAFF-3189c60bafe68ab6e1766fb9,Huntleigh,MO,undated-source-BRMGRS-20260802-73d9fefcbfa2c7d833e51433,unclear,,"City, either in a case of a vacancy in the office of City Attorney or to assist the City Attorney, and pay",,,,,,,,,,,,unclear,unclear_status,moderate,"City, either in a case of a vacancy in the office of City Attorney or to assist the City Attorney, and pay",WCM-727eed59e1df1f57afda7f27
STAFF-c2050a72cdd8d297628d35c9,Wabash,IN,undated-source-BRMGRS-20260802-7630989f60a98872526da304,non_safety,,,,,,"OVERTIME WAGES $ 27,050.00",,,,,,,,upward,unclear_status,moderate,"OVERTIME WAGES $ 27,050.00",WCM-93adf8a170a3e7f4faa602c9
STAFF-07a08a1a9fc2fe7bc436caeb,Wabash,IN,undated-source-BRMGRS-20260802-7630989f60a98872526da304,unclear,,,,,,"OVERTIME WAGES $ 10,000.00 $ 10,000.00",,,,,,,,upward,unclear_status,moderate,"OVERTIME WAGES $ 10,000.00 $ 10,000.00",WCM-54194c1e24dada8cb809939a
STAFF-cfb8912f9792affcec7e7d8d,Wabash,IN,undated-source-BRMGRS-20260802-7630989f60a98872526da304,non_safety,,,,,,"OVERTIME WAGES $ 27,050.00",,,,,,,,upward,unclear_status,moderate,"OVERTIME WAGES $ 27,050.00",WCM-d77d5eb553c168016f000eb4
STAFF-14d8e5c09091de2420722183,Wabash,IN,undated-source-BRMGRS-20260802-7630989f60a98872526da304,unclear,,,,,,"OVERTIME WAGES (including on call & firewatch) $ 200,000.00",,,,,,,,upward,unclear_status,moderate,"OVERTIME WAGES (including on call & firewatch) $ 200,000.00",WCM-8f5b300bdd970b84a7fe1c51
STAFF-ddb67733b174956aaf53b368,Wabash,IN,undated-source-BRMGRS-20260802-7630989f60a98872526da304,unclear,,,,,,"OVERTIME WAGES $ 10,000.00 $ 10,000.00",,,,,,,,upward,unclear_status,moderate,"OVERTIME WAGES $ 10,000.00 $ 10,000.00",WCM-083965d35a1f526dd55d447f
STAFF-4ef58dd5f28dbe42e609e134,Wabash,IN,undated-source-BRMGRS-20260802-7630989f60a98872526da304,unclear,,,,,,"OVERTIME WAGES (including on call & firewatch) $ 200,000.00",,,,,,,,upward,unclear_status,moderate,"OVERTIME WAGES (including on call & firewatch) $ 200,000.00",WCM-e8136c9f62cb6219b010832f
STAFF-549ad28cb27e85c55e884d96,Colp,IL,undated-source-BRMGRS-20260802-b833849296eb1c03b812a2de,unclear,,,,retention policies.,,,,,,,,,,mixed,unclear_status,moderate,retention policies.,WCM-5c4e4af74efaacde47628d6d
STAFF-788719652d9de26ea78470e7,Colp,IL,undated-source-BRMGRS-20260802-b833849296eb1c03b812a2de,unclear,,,stipulations regarding the Village’s recruitment and selection practice and processes.,,,,,,,,,,,mixed,unclear_status,moderate,stipulations regarding the Village’s recruitment and selection practice and processes.,WCM-af736163895a5d3ab3e1074a
STAFF-98cafd0f91043cd56b9ee375,Warwick,PA,2025,police,,,,,,"Includes increase in salary for sworn officers plus overtime, training time, court costs and other salary",,,,,,,,upward,unclear_status,moderate,"Includes increase in salary for sworn officers plus overtime, training time, court costs and other salary",WCM-7aafe6c01bdfce3cb9e506f9
STAFF-66b021440688864d4f336d35,Warwick,PA,2025,fire,,,Funding for Warwick Fire Company recruitment and retention program.,Funding for Warwick Fire Company recruitment and retention program.,,,,,,,,,,unclear,unclear_status,moderate,Funding for Warwick Fire Company recruitment and retention program.,WCM-aa9a652593515ab33f56f995
STAFF-1aa98eba97a68cc8ec81e2c8,Warwick,PA,2025,police,,,,,,"Includes increase in salary for sworn officers plus overtime, training time, court costs and other salary",,,,,,,,upward,unclear_status,moderate,"Includes increase in salary for sworn officers plus overtime, training time, court costs and other salary",WCM-d5413a6920210e1afc7080c4
STAFF-e0acf5618d86d05835d29e78,Potter,PA,2025,non_safety,,,,"monthly retainer for attendance at regular meetings and routine calls/emails and $125.00 per hour for legal services performed by the law firm of Santicola, Steele & Fedeles.",,,,,,,,,,upward,unclear_status,moderate,"monthly retainer for attendance at regular meetings and routine calls/emails and $125.00 per hour for legal services performed by the law firm of Santicola, Steele & Fedeles.",WCM-5d15fc2b6086cb85f087bc45
STAFF-e5cc86a80937ae278b41174e,Richland,PA,2025,non_safety,,,,,,"01-430-141 Maintenance Personnel Overtime $ 10,000.00",,,,,,,,upward,unclear_status,moderate,"01-430-141 Maintenance Personnel Overtime $ 10,000.00",WCM-28bafab6a9a7b62aba28fde0
STAFF-d952f2fa176ddaecfdb3b84e,Richland,PA,2025,non_safety,,,,,,"01-430-141 Maintenance Personnel Overtime $ 10,000.00",,,,,,,,upward,unclear_status,moderate,"01-430-141 Maintenance Personnel Overtime $ 10,000.00",WCM-8b2b6a86744f1cd67bb2b3ff
STAFF-034fc5ca0f8ccd567c96b209,Richland,PA,2025,police,,,,,,01-410-145 Office Personnel Overtime $ 200.00,,,,,,,,upward,unclear_status,moderate,01-410-145 Office Personnel Overtime $ 200.00,WCM-07b83909c90d291b222a9289
STAFF-db5b200e8c91a39d2737fbb4,Richland,PA,2025,police,,,,,,01-410-145 Office Personnel Overtime $ 200.00,,,,,,,,upward,unclear_status,moderate,01-410-145 Office Personnel Overtime $ 200.00,WCM-1d3124606e75420f3bee8cb8
STAFF-13005c08fccd1271cb8a0a08,Manheim,PA,undated-source-BRMGRS-20260802-997692cceb147fb04e0e3634,fire,,,,,,will lift the burden of full-time firefighters having to work overtime to cover shifts for part-,,,,,,,,upward,unclear_status,moderate,will lift the burden of full-time firefighters having to work overtime to cover shifts for part-,WCM-579cee1dd6c56bf9f472e072
STAFF-01c85a60ca624e3fe5cfdcaa,Manheim,PA,undated-source-BRMGRS-20260802-997692cceb147fb04e0e3634,fire,,,,,,will lift the burden of full-time firefighters having to work overtime to cover shifts for part-,,,,,,,,upward,unclear_status,moderate,will lift the burden of full-time firefighters having to work overtime to cover shifts for part-,WCM-8c15f772f88ecf54c1ad4614
STAFF-61225da18d9afe48131e2adb,New Berlin,IL,undated-source-BRMGRS-20260802-41f5e401f39561f50f63b20c,unclear,,,,,,(D) Overtime.,,,,,,,,upward,unclear_status,moderate,(D) Overtime.,WCM-12aea426d3f482de49f7c5b0
STAFF-4dac7832c74ffa482691352b,New Berlin,IL,undated-source-BRMGRS-20260802-41f5e401f39561f50f63b20c,unclear,,,,,,Overtime is not a condition of,,,,,,,,upward,unclear_status,moderate,Overtime is not a condition of,WCM-d15f8c32aca7de5dfde08ac8
STAFF-6c8c987b1751eb20a798edf4,New Berlin,IL,undated-source-BRMGRS-20260802-41f5e401f39561f50f63b20c,unclear,,,,,,Overtime is not a condition of,,,,,,,,upward,unclear_status,moderate,Overtime is not a condition of,WCM-722888e03b9246e8be8f26ff
STAFF-12977ec5013d72660c643190,New Berlin,IL,undated-source-BRMGRS-20260802-41f5e401f39561f50f63b20c,unclear,,,,,,(D) Overtime.,,,,,,,,upward,unclear_status,moderate,(D) Overtime.,WCM-3bc8c7a5eceb2f5994e73a3f
STAFF-6697b8d3b25166c85cd8ac38,Eagles Mere,PA,2025,unclear,,,,,,"Street Super Overtime Wages 2,066.47 3,814.59 3,814.59 3,909.95",,,,,,,,upward,unclear_status,moderate,"Street Super Overtime Wages 2,066.47 3,814.59 3,814.59 3,909.95",WCM-247577f234dc7f79415efdea
STAFF-a11f6fe634abb31749958c20,Eagles Mere,PA,2025,unclear,,,,,,"429.183 · Auth Overtime 24.00 3,920.64 0.00",,,,,,,,upward,unclear_status,moderate,"429.183 · Auth Overtime 24.00 3,920.64 0.00",WCM-a603a4618c08c8948665da4c
STAFF-e36e48c7ad18a9155f901384,Eagles Mere,PA,2025,unclear,,,,,,"429.183 · Auth Overtime 24.00 3,920.64 0.00",,,,,,,,upward,unclear_status,moderate,"429.183 · Auth Overtime 24.00 3,920.64 0.00",WCM-2dcd625da900a19a84e1bf76
STAFF-94877edd6265dcc971cf0f3e,Eagles Mere,PA,2025,unclear,,,,,,"Street Super Overtime Wages 2,066.47 3,814.59 3,814.59 3,909.95",,,,,,,,upward,unclear_status,moderate,"Street Super Overtime Wages 2,066.47 3,814.59 3,814.59 3,909.95",WCM-86fdd00484377d97415d55b0
STAFF-48bb6b42bfec586bd2035396,Georgetown,IL,2026,unclear,,,,,,"Overtime hours: June 11 – 24, 2026",,,,,,,,upward,negotiated_term,moderate,"Overtime hours: June 11 – 24, 2026",WCM-afe6493a38e3f6e7db4f9550
STAFF-cfd7b62202449787dbf43219,Georgetown,IL,2026,unclear,,,,,,"Overtime Hours: 46 hours, 28.5 Comp time for May 28 – June 24, 2026.",,,,,,,,upward,negotiated_term,moderate,"Overtime Hours: 46 hours, 28.5 Comp time for May 28 – June 24, 2026.",WCM-1899d1c7ec6e819eb73ef108
STAFF-c8fd50632457e548758b701b,Georgetown,IL,2026,unclear,,,,,,"Overtime hours: June 11 – 24, 2026",,,,,,,,upward,negotiated_term,moderate,"Overtime hours: June 11 – 24, 2026",WCM-bda61bf2c321c4704411abd5
STAFF-ce110f0c29c430a269196151,Georgetown,IL,2026,unclear,,,,,,"Overtime Hours: 46 hours, 28.5 Comp time for May 28 – June 24, 2026.",,,,,,,,upward,negotiated_term,moderate,"Overtime Hours: 46 hours, 28.5 Comp time for May 28 – June 24, 2026.",WCM-ae9ab4be30ccfe704bc6e2f2
STAFF-0ad41ad9a842543f78a41b25,Georgetown,IL,2026,unclear,,,,,,"Overtime hours: 8 hours for June 11- 24, 2026.",,,,,,,,upward,negotiated_term,moderate,"Overtime hours: 8 hours for June 11- 24, 2026.",WCM-116ecaa96980ccd0940e2f92
STAFF-cd06e73756a1c3c068397c36,Georgetown,IL,2026,unclear,,,,,,"Overtime hours: 8 hours for June 11- 24, 2026.",,,,,,,,upward,negotiated_term,moderate,"Overtime hours: 8 hours for June 11- 24, 2026.",WCM-bd359e7047ee93688681ee1c
STAFF-45348bc0c3d48e345fd50eef,Berry,WI,2023,police,,,,,,compensatory time taken at a rate of one-and-one-half hours for each overtime hour,,,,,,,,upward,unclear_status,moderate,compensatory time taken at a rate of one-and-one-half hours for each overtime hour,WCM-3b68c383d3570b087aab2fbf
STAFF-b56e01b0387a3492d1866849,Berry,WI,2023,police,,,,,,compensatory time taken at a rate of one-and-one-half hours for each overtime hour,,,,,,,,upward,unclear_status,moderate,compensatory time taken at a rate of one-and-one-half hours for each overtime hour,WCM-6a6a6af31333d97282168bcc
STAFF-e94b12271538839b35152adb,Crystal Bay,MN,2024,unclear,,,,,,"The Federal Fair Labor Standards act requires the payment of overtime wages over 40 hours per week,",,,,,,,,upward,unclear_status,moderate,"The Federal Fair Labor Standards act requires the payment of overtime wages over 40 hours per week,",WCM-9bc74e80c801aa4a88ffc49c
STAFF-597bc2e3c49a96c117a2777d,Crystal Bay,MN,2024,unclear,,,,,,"The Federal Fair Labor Standards act requires the payment of overtime wages over 40 hours per week,",,,,,,,,upward,unclear_status,moderate,"The Federal Fair Labor Standards act requires the payment of overtime wages over 40 hours per week,",WCM-b40ffec0af000babcff30df2
STAFF-d1026c2695a965f70d4ee050,Lyons,MI,2024,non_safety,,• President Farrington said we have a vacancy currently for Ordinance Chairperson.,,,,,,,,,,,,mixed,unclear_status,moderate,• President Farrington said we have a vacancy currently for Ordinance Chairperson.,WCM-5f71c2b1ff3e7348b8b34168
STAFF-f5bae688158c861716e241cc,Lyons,MI,2024,non_safety,,"Vacancy for Trustee: Rich Spaans mentioned he’s been a resident of Lyons all his life, with a family history in Lyons",,,,,,,,,,,,mixed,unclear_status,moderate,"Vacancy for Trustee: Rich Spaans mentioned he’s been a resident of Lyons all his life, with a family history in Lyons",WCM-30f70507a9b8c89452352e60
STAFF-4763fe1655d6a9c32b676cc5,Lyons,MI,2024,non_safety,,President Farrington noted that we still have a vacancy for Councilperson.,,,,,,,,,,,,mixed,unclear_status,moderate,President Farrington noted that we still have a vacancy for Councilperson.,WCM-1d2de519e6cab0cd5cf6e460
STAFF-512a62568ee7ed12409d84bd,New Hartford,MN,2023,non_safety,,,,"Treasurer will retain the current pay of $35.00/meeting with an annual salary of $1,500, up from $1,000, paid monthly at $125/month.",,,,,,,,,,unclear,unclear_status,moderate,"Treasurer will retain the current pay of $35.00/meeting with an annual salary of $1,500, up from $1,000, paid monthly at $125/month.",WCM-357e19cf05f4cd4982d84472
STAFF-437eae17060ca590e06700a7,Centerville,NY,2022,unclear,,,,,,"DA5142.1A Snow Removal - Overtime 5,053.00 0.00 0.00 0.00 0.00",,,,,,,,upward,unclear_status,moderate,"DA5142.1A Snow Removal - Overtime 5,053.00 0.00 0.00 0.00 0.00",WCM-ba92a6b5d80c9842f827957a
STAFF-b9b493c063e2c641f546bc8c,Centerville,NY,2022,unclear,,,,,,"DA5142.1A Snow Removal - Overtime 5,053.00 0.00 0.00 0.00 0.00",,,,,,,,upward,unclear_status,moderate,"DA5142.1A Snow Removal - Overtime 5,053.00 0.00 0.00 0.00 0.00",WCM-4b5ee1c90859d0bcb43bdb4f
STAFF-799d3694a8ee11d8f66f10e3,Caln,PA,2022,unclear,,,state representative today to see what their network is for recruiting.,,,,,,,,,,,mixed,negotiated_term,moderate,state representative today to see what their network is for recruiting.,WCM-1b1d227bbd5824731f13ebad
STAFF-96089453a9eefafeb7c33451,Carlock,IL,undated-source-BRMGRS-20260802-6c02ce6f6c29c75423176b83,unclear,,"required to fill, he shall within 30 days after the happening of such vacancy, communicate to",,,,,,,,,,,,unclear,unclear_status,moderate,"required to fill, he shall within 30 days after the happening of such vacancy, communicate to",WCM-995d2b55a455a66181e425e4
STAFF-6ae7228f043c4591f2b26de4,Carlock,IL,undated-source-BRMGRS-20260802-6c02ce6f6c29c75423176b83,unclear,,"whenever a vacancy occurs in an office, which by law or ordinance he is empowered and",,,,,,,,,,,,unclear,unclear_status,moderate,"whenever a vacancy occurs in an office, which by law or ordinance he is empowered and",WCM-eca1d459c202b9547dd24043
