technical_lineage_id,source_span_lineage_id,municipality,state,region,source_family,source_title,source_url,mechanism_class,side,bounded_evidence_excerpt,claim_boundary,structure_type,table_identity,row_column_labels,step_rank_grade_label,effective_period,structured_value_elements,formula_text,caps_floors,fake_scalar_created
WCM-2ea77e8265b097014ee38b5e,WCRS-b7240470bc08c98a2be0cb16,Kaukauna,WI,Midwest,budget_or_pay_plan,,https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf,budget_pay_plan,police,"Effective January 1, 2026 3.5%",repair_needed,percentage,,,,2026,"[""1,"", ""2026"", ""3.5%""]",,,false
WCM-46885796c0e60ce0de87dacf,WCRS-df47e38738ff4402e54f7801,Kaukauna,WI,Midwest,budget_or_pay_plan,,https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf,budget_pay_plan,police,"$525 in 2026 base salaries, applied after the 3.5% increase is calculated on the previous pay scale.",claim_ready,percentage,,,,2026,"[""$525"", ""2026"", ""3.5%""]",,,false
WCM-47869655328ea6a3af44e5ae,WCRS-2d2e9fa0fff25c449ae58efe,Kaukauna,WI,Midwest,budget_or_pay_plan,,https://mccmeetings.blob.core.usgovcloudapi.net/kaukaunawi-pubu/MEET-Packet-250f1b7e8489470cab6a35d4fb8f0ea0.pdf,budget_pay_plan,police," Incorporate the side letter of agreement for schedule definition to be 5-2, 2-5.",claim_ready,budget_amount,Article 3 – Hours:,,,,"[""5"", ""2,"", ""2"", ""5""]",,,false
WCM-67a289d366d81819717374b5,WCRS-d223df508a75d88dc6dea9ea,Butler,OH,Midwest,cba,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0762.pdf,other_pay_setting_mechanism,police,the Police Chiefshall document his recommendation to the Adtnihistrator. An employee starting at a rate above probationary level shall serve a minimum,mechanism_only,table_or_formula,Section 27.5 - Lateral Entry,,,2020,[],,,false
WCM-c3c2ecb2a0787930453c28f9,WCRS-8205a700bea0dc98e63e3be6,Butler,OH,Midwest,cba,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0762.pdf,classification_civil_service,police,level of an employee at that pay grade at which the employee is placed.,repair_needed,pay_grade,Section 27.5 - Lateral Entry,,,2020,[],,,false
WCM-96315d341ff8ee4f308f87f2,WCRS-8b69ffd12aefebe306c391e8,Butler,OH,Midwest,cba,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-08-0762.pdf,classification_civil_service,police,level of an employee at that pay grade at which the employee is placed.,repair_needed,pay_grade,Section 27.5 - Lateral Entry,,,2020,[],,,false
WCM-00957d79381e1ff305af97c4,WCRS-e1dfa8a714b2c3e4f7e27821,Lawrence,KS,Midwest,mou_or_memorandum,,https://lawrenceks.civicweb.net/document/73123/Consider%20approving%20the%20Memorandum%20of%20Understand.pdf,budget_pay_plan,unclear, 2.5% Wage adjustment from the 2021 pay grade,claim_ready,percentage,Section 2. Pay Grade.,,,2021,"[""2.5%"", ""2021""]",,,false
WCM-e4c0f92ad3a9632a7d195f42,WCRS-a43efa8d9abd230d04142de7,Lawrence,KS,Midwest,mou_or_memorandum,,https://lawrenceks.civicweb.net/document/73123/Consider%20approving%20the%20Memorandum%20of%20Understand.pdf,budget_pay_plan,unclear, 5% increase in movement through the pay range.,claim_ready,percentage,,,,,"[""5%""]",,,false
WCM-a5cefe7aa6f8a52fe8d2655a,WCRS-737f267c91ccf910f1ac0b8f,Circleville,OH,Midwest,cba,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-10-1330.pdf,step_schedule_seniority,fire,Fire Fighter in the State of Ohio shall be placed in Step 1 of the salary schedule.,claim_ready,annual_salary,Section 18.9: Any individual hired as a Fire Fighter/Paramedic for the Circleville Fire,,,2024,"[""1""]",,,false
WCM-7705a76f7e23d447efcb6fab,WCRS-29ccd979539b8ac0315ad1d5,Norwalk,OH,Midwest,cba,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-07-0611.pdf,cola_cpi_indexing,fire,2.5% + additional $300 2.5% increase 2.5% increase,claim_ready,percentage,,,,2018,"[""2.5%"", ""$300"", ""2.5%"", ""2.5%""]",,,false
WCM-488a0574faae97eb94348cf0,WCRS-f848b208ea92bf8b0db8186c,Huron,SD,Midwest,cba,,https://huronsd.civicweb.net/document/258235,other_pay_setting_mechanism,police,"(f) In lieu of the employee appealing the decision of the Chief of Police to the City Commission pursuant to Section 10.05(c) Step 3 as set forth above, if the employee",mechanism_only,step_schedule,,,,,"[""10.05"", ""3""]",,,false
WCM-bd7fe2a45c7e7e72c54bf72b,WCRS-e78dac28648d0290e0f9ac38,Mantorville,MN,Midwest,personnel_policy,,https://mantorville.com/City/wp-content/uploads/2024/08/Packet-8.26.24.pdf,cola_cpi_indexing,unclear,WAGE DISTRUBUTION 2025 with Wage Distribution Showing Staff Changes at 0% increase,repair_needed,percentage,,,,2025,"[""2025"", ""0%""]",,,false
WCM-c0fc0c3f41b15fbd97c39c61,WCRS-19074d5c7891d9f380586524,Mantorville,MN,Midwest,personnel_policy,,https://mantorville.com/City/wp-content/uploads/2024/08/Packet-8.26.24.pdf,cola_cpi_indexing,unclear,Overtime Hours 2023 2024 YTD Notes: Council Approved 3.2% COLA & 3.0% Merit for 2024,claim_ready,percentage,,,,2023,"[""2023"", ""2024"", ""3.2%"", ""3.0%"", ""2024""]",,,false
WCM-8c14fdf80e0b9e177dde2ac7,WCRS-1b68eee8bec7239dbd345786,Mantorville,MN,Midwest,personnel_policy,,https://mantorville.com/City/wp-content/uploads/2024/08/Packet-8.26.24.pdf,cola_cpi_indexing,unclear,"COLA of 3.2% for Employees Would Raise Expenses $5,833.15 in General Fund",claim_ready,percentage,"TOTAL REVENUE LESS TOTAL EXPENSES $ 3,406.06 $ 238.41",,,2024,"[""3.2%"", ""$5,833.15""]",,,false
WCM-d0f11726d086c47a61dea1f8,WCRS-a17f5b4b1dc35ea1a584fc89,Mantorville,MN,Midwest,personnel_policy,,https://mantorville.com/City/wp-content/uploads/2024/08/Packet-8.26.24.pdf,cola_cpi_indexing,unclear,Overtime Hours 2023 2024 YTD Notes: Council Approved 3.2% COLA & 3.0% Merit for 2024,claim_ready,percentage,,,,2023,"[""2023"", ""2024"", ""3.2%"", ""3.0%"", ""2024""]",,,false
WCM-4d0ff3983d460bf7112e75b3,WCRS-e6b5527aa9b007eb384e2ceb,Mantorville,MN,Midwest,personnel_policy,,https://mantorville.com/City/wp-content/uploads/2024/08/Packet-8.26.24.pdf,cola_cpi_indexing,unclear,"COLA of 3.2% for Employees Would Raise Expenses $5,833.15 in General Fund",claim_ready,percentage,"TOTAL REVENUE LESS TOTAL EXPENSES $ 3,406.06 $ 238.41",,,2024,"[""3.2%"", ""$5,833.15""]",,,false
WCM-e893bc4844b266b49b3ad613,WCRS-9bdc666fe1f2a2134bb17a0d,Oscoda charter,MI,Midwest,cba,,https://cms9files.revize.com/oscoda/Already%20Uploaded%20DOD%203.0/Board%20of%20Trustees%20Meeting%20Packet%20September%2012%2C%202016.pdf,budget_pay_plan,unclear,2% Increase,claim_ready,percentage,OSCODA TOWNSHIP I,,,,"[""2%""]",,,false
WCM-19e44d91de4d49326634b96e,WCRS-dd97035b61f349eb59f191e3,Oscoda charter,MI,Midwest,cba,,https://cms9files.revize.com/oscoda/Already%20Uploaded%20DOD%203.0/Board%20of%20Trustees%20Meeting%20Packet%20September%2012%2C%202016.pdf,budget_pay_plan,unclear,2% Increase,claim_ready,percentage,PROPOSED CLASSIFICATION & COMPENSATION PLAN 2017,,,,"[""2%""]",,,false
WCM-3cfe59ca6a3a4a629ab22e2d,WCRS-6f910e3f53c2c7d0810eb7bf,Oscoda charter,MI,Midwest,cba,,https://cms9files.revize.com/oscoda/Already%20Uploaded%20DOD%203.0/Board%20of%20Trustees%20Meeting%20Packet%20September%2012%2C%202016.pdf,budget_pay_plan,unclear,2% Increase,claim_ready,percentage,PROPOSED CLASSIFICATION & COMPENSATION PLAN 2017,,,,"[""2%""]",,,false
WCM-dd6cdccb09d02c9af0bece01,WCRS-1ed0c8cad456578ecbcf2ec4,Oscoda charter,MI,Midwest,cba,,https://cms9files.revize.com/oscoda/Already%20Uploaded%20DOD%203.0/Board%20of%20Trustees%20Meeting%20Packet%20September%2012%2C%202016.pdf,budget_pay_plan,unclear,(Year 1) 3% +COL~ COLA Only 3%+ COLA COLA Only,claim_ready,percentage,,,,,"[""1"", ""3%"", ""3%""]",,,false
WCM-5206fc206341cfe35daa2e39,WCRS-948db5106d11129b40258800,Oscoda charter,MI,Midwest,cba,,https://cms9files.revize.com/oscoda/Already%20Uploaded%20DOD%203.0/Board%20of%20Trustees%20Meeting%20Packet%20September%2012%2C%202016.pdf,budget_pay_plan,unclear,(Year 1) 3% +COL~ COLA Only 3%+ COLA COLA Only,claim_ready,percentage,,,,,"[""1"", ""3%"", ""3%""]",,,false
WCM-6797c168b7792e7900152f83,WCRS-ef0320d9d1a9e4ad8e61df18,Granville,NY,Northeast,cba,,https://seethroughny.net/contracts/VillageofGranville_P_2021.pdf,cola_cpi_indexing,police,"increase of 2% on June 1, 2018, an increase of 2% on June 1, 2019, and an increase of 2% on June 1, 2020.",repair_needed,percentage,5 COMPENSATION,,,2018,"[""2%"", ""1,"", ""2018,"", ""2%"", ""1,"", ""2019,"", ""2%"", ""1,"", ""2020""]",,,false
WCM-87f4a13b6c47243ad188c4ab,WCRS-10a4c0ff656ca0623e3b5a82,Granville,NY,Northeast,cba,,https://seethroughny.net/contracts/VillageofGranville_P_2021.pdf,cola_cpi_indexing,police,"31, 2020, which reflects a 3% increase for fiscal year 2016-2017, an increase of 2% on June 1, 2017, an",repair_needed,percentage,5 COMPENSATION,,,2020,"[""31,"", ""2020,"", ""3%"", ""2016"", ""2017,"", ""2%"", ""1,"", ""2017,""]",,,false
WCM-a52a22e72d96b65264a7cfd7,WCRS-0464fe919bca583b1effab57,Granville,NY,Northeast,cba,,https://seethroughny.net/contracts/VillageofGranville_P_2021.pdf,non_base_compensation,police,"May 31, 2020, which reflects a 3% increase for fiscal year 2016-2017, an increase of 2% on June 1, 2017,",repair_needed,percentage,,,,2020,"[""31,"", ""2020,"", ""3%"", ""2016"", ""2017,"", ""2%"", ""1,"", ""2017,""]",,,false
WCM-0686729b54851b833ff8f3c7,WCRS-30004a5a7476dbd8f3ec6ec1,Granville,NY,Northeast,cba,,https://seethroughny.net/contracts/VillageofGranville_P_2021.pdf,cola_cpi_indexing,police,"May 31, 2020, which reflects a 3% increase for fiscal year 2016-2017, an increase of 2% on June 1, 2017,",repair_needed,percentage,,,,2020,"[""31,"", ""2020,"", ""3%"", ""2016"", ""2017,"", ""2%"", ""1,"", ""2017,""]",,,false
WCM-0994c7782f0c7d4d927c8d29,WCRS-89af759552e6ef3467f51645,Granville,NY,Northeast,cba,,https://seethroughny.net/contracts/VillageofGranville_P_2021.pdf,non_base_compensation,police,"31, 2020, which reflects a 3% increase for fiscal year 2016-2017, an increase of 2% on June 1, 2017, an",repair_needed,percentage,5 COMPENSATION,,,2020,"[""31,"", ""2020,"", ""3%"", ""2016"", ""2017,"", ""2%"", ""1,"", ""2017,""]",,,false
WCM-20381bfa07b86124d0b6cc0e,WCRS-667a2f9d6c74a6ebe2639201,Ohio,OH,Midwest,factfinding_report,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2014/14-MED-10-1430.pdf,budget_pay_plan,police,The Union’s proposal that the bifurcated wage schedule be adjusted so that the,repair_needed,budget_amount,,,,2014,[],,,false
WCM-0f3695d7a1d1f53ab33378a8,WCRS-acf0ca7c619309cd217f2bc1,Ohio,OH,Midwest,factfinding_report,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2014/14-MED-10-1430.pdf,budget_pay_plan,police,Rank Minimum Maximum Captains $26.64 ($27.35) $27.32 ($28.42),repair_needed,budget_amount,,,,2014,"[""$26.64"", ""$27.35"", ""$27.32"", ""$28.42""]",,,false
WCM-9d8d829fc5c98a4805262ee1,WCRS-6d9e56bf0be9520ebb177084,Ohio,OH,Midwest,factfinding_report,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/FF_Reports/2014/14-MED-10-1430.pdf,budget_pay_plan,police,Suggested Language: The wage rates in Article 19 shall be adjusted to show a 2.2% raise in each year of the prospective contract.,claim_ready,percentage,,,,2014,"[""19"", ""2.2%""]",,,false
WCM-980235d8a9689b57bacd365d,WCRS-addae99511eed5ba1ee17d3f,Holland,TX,South,salary_ordinance,,https://cityofholland.org/documents/311/City_of_Holland_Employee_Policy_Manual_2025.pdf,non_base_compensation,unclear,worked in a pay period and exempt from the provisions of the FLSA’s minimum wage and overtime,claim_ready,table_or_formula,,,,2025,[],,,false
WCM-aa7182c18ae75fc1e1773d9d,WCRS-a9fbe8d6a5241b77be068985,Holland,TX,South,salary_ordinance,,https://cityofholland.org/documents/311/City_of_Holland_Employee_Policy_Manual_2025.pdf,non_base_compensation,unclear,worked in a pay period and exempt from the provisions of the FLSA’s minimum wage and overtime,claim_ready,table_or_formula,,,,2025,[],,,false
WCM-14d9c92296ff154ee333f1ad,WCRS-71b432d3b9b6417d3db993d3,Holland,TX,South,salary_ordinance,,https://cityofholland.org/documents/311/City_of_Holland_Employee_Policy_Manual_2025.pdf,non_base_compensation,unclear,exempt or non-exempt in accordance with federal regulations for overtime and minimum wage,claim_ready,table_or_formula,,,,2025,[],,,false
WCM-5118c4689d29bd0b1458b534,WCRS-6f6cd179c8c94197cb151941,Holland,TX,South,salary_ordinance,,https://cityofholland.org/documents/311/City_of_Holland_Employee_Policy_Manual_2025.pdf,ordinance_council_adoption,unclear,The City Council shall adopt and amend the Job Classification and Compensation or Pay-Range Schedule.,claim_ready,range_min_max,,,,2025,[],,,false
WCM-58354aae34fb23cfedf1d902,WCRS-de6f20f8a2119dcd27a7d2be,Holland,TX,South,salary_ordinance,,https://cityofholland.org/documents/311/City_of_Holland_Employee_Policy_Manual_2025.pdf,non_base_compensation,unclear,exempt or non-exempt in accordance with federal regulations for overtime and minimum wage,claim_ready,table_or_formula,,,,2025,[],,,false
WCM-f52d2fa1d8085a84cc723639,WCRS-3dd172fb8d372b0e6bde3bb7,Colerain,OH,Midwest,wage_schedule,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0740.pdf,budget_pay_plan,unclear,STEP SCHEDULE MW Step 2020 2021 2022 0 $21.00 $21.00 $21.00,claim_ready,step_schedule,APPENDIX I (SALARY SCHEDULE},,,2020,"[""2020"", ""2021"", ""2022"", ""0"", ""$21.00"", ""$21.00"", ""$21.00""]",,,false
WCM-25ea3e7682dac4a557d2987e,WCRS-382718f12940a12bacc2b412,Hampshire,IL,Midwest,cba,,https://hampshireil.org/media/pkke2vce/packet_-4162020.pdf,cola_cpi_indexing,unclear,"Section 25.1 and Appendix A – Wage Increase of 2.5% Year 1, 3.0% Year 2, and 3.0% Year 3",claim_ready,percentage,"Section 25.1 – Duration of Contract: May 1, 2020 to April 30, 2023.",,,,"[""25.1"", ""2.5%"", ""1,"", ""3.0%"", ""2,"", ""3.0%"", ""3""]",,,false
WCM-6a23e9ad087a95901d856ae8,WCRS-a08dfdd85117b1a746badefc,Bazetta,OH,Midwest,cba,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1287.pdf,retroactivity_implementation,unclear,Said fifty percent (50%) shall be divided equally as a one-time bonus,claim_ready,percentage,,,,2020,"[""50%""]",,,false
WCM-f31adb7cb8494f2b351b4256,WCRS-caff278de395bda840287cdb,Bazetta,OH,Midwest,cba,,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-10-1287.pdf,non_base_compensation,unclear,Said fifty percent (50%) shall be divided equally as a one-time bonus,claim_ready,percentage,,,,2020,"[""50%""]",,,false
WCM-49b744afe76edf1cd40bfe0e,WCRS-c8183ffd7b0c15118f157bcd,Detroit,MN,Midwest,wage_schedule,,https://cityofdetroitlakes.com/vertical/Sites/%7BF991A069-E23D-412C-8132-49318B273050%7D/uploads/2022-12-13_Packet_-_FINAL.pdf,non_base_compensation,police,to schedule working hours and to assign overtime;,claim_ready,table_or_formula,"Section 1. It is recognized that, except as expressly stated herein, the Employer shall",,,2022,[],,,false
WCM-b00c86ffa609dc61f277f2de,WCRS-7affff56d7949f9d9df02a26,Detroit,MN,Midwest,wage_schedule,,https://cityofdetroitlakes.com/vertical/Sites/%7BF991A069-E23D-412C-8132-49318B273050%7D/uploads/2022-12-13_Packet_-_FINAL.pdf,classification_civil_service,police,"102-4210-43420 CIVIL SERVICE 1,000.00 1,000.00 0.00 1,270.00 -270.00 127.00 %",repair_needed,percentage,"102-4210-43000 MISCELLANEOUS 2,000.00 2,000.00 0.00 5,829.65 -3,829.65 291.48 %",,,2022,"[""102"", ""4210"", ""43420"", ""1,000.00"", ""1,000.00"", ""0.00"", ""1,270.00"", ""270.00"", ""127.00""]",,,false
WCM-1cba62a100ec6962aa85e11a,WCRS-9c4a9ee20be5f02eb92eb728,Detroit,MN,Midwest,wage_schedule,,https://cityofdetroitlakes.com/vertical/Sites/%7BF991A069-E23D-412C-8132-49318B273050%7D/uploads/2022-12-13_Packet_-_FINAL.pdf,non_base_compensation,police,"(a) Overtime – All work performed outside of a regularly scheduled shift,",claim_ready,table_or_formula,Section 3. Overtime:,,,2022,[],,,false
WCM-63b5dc8495dcccd00adaf7f6,WCRS-f182461f2e05bce67851e5fa,Detroit,MN,Midwest,wage_schedule,,https://cityofdetroitlakes.com/vertical/Sites/%7BF991A069-E23D-412C-8132-49318B273050%7D/uploads/2022-12-13_Packet_-_FINAL.pdf,non_base_compensation,police,"(a) Overtime – All work performed outside of a regularly scheduled shift,",claim_ready,table_or_formula,Section 3. Overtime:,,,2022,[],,,false
WCM-7e092241494a0a987187d2ed,WCRS-949b9e1c1e0e065b60aeb302,Monroe,OH,Midwest,wage_schedule,,https://monroefirefighters.com/wp-content/uploads/2025/10/IAFF-CBA-10-1-2025-to-9-30-2028-1.pdf,across_the_board_raise,police,"acting as a Lieutenant, and $4.50 per hour for acting as a Battalion Chief, up to a maximum of",claim_ready,hourly,,,,2025,"[""$4.50""]",,,false
WCM-1902657375f0d5cf8c66b587,WCRS-8c7e39e0f645aded5e888847,Monroe,OH,Midwest,wage_schedule,,https://monroefirefighters.com/wp-content/uploads/2025/10/IAFF-CBA-10-1-2025-to-9-30-2028-1.pdf,non_base_compensation,fire,To schedule or not schedule overtime as required in the manner most,claim_ready,table_or_formula,,,,2025,[],,,false
WCM-4dc2ea10c5818ed30d5dd7d7,WCRS-f3fe08d81304f1d9571fbf34,Monroe,OH,Midwest,wage_schedule,,https://monroefirefighters.com/wp-content/uploads/2025/10/IAFF-CBA-10-1-2025-to-9-30-2028-1.pdf,non_base_compensation,fire,"effective 10/1/2025, three percent (3%) effective 10/1/2026 and three percent",claim_ready,percentage,,,,2025,"[""10"", ""1"", ""2025,"", ""3%"", ""10"", ""1"", ""2026""]",,,false
WCM-5d968e76ec1d9e8b4bc1b557,WCRS-c098b678d301f564342f9023,Monroe,OH,Midwest,wage_schedule,,https://monroefirefighters.com/wp-content/uploads/2025/10/IAFF-CBA-10-1-2025-to-9-30-2028-1.pdf,non_base_compensation,fire,To schedule or not schedule overtime as required in the manner most,claim_ready,table_or_formula,,,,2025,[],,,false
WCM-2522bfd5b1a96bc727560525,WCRS-295d50cf1ee84072327262f9,Corning,NY,Northeast,arbitration_award,,https://perb.ny.gov/system/files/documents/2024/03/ca-0106-award-4-13-77.pdf,budget_pay_plan,police,"Patrolmen-entry level(Step I) $8,725 $ 9,220 $ 9,465",repair_needed,step_schedule,,,,2024,"[""$8,725"", ""9,220"", ""9,465""]",,,false
WCM-1e3c6b049c57d13be536314d,WCRS-f6cb401bd81686f24ca082e5,Corning,NY,Northeast,arbitration_award,,https://perb.ny.gov/system/files/documents/2024/03/ca-0106-award-4-13-77.pdf,budget_pay_plan,police,"salary schedule increases, and vacation benefits the service",claim_ready,annual_salary,,,,2024,[],,,false
WCM-bffc048c8437b12fbd198804,WCRS-10b1d556b02c9de69550c590,Richland,PA,Northeast,budget_or_pay_plan,,https://richland.pa.us/ArchiveCenter/ViewFile/Item/50,budget_pay_plan,unclear,amount of the Consumer Price Index (CPI).,conditional_with_caveats,budget_amount,"01-411-541 CONTRIBUTION RICHLAND $119,760 $122,760 $126,440 $126,440 $130,220",,,,[],amount of the Consumer Price Index (CPI).,,false
WCM-f4a21b0765124f376a1e4276,WCRS-2c9f360f7d2eb6926f3eb59a,Richland,PA,Northeast,budget_or_pay_plan,,https://richland.pa.us/ArchiveCenter/ViewFile/Item/50,budget_pay_plan,unclear,"Jordan Tax Service is under contract to collect delinquent real estate taxes, at the commission rate of 10%, through 2021. 01-403-310 REAL ESTATE TAX COLLECTOR AUDI $1,700 $3,500 $1,850 $1,800 $1,850",claim_ready,percentage,"01-403-180 REAL ESTATE DEL COMM $5,516 $4,378 $10,000 $5,227 $6,000",,,2021,"[""10%"", ""2021"", ""01"", ""403"", ""310"", ""$1,700"", ""$3,500"", ""$1,850"", ""$1,800"", ""$1,850""]",,,false
WCM-0503cab593f21c19d70e4c9f,WCRS-694e833c59688401d741d6ac,Richland,PA,Northeast,budget_or_pay_plan,,https://richland.pa.us/ArchiveCenter/ViewFile/Item/50,budget_pay_plan,unclear,"Keystone Collection Group is under contract to collect current and delinquent Local Services Tax at the rate of 1.75% plus postage. Total: $71,191 $73,851 $92,350 $72,567 $84,350",claim_ready,percentage,"01-403-451 L. S. T. TAX COMM $4,528 $4,477 $5,500 $4,509 $5,500",,,,"[""1.75%"", ""$71,191"", ""$73,851"", ""$92,350"", ""$72,567"", ""$84,350""]",,,false
WCM-c4a2f7a0a3a0669d907165f6,WCRS-1c2755a88b6f422fbb876bdd,Richland,PA,Northeast,budget_or_pay_plan,,https://richland.pa.us/ArchiveCenter/ViewFile/Item/50,budget_pay_plan,unclear,amount of the Consumer Price Index (CPI).,conditional_with_caveats,budget_amount,"01-411-541 CONTRIBUTION RICHLAND $119,760 $122,760 $126,440 $126,440 $130,220",,,,[],amount of the Consumer Price Index (CPI).,,false
WCM-e59d14ae4486ac3eddb9f235,WCRS-a09064512e6bf7474e0c3ce7,Richland,PA,Northeast,budget_or_pay_plan,,https://richland.pa.us/ArchiveCenter/ViewFile/Item/50,budget_pay_plan,unclear,This is a 2% increase from 2017.,claim_ready,percentage,"65-355-120 MUNICIPAL PENSION ASSISTANCE $65,090 $68,593 $70,700 ($76,784) $75,000",,,2017,"[""2%"", ""2017""]",,,false
