qualitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,mechanism_type,bargaining_logic,indexing_formula,comparability_basis,parity_logic,step_progression_rule,eligibility_rule,implementation_rule,fiscal_constraint,reopener_clause,differentiation_logic,bounded_evidence_pointer,confidence,reason_code,qa_status
lobs_203b167a837475aa75c8ba2c,cexrem_8ffb0372469bc6f5fb511516,mix_af8d736a0482117c94a1c94c,doc_7a950d513e402a46d5c9fcf2,ttd_788d16641ddf258434469d0b,sr_244222ff567949a7e4ba4dbf,NSCQ-VA-20260720-0024,VA,Fredericksburg,CITY OF FREDERICKSBURG,non_safety,wage_schedule_or_compensation_plan,,,3,implementation_or_effective_date_logic,,,,,,"Employees whose calculated raise would be less than $3,000","Revised Plan increases minimum raise to $3,000 (from $2,500) after other adjustments are calculated",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf#page=3,medium,STEP_6_FLOOR_MINIMUM_RAISE,provisional_unverified
lobs_c4f5fbfe506411f64a85f8c0,cexrem_8ffb0372469bc6f5fb511516,mix_af8d736a0482117c94a1c94c,doc_7a950d513e402a46d5c9fcf2,ttd_788d16641ddf258434469d0b,sr_244222ff567949a7e4ba4dbf,NSCQ-VA-20260720-0024,VA,Fredericksburg,CITY OF FREDERICKSBURG,non_safety,wage_schedule_or_compensation_plan,,,3,comparability_or_market_study,,,Positions identified as behind the market through the Bolton Study,Market adjustment for incumbents without changing assigned grades,,Incumbents in identified select job titles,"Provide $2,000 increase to incumbents in the listed positions",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0472_sr_244222ff567949a7e4ba4dbf.pdf#page=3,medium,STEP_7_MARKET_ADJUSTMENT_SELECT_TITLES,provisional_unverified
lobs_486297f154183b49e73b6ad6,cexrem_b3646c01768f35941537e4b0,mix_46ef63c5a7af6dd566a45257,doc_ea59a466f31742b2b912b83c,ttd_b633211705f211c7a4863f0b,sr_160acb0f72f4b335e609317f,NSCQ-VA-20260720-0023,VA,Petersburg,CITY OF PETERSBURG,non_safety,wage_schedule_or_compensation_plan,,,3,implementation_or_effective_date_logic,,,,,,,"Pay changes/adjustments become effective on the first day of the respective pay period following approval, unless otherwise specified.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0488_sr_160acb0f72f4b335e609317f.pdf#page=3,medium,P3_2_12_EFFECTIVE_DATE_FIRST_DAY_OF_PAY,provisional_unverified
lobs_c4440a7d93360dad37fd2a94,cexrem_27828bf7796fbbf073f635d4,,doc_a4b30c7f7dcd6e248fb5fd52,ttd_340bd2192ad31816359b132d,sr_bbceb0fc374b9dca3dfd2c59,NSCQ-WA-20260720-0069,WA,Bremerton,CITY OF BREMERTON,fire,cba,,,7,CPI_or_COLA_indexing,,100% Seattle/Tacoma/Bellevue CPI-W June to June (Min. 2.0 – Max 4.0) over 2026 rates,,,,,"Effective January 1, 2027; CPI-W calculated out to three (3) decimal places; wages identified in Appendix A",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0426_sr_bbceb0fc374b9dca3dfd2c59.pdf#page=7,medium,CPI_W_INDEXING_EFFECTIVE_2027_WITH_MIN_2,provisional_unverified
lobs_6ae54de9f35ca54405c813d2,cexrem_27828bf7796fbbf073f635d4,,doc_a4b30c7f7dcd6e248fb5fd52,ttd_340bd2192ad31816359b132d,sr_bbceb0fc374b9dca3dfd2c59,NSCQ-WA-20260720-0069,WA,Bremerton,CITY OF BREMERTON,fire,cba,,,6,implementation_or_effective_date_logic,,,,,,,"Effective January 1, 2025, wages shall be as identified in Appendix A (reflects an increase)",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0426_sr_bbceb0fc374b9dca3dfd2c59.pdf#page=6,medium,EFFECTIVE_DATE_WAGES_APPENDIX_A_2025,provisional_unverified
lobs_7f413447e16e6e9ced9a7088,cexrem_27828bf7796fbbf073f635d4,,doc_a4b30c7f7dcd6e248fb5fd52,ttd_340bd2192ad31816359b132d,sr_bbceb0fc374b9dca3dfd2c59,NSCQ-WA-20260720-0069,WA,Bremerton,CITY OF BREMERTON,fire,cba,,,6,CPI_or_COLA_indexing,,100% Seattle/Tacoma/Bellevue CPI-W June to June (Min. 2.0 – Max 4.0) over 2025 rates,,,,,"Effective January 1, 2026; wages identified in Appendix A",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0426_sr_bbceb0fc374b9dca3dfd2c59.pdf#page=6,medium,CPI_W_INDEXING_EFFECTIVE_2026_MIN_2,provisional_unverified
lobs_fb7777f748a274c8e1564cbb,cexrem_27828bf7796fbbf073f635d4,,doc_a4b30c7f7dcd6e248fb5fd52,ttd_340bd2192ad31816359b132d,sr_bbceb0fc374b9dca3dfd2c59,NSCQ-WA-20260720-0069,WA,Bremerton,CITY OF BREMERTON,fire,cba,,,7,implementation_or_effective_date_logic,,,,,,,"After annual CPI-W is applied to Firefighter 100% (top step 5), step percentage and differential pay rates are calculated from the adjusted 100% rate",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0426_sr_bbceb0fc374b9dca3dfd2c59.pdf#page=7,medium,STEP_AND_DIFFERENTIAL_CALC_FROM_CPI_APPL,provisional_unverified
lobs_a03889379327d8a3a6690c07,cexrem_27828bf7796fbbf073f635d4,,doc_a4b30c7f7dcd6e248fb5fd52,ttd_340bd2192ad31816359b132d,sr_bbceb0fc374b9dca3dfd2c59,NSCQ-WA-20260720-0069,WA,Bremerton,CITY OF BREMERTON,fire,cba,,,7,longevity_or_service_based_pay,,,,,,,Longevity pay rates are calculated from the base wage at 100%,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0426_sr_bbceb0fc374b9dca3dfd2c59.pdf#page=7,low,LONGEVITY_CALCULATED_FROM_BASE_WAGE_100,needs_review
lobs_1a09c522b7ec3b24a8bb1696,cexrem_3436e55f742da3d145dd0d73,mix_360563d128394fa3c4fe1e3e,doc_2fe6e5ceb8afc5a3c9dcf5d6,ttd_6da3ed6609f25f5fc6aa073d,sr_8843e49f154d45e296dcefa7,NSCQ-WA-20260720-0068,WA,Bremerton,CITY OF BREMERTON,police,cba,,,5,step_movement_or_seniority,,,,,Step percentages are calculated after the annual wage adjustment is applied; step increases may be extended when absent without pay and may be withheld up to a maximum of six months; denial of a step increase is subject to the grievance (as,Step increases not denied to employees who meet acceptable performance standards; step increases may be withheld for up to six (6) months; New Hire Wage Rates set by first step or higher step based on qualifications/relevant experience.,Wage adjustments calculated out to three (3) decimal places; longevity pay referenced as calculated from base hourly rate of pay (longevity itself treated as non-base elsewhere).,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0091_sr_8843e49f154d45e296dcefa7.pdf#page=5,medium,STEP_INCREASE_TIMING_RULES_EXTEND_ABSENT,provisional_unverified
lobs_1e208783a37dc94f9ae2a6bd,cexrem_0602049f097d26cc6cf3a960,mix_cfa1148e01bc130f38fb0fb8,doc_c037abaa28e26ca3726e331f,ttd_70da506edf469e13bda910e5,sr_d560b97c3cb03145d803d389,NSCQ-WA-20260720-0214,WA,Burlington,CITY OF BURLINGTON,fire,wage_schedule_or_compensation_plan,,,52,CPI_or_COLA_indexing,,2025 COLA = 3.6%,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0478_sr_d560b97c3cb03145d803d389.pdf#page=52,medium,COLA_VALUE_APPLIED_TO_2025_CLASSIFIED_WA,provisional_unverified
lobs_e494133f5c6587b382203e9a,cexrem_cfa17ac8327034fb766c4ef7,mix_aa21796f1af8a85ebdab3115,doc_4f4c607c6ea3638d7d1e6038,ttd_959a3bed59073d5cc8f0bb00,sr_677ef96db1fc550b7ea627b2,NSCQ-WA-20260720-0123,WA,Des Moines,CITY OF DES MOINES,police,cba,,,2,comparability_or_market_study,Wage increases are described as comparable to increases received by other employee groups.,,"Teamsters Local 763 received comparable wage increases; 2023 8% described as the same increase approved for Generals, Exempts and Directors.",,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0456_sr_677ef96db1fc550b7ea627b2.pdf#page=2,medium,WAGE_INCREASE_COMPARABILITY_REFERENCES,provisional_unverified
lobs_1afb891e7443de98a5b43d67,cexrem_cfa17ac8327034fb766c4ef7,mix_aa21796f1af8a85ebdab3115,doc_4f4c607c6ea3638d7d1e6038,ttd_959a3bed59073d5cc8f0bb00,sr_677ef96db1fc550b7ea627b2,NSCQ-WA-20260720-0123,WA,Des Moines,CITY OF DES MOINES,police,cba,,,2,CPI_or_COLA_indexing,2024 base wage increase is tied to CPI-U over a defined lookback period.,June 2022 to June 2023 CPI-U for Seattle-Tacoma-Bellevue,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0456_sr_677ef96db1fc550b7ea627b2.pdf#page=2,medium,CPI_U_LOOKBACK_INDEXING_FOR_2024_BASE_WA,provisional_unverified
lobs_80321c617a75c4c3d2fd4714,cexrem_cfa17ac8327034fb766c4ef7,mix_aa21796f1af8a85ebdab3115,doc_4f4c607c6ea3638d7d1e6038,ttd_959a3bed59073d5cc8f0bb00,sr_677ef96db1fc550b7ea627b2,NSCQ-WA-20260720-0123,WA,Des Moines,CITY OF DES MOINES,police,cba,,,2,implementation_or_effective_date_logic,COLA/wage increases are described by year within the negotiated agreement timeline.,,,,,,2022: 6.5% COLA; 2023: 8% increase; 2024: CPI-U-based base wage increase.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0456_sr_677ef96db1fc550b7ea627b2.pdf#page=2,medium,YEAR_BY_YEAR_IMPLEMENTATION_DESCRIPTION,provisional_unverified
lobs_0fd5a520f1c8f6b7ab4cb721,cexrem_60cd3899bcba799382eb2a11,,doc_42b41bffe6c9c56769df63c4,ttd_62be57598dbbbfd001c452ef,sr_deaa076892dbff68c466f350,NSCQ-WA-20260720-0194,WA,Kelso,CITY OF KELSO,non_safety,cba,,,3,collective_bargaining_agreement_terms,"For new positions created or existing positions substantially changed within the bargaining unit definition, the Employer notifies the Union with a proposed rate of pay; the Union retains the right to negotiate rates of pay for such new/wh.",,,,,Applies when new positions are created or existing positions are substantially changed within the bargaining unit definition.,Employer provides proposed rate of pay notification to the Union for negotiation of new rates.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0449_sr_deaa076892dbff68c466f350.pdf#page=3,medium,QPA_NO_AMOUNT_BUT_NEGOTIATION_MECHANISM,provisional_unverified
lobs_3d8ae9510a96169a8c84c3c8,cexrem_cb95ed0bcab56d5b22e7d9ab,mix_e2e082139042b70336994f06,doc_2c7b6952146f2cc8a04780fc,ttd_c2aec89c4d1fa37a4b151b77,sr_6d5ace15262503bd643a943c,NSCQ-WA-20260720-0041,WA,Kirkland,CITY OF KIRKLAND,fire,cba,,,25,implementation_or_effective_date_logic,,6.0% COLA to monthly rate of Base Pay,,,,,"Effective January 1, 2022",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0090_sr_6d5ace15262503bd643a943c.pdf#page=25,high,EFFECTIVE_DATE_APPLIES_TO_BASE_PAY_COLA_,provisional_unverified
lobs_167492b8c58e063c9f780333,cexrem_cb95ed0bcab56d5b22e7d9ab,mix_e2e082139042b70336994f06,doc_2c7b6952146f2cc8a04780fc,ttd_c2aec89c4d1fa37a4b151b77,sr_6d5ace15262503bd643a943c,NSCQ-WA-20260720-0041,WA,Kirkland,CITY OF KIRKLAND,fire,cba,,,25,implementation_or_effective_date_logic,,7.0% market adjustment to monthly rate of Base Pay,,,,,"Effective January 1, 2023",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0090_sr_6d5ace15262503bd643a943c.pdf#page=25,high,EFFECTIVE_DATE_APPLIES_TO_BASE_PAY_MARKT,provisional_unverified
lobs_4e91745215ca541267eab474,cexrem_cb95ed0bcab56d5b22e7d9ab,mix_e2e082139042b70336994f06,doc_2c7b6952146f2cc8a04780fc,ttd_c2aec89c4d1fa37a4b151b77,sr_6d5ace15262503bd643a943c,NSCQ-WA-20260720-0041,WA,Kirkland,CITY OF KIRKLAND,fire,cba,,,25,implementation_or_effective_date_logic,,4.5% COLA to monthly rate of Base Pay,,,,,"Effective January 1, 2024",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0090_sr_6d5ace15262503bd643a943c.pdf#page=25,high,EFFECTIVE_DATE_APPLIES_TO_BASE_PAY_COLA_,provisional_unverified
lobs_471ae21535a904b4e065db61,cexrem_5243ee6a33a6d6a59a2a5a5f,,doc_7559ef903dba55588624a31c,ttd_230ea2f290b46fe71b4c0e83,sr_bd799e0bd3bf0ebb5d53673d,NSCQ-WA-20260720-0059,WA,Lakewood,CITY OF LAKEWOOD,police,cba,,,17,implementation_or_effective_date_logic,,,,,,Officers assigned to perform the duties of a Sergeant for a shift or more,For all hours worked as a Sergeant,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0066_sr_bd799e0bd3bf0ebb5d53673d.pdf#page=17,high,P17_6_06_01_1,provisional_unverified
lobs_0225ab3abe275717ae62b033,cexrem_de71fcf83007bfedbb22755c,,doc_9037302d4f024a3d59c66926,ttd_6cf6cf20765a67948497ba0a,sr_69c25330ff103bbf3e192a07,NSCQ-WA-20260720-0051,WA,Marysville,CITY OF MARYSVILLE,police,cba,,,10,implementation_or_effective_date_logic,,"3.0% increase applied to the base wage effective January 1, 2026",,,,,"3.0% applied to base wage effective January 1, 2026",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0452_sr_69c25330ff103bbf3e192a07.pdf#page=10,high,ARTICLE_IV_4_3_BASE_WAGE_3_PERCENT_WITH_,provisional_unverified
lobs_01c6e8860b466aa692232fb9,cexrem_0c804d558eb12ad31160d0c9,,doc_aba01b92cdb77fbe698bddb4,ttd_c545e57e184b4c34c55da8fc,sr_38b342f09f2ec8b7aef45b24,NSCQ-WA-20260720-0071,WA,Sammamish,CITY OF SAMMAMISH,non_safety,cba,,,15,implementation_or_effective_date_logic,,,,,,,Any pay increase is applied with the effective date of the successful completion of the relevant plan (plan not shown in excerpt).,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0106_sr_38b342f09f2ec8b7aef45b24.pdf#page=15,medium,PAY_INCREASE_EFFECTIVE_DATE_LOGIC_WITHIN,provisional_unverified
lobs_2fd74b01e87774e5c0d3bb7d,cexrem_0c804d558eb12ad31160d0c9,,doc_aba01b92cdb77fbe698bddb4,ttd_c545e57e184b4c34c55da8fc,sr_38b342f09f2ec8b7aef45b24,NSCQ-WA-20260720-0071,WA,Sammamish,CITY OF SAMMAMISH,non_safety,cba,,,16,other,,,,,,Layoff notice and layoff/recall handling rules apply to laid-off employees.,"Employees to be laid off are given formal written notice at least 30 days in advance, or (at the employer’s option) 4 weeks of salary in lieu of the required notice.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0106_sr_38b342f09f2ec8b7aef45b24.pdf#page=16,medium,LAYOFF_NOTICE_OR_SALARY_IN_LIEU_RULE,provisional_unverified
lobs_c6914802d1429b2f180204fc,cexrem_0c804d558eb12ad31160d0c9,,doc_aba01b92cdb77fbe698bddb4,ttd_c545e57e184b4c34c55da8fc,sr_38b342f09f2ec8b7aef45b24,NSCQ-WA-20260720-0071,WA,Sammamish,CITY OF SAMMAMISH,non_safety,cba,,,16,implementation_or_effective_date_logic,,,,,,Laid-off employees are placed on a recall list at the time of layoff.,Recall list duration is 18 months unless the employee waives recall.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0106_sr_38b342f09f2ec8b7aef45b24.pdf#page=16,high,RECALL_LIST_DURATION_18_MONTHS_UNLESS_WA,provisional_unverified
lobs_394f913aea7e067e9f65cc3b,cexrem_13a980edadc9fc0fb1f3d516,mix_cfe16755d86a91341bcf6cf9,doc_7ad6d4670afffe03bde20ede,ttd_b0d097ce01de32364dd7573e,sr_cdccf9d046c2b72ccabfb20e,NSCQ-WA-20260720-0190,WA,Sedro-Woolley,CITY OF SEDRO WOOLLEY,fire,cba,,,7,CPI_or_COLA_indexing,,"Effective January 1, 2024 ... increased 100% CPI-U (min 2% max 4%) ; Effective January 1, 2025 ... increased 100% CPI-U (min 2% max 4%)",,,,firefighter/paramedics,monthly rates of pay ... increased 100% CPI-U (min 2% max 4%),,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0218_sr_cdccf9d046c2b72ccabfb20e.pdf#page=7,medium,BASE_WAGE_CPI_U_INCREASE_MIN_MAX_PAGE7,provisional_unverified
lobs_fc88dddf59047c0f702cdd2c,cexrem_13a980edadc9fc0fb1f3d516,mix_cfe16755d86a91341bcf6cf9,doc_7ad6d4670afffe03bde20ede,ttd_b0d097ce01de32364dd7573e,sr_cdccf9d046c2b72ccabfb20e,NSCQ-WA-20260720-0190,WA,Sedro-Woolley,CITY OF SEDRO WOOLLEY,fire,cba,,,7,step_movement_or_seniority,,,,,"Step E shall become effective on January 1, 2024.",,Step E effective date,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0218_sr_cdccf9d046c2b72ccabfb20e.pdf#page=7,low,WAGE_SCALE_STEP_E_EFFECTIVE_DATE_PAGE7,needs_review
lobs_1678e29402f321019e80f857,cexrem_d19657fb6dc1c79eb9a21b97,,doc_51ae49081ad94e8de9001dda,ttd_ed690ebfc5468e311ddc2430,sr_88cf2b1397d994808cb6d9f8,NSCQ-WI-20260720-0080,WI,Kaukauna,CITY OF KAUKAUNA,fire,arbitration_award,,,8,collective_bargaining_agreement_terms,,,,,,"Where there is a need for additional personnel to staff an ambulance, off duty bargaining unit personnel shall be called from the seniority list with the next qualified employee called first.",Language triggered by the absence created by Paramedic Hunke being given funeral leave on June 3rd and 5th.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0477_sr_88cf2b1397d994808cb6d9f8.pdf#page=8,medium,CBA_ARTIII_SECTIOND2_CALL_IN_FROM_SENIOR,provisional_unverified
lobs_2a3bea02e80b407de441041a,cexrem_d19657fb6dc1c79eb9a21b97,,doc_51ae49081ad94e8de9001dda,ttd_ed690ebfc5468e311ddc2430,sr_88cf2b1397d994808cb6d9f8,NSCQ-WI-20260720-0080,WI,Kaukauna,CITY OF KAUKAUNA,fire,arbitration_award,,,7,arbitration_or_factfinding_reasoning,,,,,,Agreement language recognizes the judgment as to needed personnel is the Chief’s.,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0477_sr_88cf2b1397d994808cb6d9f8.pdf#page=7,medium,ARBITRATOR_DISCUSSION_CHIEF_JUDGMENT_NEC,provisional_unverified
lobs_a8bac322ee72239842bead5f,cexrem_b69769c81ab263924ff32cfa,mix_0cc12ca24d091d0dddeb068a,doc_fafb702ccb37a3f27afc5ef8,ttd_57b2c014f5a6ba1a159d52cb,sr_5331cd4dbb476c4dbb231714,NSCQ-WI-20260720-0017,WI,Kenosha,CITY OF KENOSHA,fire,cba,,,25,implementation_or_effective_date_logic,,"ATB raise for 2023-2025 agreement shall be 2.5%, 4% and 4% respectively; Effective Dates are January 1st of each year.",,,,,Apply ATB raise percentages to the compensation plan effective January 1 each year.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0173_sr_5331cd4dbb476c4dbb231714.pdf#page=25,medium,ATB_RAISE_AND_EFFECTIVE_DATE_RULE,provisional_unverified
lobs_acef12979886c4ed750fb87b,cexrem_b69769c81ab263924ff32cfa,mix_0cc12ca24d091d0dddeb068a,doc_fafb702ccb37a3f27afc5ef8,ttd_57b2c014f5a6ba1a159d52cb,sr_5331cd4dbb476c4dbb231714,NSCQ-WI-20260720-0017,WI,Kenosha,CITY OF KENOSHA,fire,cba,,,27,step_movement_or_seniority,,,,,"Initial hire at Step A remains until one (1) year of service completed, then moves to Step B; then after each one (1) year in the step advances (B->C->D...).",,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0173_sr_5331cd4dbb476c4dbb231714.pdf#page=27,medium,STEP_MOVEMENT_RULE_INITIAL_HIRE_STEP_A,provisional_unverified
lobs_c2a2a1f2e55b98e263082b87,cexrem_b69769c81ab263924ff32cfa,mix_0cc12ca24d091d0dddeb068a,doc_fafb702ccb37a3f27afc5ef8,ttd_57b2c014f5a6ba1a159d52cb,sr_5331cd4dbb476c4dbb231714,NSCQ-WI-20260720-0017,WI,Kenosha,CITY OF KENOSHA,fire,cba,,,27,rank_or_classification_differentiation,,,,,,Employee appointed or promoted to a rank higher than Firefighter.,Will receive a salary increase step salary.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0173_sr_5331cd4dbb476c4dbb231714.pdf#page=27,medium,PROMOTION_TO_HIGHER_RANK_STEP_SALARY_INS,provisional_unverified
lobs_f3ed4995a6b02d8e88eb5371,cexrem_b69769c81ab263924ff32cfa,mix_0cc12ca24d091d0dddeb068a,doc_fafb702ccb37a3f27afc5ef8,ttd_57b2c014f5a6ba1a159d52cb,sr_5331cd4dbb476c4dbb231714,NSCQ-WI-20260720-0017,WI,Kenosha,CITY OF KENOSHA,fire,cba,,,27,implementation_or_effective_date_logic,,,,,,"Any employee, including Paramedics effective January 1, 2001, assigned to and actually ...",,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0173_sr_5331cd4dbb476c4dbb231714.pdf#page=27,low,EFFECTIVE_JAN_1_2001_ASSIGNMENT_RULE_EXC,needs_review
