candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,candidate_only_lineage_status,review_candidate_quality_score,review_queue_rank,secondary_mechanism_families,match_priority_tier,review_disposition
TS4L-7b4c6aa9afc761e2d335,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://webgen1files1.revize.com/hendnc/Documents/Departments/Finance/Budget/FY%2025%20Approved%20Budget.pdf,City of Henderson NC FY 25 Approved Budget (includes Public Safety Schedule (Police) revised 7/1/23; includes safety pay schedule structure),Henderson,NC,South,safety_and_non_safety_compensation_units,Public safety classifications (Police) pay schedule tables,,FY 2025 (contains Public Safety Schedule revised 7/1/23 which falls within target window boundary),2023,2025,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city_match,overlaps_target_window,candidate_only_not_verified,76,2195,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-87118978d5c1a7c85793,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.rehobothma.gov/sites/g/files/vyhlif4911/f/uploads/warrant_final_copy_for_print_8-28-2024.pdf,"Town Warrant (Special Town Meeting) includes funding articles for Dispatchers CBA (AFSCME Local 1701) and Police Department Patrolmen/Superior Officers CBAs (Local #209 / Local #208) — Rehoboth, MA",Rehoboth,MA,Northeast,safety_and_non_safety_compensation_units,Public Safety (Dispatchers) + Public Safety (Police Patrolmen/Superior Officers),AFSCME Local 1701-Dispatchers; Patrolmen’s Association Local #209; Superior Officers’ Association Local #208,FY24-FY26 for Dispatchers funding (w/ FY24 retro); FY25 first year funding of a 3-year agreement for Patrolmen/Superior Officers,FY24 (approx. July 1,FY26 (approx. June 3,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024_window,candidate_only_not_verified,76,2206,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-a5df482665c223d5bb68,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.jacksonville-al.org/media/11521,"City Council Meeting Minutes (Jacksonville, AL) — amendment to Pay Plan (Section 2: Salary Range, Item 1)",Jacksonville,AL,South,safety_and_non_safety_compensation_units,Citywide employees whose ranges/salary are governed by the Pay Plan (including public safety job ranges depending on classification),,2014-2024 target window,,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality (Jacksonville, AL) — strong match",Unknown (minutes reference a Pay Plan amendment; exact applicable 2014-2024 window not confirmed here),candidate_only_not_verified,76,2232,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-a82da9e39c8929b3c78a,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.townofweddington.com/sites/default/files/uploads/documents/july_2016.pdf,The Weddington Journal (July 2016) – Final Fiscal Year Budget Approved (public safety/fire & police budget summary),Weddington,NC,South,safety_and_non_safety_compensation_units,Public safety (fire and police services—budgeted as primary spending category),,FY2017 budget approval context (referenced in July 2016 journal),2017,2017,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same municipality (Weddington, NC)",overlaps 2014-2024,candidate_only_not_verified,76,2235,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-c8725857bc608ad74086,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.trophyclub.org/DocumentCenter/View/9777/Compensation-Pay-Plan---8262024,"Compensation Pay Plan (Approved 8/26/2024) - Town of Trophy Club, TX",Trophy Club,TX,South,safety_and_non_safety_compensation_units,Fire (safety) + Police (safety) + other Town classifications (non-safety),,Approved 8/26/2024,2024-08-26,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality (Town of Trophy Club, TX)",Overlaps target window (2014-2024),candidate_only_not_verified,76,2272,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-d0b3d9bda32e8c371111,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofmercedes.com/media/dqnnwypl/item-7a1-7-13-24-minutes.pdf,"City of Mercedes, TX — 7/13/24 Minutes (PDF)",Mercedes,TX,South,safety_and_non_safety_compensation_units,Police (overtime budget / shift schedule) and related operational pay elements (inferred),,2024-07-13 meeting minutes (exact compensation schedule contents not extracted),2024-01-01,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024_window,candidate_only_not_verified,76,2283,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-d678df4dfe56092f62d7,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.trophyclub.org/DocumentCenter/View/8799/Compensation-Pay-Plan---2122024,"Compensation Pay Plan (Approved 2/12/2024) - Town of Trophy Club, TX",Trophy Club,TX,South,safety_and_non_safety_compensation_units,Fire (safety) + Police (safety) + other Town classifications (non-safety),,Approved 2/12/2024,2024-02-12,2024-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality (Town of Trophy Club, TX)",Overlaps target window (2014-2024),candidate_only_not_verified,76,2289,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-e239957d4633950dd914,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.viennava.gov/Town-Departments/Human-Resources/Classification-and-Compensation,"Classification and Compensation | Town of Vienna, VA (Pay Plans and Position Listings)",Vienna,VA,South,safety_and_non_safety_compensation_units,Civilian (non-sworn) + Sworn police (separate pay plan linked),,2014-2024 target window,,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_identified,unknown_overlap_for_2014_2024_from_lead_page_only,candidate_only_not_verified,76,2297,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-f58bb81834f5187040a5,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.radfordva.gov/DocumentCenter/View/1892,CITY OF RADFORD — Request for Proposal / Classification and Compensation Study (includes Attachment D: Current Classification Schedule & FY 2017 Pay Scale),Radford,VA,South,safety_and_non_safety_compensation_units,safety_and_non_safety_compensation_units,,"FY 2017 pay scale (attachment) / RFP dated Feb 1, 2017 (with addendum Feb 8, 2017 shown in related doc)",2017,2017,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_2014_2024,candidate_only_not_verified,76,2316,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-fa31412318e57d3fa776,lane_4,tier_c,verification_ready_low,116,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://cms7files.revize.com/manassasparkva/Agendas%20%26%20Minutes/2016/Min%2001192016.pdf,"Manassas Park Governing Body Minutes (Jan 19, 2016) – Public Safety Compensation Study Recommendations for Police and Fire",Manassas Park,VA,South,safety_and_non_safety_compensation_units,Police and Fire (public safety),,FY 2017 budget deliberations (referenced in minutes),2016-07-01,2017-06-30,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_city,overlaps_expected_2014_2024_window,candidate_only_not_verified,76,2318,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-7f5501d034232b736a44,lane_4,tier_c,verification_ready_medium,115,memo_gap_market_or_comparability_pressure|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://comstockmi.gov/wp-content/uploads/2020/12/2021-BP-FINAL.pdf,Comstock Township 2021 budget packet (includes “2021 Township-Police Protection Agreement” and “Police Protect Contract Rate Schedule”/Exhibit I references),Comstock charter,MI,Midwest,safety_and_non_safety_compensation_units,Police / law enforcement services (sheriff’s office deputies; overtime/contract rate schedule referenced),Sheriff’s Office and Deputies (collective bargaining agreement referenced for updates),2021-01-01 through 2021-12-31 (agreement term language) + referenced rate schedule Exhibit I,2021-01-01,2021-12-31,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same municipality (Comstock Charter Township, MI)",overlaps expected window (2014-2024) via 2021 term,candidate_only_not_verified,83,1055,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-8f65bb90d51ff4e7cd14,lane_4,tier_c,verification_ready_low,115,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.jacksonville-al.org/media/6266,City of Jacksonville (AL) — Personnel Policies and Procedures Manual (includes Pay Plan section),Jacksonville,AL,South,safety_and_non_safety_compensation_units,Police/Fire (public safety) and non-safety city job classifications (via the city’s classification/pay plan structure),,2014-2024 target window,,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"Same municipality (Jacksonville, AL) — strong match",Unknown (document appears to contain structural pay-plan rules rather than a dated 2014-2024 compensation cycle),candidate_only_not_verified,75,2454,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-aa02d90716bb0a22f47c,lane_4,tier_c,verification_ready_low,115,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://hartselle.org/253/Join-Hartselle-PD,Join Hartselle PD (City of Hartselle) – includes “Current Pay Plan as of October 2025” plus wage increase rules and shift differentials,Hartselle,AL,South,safety_and_non_safety_compensation_units,Law enforcement (Police Officer / Police Department); includes incentives and shift differentials,,(page states) Current Pay Plan as of October 2025 (not a 2014-2024 dated series on-page),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,"same municipality (Hartselle, AL)","uncertain; page itself is dated as of Oct 2025, outside 2014-2024",candidate_only_not_verified,75,2472,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
TS4L-bb15d37d6a219809596e,lane_4,tier_c,verification_ready_low,115,memo_gap_market_or_comparability_pressure|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://ecode360.com/8786356,"Chapter 34: Salaries and Compensation — Township of Franconia, PA",Franconia,PA,Northeast,safety_and_non_safety_compensation_units,Municipal employees (non-safety and/or safety officer compensation mechanisms may be covered via ordinances),Not specified (ordinance/salary-and-compensation schedule context),Not specified (chapter contains salaries/compensation as set from time to time),,,cba_or_compensation_study_or_classification_study_or_wage_schedule,market_or_comparability_pressure,same_municipality_expected,potential_overlap_2014_2024_expected,candidate_only_not_verified,75,2483,safety_advantage_signal|rank_or_specialization_premium|implementation_or_retroactivity_advantage,tier_3_mechanism_gap_discovery,verification_queue
