state,municipality,geography_type
VT,Orange,municipality
VT,Pittsford,municipality
VT,Plainfield,municipality
VT,Pomfret,municipality
VT,Poultney,municipality
VT,Pownal,municipality
VT,Randolph,municipality
VT,Reading,municipality
VT,Readsboro,municipality
VT,Richmond,municipality
VT,Royalton,municipality
VT,Shaftsbury,municipality
VT,Shelburne,municipality
VT,South Burlington,municipality
VT,Springfield,municipality
VT,St. Albans,municipality
VT,St. Johnsbury,municipality
VT,Stamford,municipality
VT,Starksboro,municipality
VT,Strafford,municipality
VT,Sunderland,municipality
VT,Swanton,municipality
VT,Townshend,municipality
VT,Vergennes,municipality
VT,Vershire,municipality
VT,Waitsfield,municipality
VT,Washington,municipality
VT,Waterbury,municipality
VT,Waterford,municipality
VT,Wells River,municipality
VT,West Fairlee,municipality
VT,Westfield,municipality
VT,Westford,municipality
VT,Westminster,municipality
VT,Westmore,municipality
VT,Weston,municipality
VT,Williston,municipality
VT,Wilmington,municipality
VT,Winhall,municipality
VT,Wolcott,municipality
VT,Woodbury,municipality
VT,Woodstock,municipality
WA,Airway Heights,municipality
WA,Asotin,municipality
WA,Benton City,municipality
WA,Brewster,municipality
WA,Bridgeport,municipality
WA,Brier,municipality
WA,Buckley,municipality
WA,Carbonado,municipality
WA,Carnation,municipality
WA,Castle Rock,municipality
WA,Clarkston,municipality
WA,Cle Elum,municipality
WA,Clyde Hill,municipality
WA,Concrete,municipality
WA,Connell,municipality
WA,Cosmopolis,municipality
WA,Coupeville,municipality
WA,Darrington,municipality
WA,DuPont,municipality
WA,Eatonville,municipality
WA,Electric City,municipality
WA,Elmer City,municipality
WA,Endicott,municipality
WA,Entiat,municipality
WA,Everson,municipality
WA,Fairfield,municipality
WA,Farmington,municipality
WA,Federal Way,municipality
WA,Fircrest,municipality
WA,Forks,municipality
WA,Garfield,municipality
WA,Gold Bar,municipality
WA,Granite Falls,municipality
WA,Hoquiam,municipality
WA,Kettle Falls,municipality
WA,La Center,municipality
WA,Lacey,municipality
WA,Lakewood,municipality
WA,Langley,municipality
WA,Leavenworth,municipality
WA,Mabton,municipality
WA,Malden,municipality
WA,McCleary,municipality
WA,Medical Lake,municipality
WA,Medina,municipality
WA,Metaline Falls,municipality
WA,Milton,municipality
WA,Montesano,municipality
WA,Moxee,municipality
WA,Naches,municipality
WA,Normandy Park,municipality
WA,North Bend,municipality
WA,North Bonneville,municipality
WA,Ocean Shores,municipality
WA,Odessa,municipality
WA,Omak,municipality
WA,Oroville,municipality
WA,Othello,municipality
WA,Pacific,municipality
WA,Palouse,municipality
WA,Raymond,municipality
WA,Reardan,municipality
WA,Renton,municipality
WA,Republic,municipality
WA,Ritzville,municipality
WA,Roslyn,municipality
WA,Roy,municipality
WA,Royal City,municipality
WA,Ruston,municipality
WA,Snohomish,municipality
WA,Soap Lake,municipality
WA,South Cle Elum,municipality
WA,Steilacoom,municipality
WA,Stevenson,municipality
WA,Tacoma,municipality
WA,Tekoa,municipality
WA,Tenino,municipality
WA,Toppenish,municipality
WA,Twisp,municipality
WA,Union Gap,municipality
WA,Vancouver,municipality
WA,Waitsburg,municipality
WA,Wapato,municipality
WA,Warden,municipality
WA,Wilbur,municipality
WA,Wilkeson,municipality
WA,Winlock,municipality
WA,Woodway,municipality
WA,Yacolt,municipality
WA,Yakima,municipality
WA,Zillah,municipality
WI,Adams,municipality
WI,Agenda,municipality
WI,Alban,municipality
WI,Algoma,municipality
WI,Alma,municipality
WI,Alma Center,municipality
WI,Almond,municipality
WI,Alto,municipality
WI,Amery,municipality
WI,Anderson,municipality
WI,Antigo,municipality
WI,Arcadia,municipality
WI,Arena,municipality
WI,Argyle,municipality
WI,Arland,municipality
WI,Armenia,municipality
WI,Ashland,municipality
WI,Atlanta,municipality
WI,Auburndale,municipality
WI,Avoca,municipality
WI,Aztalan,municipality
WI,Balsam Lake,municipality
WI,Bangor,municipality
WI,Baraboo,municipality
WI,Barnes,municipality
WI,Barneveld,municipality
WI,Bass Lake,municipality
WI,Bayfield,municipality
WI,Bayside,municipality
WI,Bayview,municipality
WI,Bear Lake,municipality
WI,Beaver Dam,municipality
WI,Belle Plaine,municipality
WI,Belleville,municipality
WI,Beloit,municipality
WI,Bergen,municipality
WI,Berlin,municipality
WI,Berry,municipality
WI,Black Earth,municipality
WI,Black River Falls,municipality
WI,Blair,municipality
WI,Bloomer,municipality
WI,Bloomfield,municipality
WI,Bloomington,municipality
WI,Bonduel,municipality
WI,Boscobel,municipality
WI,Brigham,municipality
WI,Brodhead,municipality
WI,Brookfield,municipality
WI,Bruce,municipality
WI,Buffalo,municipality
WI,Buffalo City,municipality
WI,Butler,municipality
WI,Cable,municipality
WI,Caledonia,municipality
WI,Calumet,municipality
WI,Camp Douglas,municipality
WI,Cassville,municipality
WI,Castle Rock,municipality
WI,Cecil,municipality
WI,Cedarburg,municipality
WI,Chenequa,municipality
WI,Chetek,municipality
WI,Chilton,municipality
WI,Cicero,municipality
WI,Clarno,municipality
WI,Clay Banks,municipality
WI,Cleveland,municipality
WI,Clinton,municipality
WI,Colby,municipality
WI,Coleman,municipality
WI,Colfax,municipality
WI,Columbus,municipality
WI,Combined Locks,municipality
WI,Concord,municipality
WI,Cooperstown,municipality
WI,Corning,municipality
WI,Couderay,municipality
WI,Cross Plains,municipality
WI,Crystal Lake,municipality
WI,Cuba City,municipality
WI,Cumberland,municipality
WI,Cutler,municipality
WI,Dairyland,municipality
WI,Darien,municipality
WI,De Pere,municipality
WI,Decatur,municipality
WI,Delafield,municipality
WI,Delavan,municipality
WI,Dell Prairie,municipality
WI,Dewey,municipality
WI,Dickeyville,municipality
WI,Dodgeville,municipality
WI,Dover,municipality
WI,Dovre,municipality
WI,Dresser,municipality
WI,Drummond,municipality
WI,Dunbar,municipality
WI,Dunn,municipality
WI,Eagle,municipality
WI,Eagle Point,municipality
WI,Eagle River,municipality
WI,East Troy,municipality
WI,Easton,municipality
WI,Eaton,municipality
WI,Eau Claire,municipality
WI,Eau Pleine,municipality
WI,Edgar,municipality
WI,Edgerton,municipality
WI,Egg Harbor,municipality
WI,Eland,municipality
WI,Elkhart Lake,municipality
WI,Ellsworth,municipality
WI,Elm Grove,municipality
WI,Elmwood,municipality
WI,Elroy,municipality
WI,Ephraim,municipality
WI,Evansville,municipality
WI,Evergreen,municipality
WI,Fall Creek,municipality
WI,Farmington,municipality
WI,Fennimore,municipality
WI,Fifield,municipality
WI,Flambeau,municipality
WI,Fontana-on-Geneva Lake,municipality
WI,Forestville,municipality
WI,Fountain City,municipality
WI,Fox Lake,municipality
WI,Frankfort,municipality
WI,Franklin,municipality
WI,Frederic,municipality
WI,Freedom,municipality
WI,Friesland,municipality
WI,Galesville,municipality
WI,Garden Valley,municipality
WI,Genoa City,municipality
WI,Georgetown,municipality
WI,Germantown,municipality
WI,Gibraltar,municipality
WI,Glendale,municipality
WI,Goodman,municipality
WI,Gordon,municipality
WI,Grand Chute,municipality
WI,Grant,municipality
WI,Grantsburg,municipality
WI,Green Lake,municipality
WI,Greenbush,municipality
WI,Greenfield,municipality
WI,Greenwood,municipality
WI,Gresham,municipality
WI,Hales Corners,municipality
WI,Hamilton,municipality
WI,Hansen,municipality
WI,Harmony,municipality
WI,Harrison,municipality
WI,Hartford,municipality
WI,Hartland,municipality
WI,Hazel Green,municipality
WI,Herman,municipality
WI,Hewitt,municipality
WI,Highland,municipality
WI,Hilbert,municipality
WI,Hillsboro,municipality
WI,Horicon,municipality
WI,Hortonville,municipality
WI,Howards Grove,municipality
WI,Hull,municipality
WI,Iola,municipality
WI,Jackson,municipality
WI,Jacksonport,municipality
WI,Jefferson,municipality
WI,Johnson,municipality
WI,Johnson Creek,municipality
WI,Junction City,municipality
WI,Juneau,municipality
WI,Kaukauna,municipality
WI,Kewaskum,municipality
WI,Kewaunee,municipality
WI,Kiel,municipality
WI,Kildare,municipality
WI,Kimberly,municipality
WI,Kingston,municipality
WI,Kohler,municipality
WI,Koshkonong,municipality
WI,La Follette,municipality
WI,La Grange,municipality
WI,La Valle,municipality
WI,Ladysmith,municipality
WI,Lafayette,municipality
WI,Lake Hallie,municipality
WI,Lake Nebagamon,municipality
WI,Lancaster,municipality
WI,Langlade,municipality
WI,Lebanon,municipality
WI,Leeds,municipality
WI,Lena,municipality
WI,Leola,municipality
WI,Leon,municipality
WI,Leroy,municipality
WI,Lessor,municipality
WI,Lincoln,municipality
WI,Lind,municipality
WI,Linn,municipality
WI,Little Black,municipality
WI,Lomira,municipality
WI,Long Lake,municipality
WI,Loyal,municipality
WI,Luck,municipality
WI,Lyons,municipality
WI,Maiden Rock,municipality
WI,Manchester,municipality
WI,Maple,municipality
WI,Marathon,municipality
WI,Marathon City,municipality
WI,Marion,municipality
WI,Marshall,municipality
WI,Marshfield,municipality
WI,Mauston,municipality
WI,Mayville,municipality
WI,Medary,municipality
WI,Medford,municipality
WI,Meeme,municipality
WI,Menasha,municipality
WI,Menomonee Falls,municipality
WI,Menomonie,municipality
WI,Merrillan,municipality
WI,Merrimac,municipality
WI,Milladore,municipality
WI,Millston,municipality
WI,Milltown,municipality
WI,Milton,municipality
WI,Milwaukee,municipality
WI,Mineral Point,municipality
WI,Minong,municipality
WI,Mondovi,municipality
WI,Monroe,municipality
WI,Montello,municipality
WI,Monticello,municipality
WI,Morgan,municipality
WI,Mosinee,municipality
WI,Mount Calvary,municipality
WI,Mukwonago,municipality
WI,Muscoda,municipality
WI,Muskego,municipality
WI,Nashville,municipality
WI,Necedah,municipality
WI,Neillsville,municipality
WI,Nekimi,municipality
WI,Nekoosa,municipality
WI,Nelson,municipality
WI,Neva,municipality
WI,New Denmark,municipality
WI,New Glarus,municipality
WI,New Holstein,municipality
WI,New Lisbon,municipality
WI,New Richmond,municipality
WI,Niagara,municipality
WI,Nichols,municipality
WI,North Fond du Lac,municipality
WI,North Freedom,municipality
WI,Norwood,municipality
WI,Oakdale,municipality
WI,Oakland,municipality
WI,Oconomowoc,municipality
WI,Oconomowoc Lake,municipality
WI,Oconto,municipality
WI,Oconto Falls,municipality
WI,Omro,municipality
WI,Onalaska,municipality
WI,Oneida,municipality
WI,Orfordville,municipality
WI,Osceola,municipality
WI,Otter Creek,municipality
WI,Owen,municipality
WI,Oxford,municipality
WI,Packwaukee,municipality
WI,Palmyra,municipality
WI,Park Falls,municipality
WI,Pelican,municipality
WI,Pembine,municipality
WI,Pepin,municipality
WI,Perry,municipality
WI,Peshtigo,municipality
WI,Phelps,municipality
WI,Phillips,municipality
WI,Pine Lake,municipality
WI,Pleasant Springs,municipality
WI,Pleasant Valley,municipality
WI,Plymouth,municipality
WI,Polar,municipality
WI,Port Edwards,municipality
WI,Poynette,municipality
WI,Prairie du Chien,municipality
WI,Prescott,municipality
WI,Princeton,municipality
WI,Pulaski,municipality
WI,Racine,municipality
WI,Randolph,municipality
WI,Readstown,municipality
WI,Red Cedar,municipality
WI,Red Springs,municipality
WI,Redgranite,municipality
WI,Reedsburg,municipality
WI,Rib Lake,municipality
WI,Rice Lake,municipality
WI,Richland,municipality
WI,Richland Center,municipality
WI,Richmond,municipality
WI,Ridgeway,municipality
WI,River Falls,municipality
WI,River Hills,municipality
WI,Roberts,municipality
WI,Rock Creek,municipality
WI,Rockbridge,municipality
WI,Rome,municipality
WI,Rothschild,municipality
WI,Rusk,municipality
WI,Russell,municipality
WI,Salem,municipality
WI,Sand Lake,municipality
WI,Sauk City,municipality
WI,Saukville,municipality
WI,Saxeville,municipality
WI,Schofield,municipality
WI,Scott,municipality
WI,Seymour,municipality
WI,Sheboygan,municipality
WI,Shelby,municipality
WI,Sherman,municipality
WI,Sherry,municipality
WI,Shiocton,municipality
WI,Shorewood Hills,municipality
WI,Shullsburg,municipality
WI,Silver Cliff,municipality
WI,Sioux Creek,municipality
WI,Siren,municipality
WI,Sister Bay,municipality
WI,Soldiers Grove,municipality
WI,Somers,municipality
WI,Somerset,municipality
WI,Spencer,municipality
WI,Spooner,municipality
WI,Spring Brook,municipality
WI,Spring Green,municipality
WI,Spring Prairie,municipality
WI,Springfield,municipality
WI,Springvale,municipality
WI,St. Croix Falls,municipality
WI,St. Francis,municipality
WI,St. Lawrence,municipality
WI,Stanton,municipality
WI,Stephenson,municipality
WI,Sterling,municipality
WI,Stockbridge,municipality
WI,Stoddard,municipality
WI,Sugar Camp,municipality
WI,Sullivan,municipality
WI,Sumner,municipality
WI,Taycheedah,municipality
WI,Tilden,municipality
WI,Tomah,municipality
WI,Tomahawk,municipality
WI,Trade Lake,municipality
WI,Trempealeau,municipality
WI,Trenton,municipality
WI,Troy,municipality
WI,Turtle Lake,municipality
WI,Twin Lakes,municipality
WI,Two Rivers,municipality
WI,Union,municipality
WI,Valders,municipality
WI,Vernon,municipality
WI,Verona,municipality
WI,Viroqua,municipality
WI,Walworth,municipality
WI,Wascott,municipality
WI,Washington,municipality
WI,Waterloo,municipality
WI,Watertown,municipality
WI,Waunakee,municipality
WI,Waupaca,municipality
WI,Waupun,municipality
WI,Wausau,municipality
WI,Webster,municipality
WI,Wells,municipality
WI,West Milwaukee,municipality
WI,West Point,municipality
WI,West Salem,municipality
WI,Weston,municipality
WI,Wheatland,municipality
WI,Wheeler,municipality
WI,White River,municipality
WI,Whitelaw,municipality
WI,Whitestown,municipality
WI,Williams Bay,municipality
WI,Wind Point,municipality
WI,Winneconne,municipality
WI,Winter,municipality
WI,Wisconsin Dells,municipality
WI,Woodmohr,municipality
WI,Wrightstown,municipality
WI,Wyocena,municipality
WI,Wyoming,municipality
WI,York,municipality
WI,Yorkville,municipality
WV,Ansted,municipality
WV,Athens,municipality
WV,Barboursville,municipality
WV,Beech Bottom,municipality
WV,Belington,municipality
WV,Belle,municipality
WV,Benwood,municipality
WV,Bethany,municipality
WV,Beverly,municipality
WV,Bolivar,municipality
WV,Bridgeport,municipality
WV,Buckhannon,municipality
WV,Cameron,municipality
WV,Ceredo,municipality
WV,Danville,municipality
WV,Davis,municipality
WV,Dunbar,municipality
WV,Elkins,municipality
WV,Fayetteville,municipality
WV,Flatwoods,municipality
WV,Gauley Bridge,municipality
WV,Glen Dale,municipality
WV,Glenville,municipality
WV,Hinton,municipality
WV,Hundred,municipality
WV,Kingwood,municipality
WV,Lewisburg,municipality
WV,Mason,municipality
WV,Milton,municipality
WV,Moorefield,municipality
WV,Nitro,municipality
WV,North Hills,municipality
WV,Oceana,municipality
WV,Parsons,municipality
WV,Paw Paw,municipality
WV,Petersburg,municipality
WV,Quinwood,municipality
WV,Reedsville,municipality
WV,Richwood,municipality
WV,Shepherdstown,municipality
WV,Shinnston,municipality
WV,Star City,municipality
WV,Thomas,municipality
WV,Vienna,municipality
WV,West Milford,municipality
WV,White Hall,municipality
WV,White Sulphur Springs,municipality
WV,Williamstown,municipality
WY,Afton,municipality
WY,Alpine,municipality
