path,size_bytes,git_status,tracked_or_ignored,classification,proposed_action,safety_basis,active_reference_count,manifest_or_hash_coverage,archive_target_path,deletion_allowed_flag,requires_manual_confirmation_flag,reason,verification_kind,verification_reference,sha256
tmp/tier1_wave2_preflight_gate_live_2026-07-22_attempt1,11133,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_preflight_gate_plan_only_2026-07-22_attempt1,1940,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_relay_zip_test_2026-07-22.txt,17739,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_structural_validation_2026-07-22.txt,1339,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_validation_output_2026-07-22.txt,21499,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_worker_1_prep_relay_2026-07-22_9395a4c.zip,32878,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_worker_2_prep_relay_2026-07-22_37125c7.zip,31706,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_worker_3_prep_relay_2026-07-22_6ae1267.zip,32212,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_worker_batch_prep_2026-07-22_relay_f2fa0a5,2378176,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/tier1_wave2_worker_batch_prep_2026-07-22_relay_f2fa0a5.zip,dea08548d5faba57751f1723c9baca8389b24ba9d437f0682dc8ccc73d35bef7
tmp/tier1_wave2_worker_batch_prep_2026-07-22_relay_f2fa0a5.zip,543011,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_wave2_worker_batch_prep_validation_2026-07-22,25985,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_worker_1_prep_relay_2026-07-22_d0b24ca.zip,31976,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_worker_2_prep_relay_2026-07-22_9ab705e.zip,31000,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_worker_3_prep_relay_2026-07-22_80f808a.zip,33265,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_worker_batch_prep_2026-07-22_relay_364fd9d,2298954,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_worker_batch_prep_2026-07-22_relay_364fd9d.zip,526372,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier1_worker_batch_prep_validation_2026-07-22,40211,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier_c_evidence_span_rating_159_relay_2026-07-27_17ca848.zip,15395,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier_c_evidence_span_rating_159_relay_stage_17ca848,17135,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier_c_evidence_span_rating_summary_140_relay_2026-07-27_a81ea22986144d98c939b6d007c2475d29a29757,25672,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/tier_c_evidence_span_rating_summary_140_relay_2026-07-27_a81ea22986144d98c939b6d007c2475d29a29757.zip,996f0ce1555e05ecad61b188294ae79f3b29bdd2f85cdbfc835073ffc715c8c8
tmp/tier_c_evidence_span_rating_summary_140_relay_2026-07-27_a81ea22986144d98c939b6d007c2475d29a29757.zip,27186,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/tier_c_readiness_dashboard_map_update_relay_2026-07-27_c2cf270,28816,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/tier_c_readiness_dashboard_map_update_relay_2026-07-27_c2cf270.zip,393e83faa25a5f474e351adb48cb30390c57bb308658351d1d5b31374f520dc8
tmp/tier_c_readiness_dashboard_map_update_relay_2026-07-27_c2cf270.zip,21457,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/validate_text_table_detection_pilot1_2026-07-24.py,4616,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/validation_build_scout_coverage.txt,231,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/validation_ingest_audit_coverage.txt,3579,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/validation_ingest_test_pipeline.txt,3961,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/validation_national_geography_integrity.txt,803,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/validation_py_compile.txt,0,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/validation_runner_fix_2026-07-21,10624,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/validation_validate.txt,124,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/verification_rounds,10936073,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/verification_scale_round1_3x750_live_collection_relay_2026-07-24_642dbda,8805424,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/verification_scale_round1_3x750_live_collection_relay_2026-07-24_642dbda.zip,36a751ed16eb778506dec98c19f808a85c0eb2ed545be93f6deed2a788b13d40
tmp/verification_scale_round1_3x750_live_collection_relay_2026-07-24_642dbda.zip,3845557,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/verification_scale_round1_3x750_serial_merge_relay_2026-07-24_2bab4b0,7052871,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/verification_scale_round1_3x750_serial_merge_relay_2026-07-24_2bab4b0.zip,6a00f0cbac6fbc04cf180ea16989ff55894f848cd93aae85476394dd018b12f6
tmp/verification_scale_round1_3x750_serial_merge_relay_2026-07-24_2bab4b0.zip,1325676,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/verification_scale_round1_3x750_serial_merge_validation_2026-07-24,12212,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/verification_scale_round2_3x1000_remainder_live_collection_relay_2026-07-24_e86abf7,8663588,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/verification_scale_round2_3x1000_remainder_live_collection_relay_2026-07-24_e86abf7.zip,6121eaf929be1d44e2d5491f8e08ef3f904cc160bb4458de2f51987246698c92
tmp/verification_scale_round2_3x1000_remainder_live_collection_relay_2026-07-24_e86abf7.zip,4061951,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/verification_scale_round2_3x1000_remainder_serial_merge_relay_2026-07-24_e028432,14840567,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/verification_scale_round2_3x1000_remainder_serial_merge_relay_2026-07-24_e028432.zip,1bff8c4dfe9486cb858b4ad99358cd8b8a52ee4f1f53361f6b21f9a8508631f5
tmp/verification_scale_round2_3x1000_remainder_serial_merge_relay_2026-07-24_e028432.zip,2621422,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/wave2_3x50_batch_prep_2026-07-22_relay_1265366,1995439,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/wave2_3x50_batch_prep_2026-07-22_relay_1265366.zip,41b41cee671362a2ccd1efe8c57845a0dd33b5ff4ae6334fb6c3ac34166a8b8f
tmp/wave2_3x50_batch_prep_2026-07-22_relay_1265366.zip,482917,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/wave2_3x50_batch_prep_validation_2026-07-22,4350,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/wave2_coordinator_150row_serial_live_direct_sdk_2026-07-22,4076646,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/wave2_coordinator_150row_serial_live_dry_run_2026-07-22,1220526,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/wave2_coordinator_150row_serial_live_relay_2026-07-22_bb0c5ea.zip,1886808,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/wave2_coordinator_150row_serial_live_relay_2026-07-22_bb0c5ea_staging,23013683,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/wave2_coordinator_150row_serial_live_relay_2026-07-22_bb0c5ea.zip,e2e490833198b9ac03ed082ccde276ca8dbd50f4c5e4421b9c1596ccb0468508
tmp/wave2_coordinator_150row_serial_live_smoke_2026-07-22,5313,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/wave2_coordinator_control_2026-07-22,32112,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/wave2_coordinator_validation_2026-07-22,3873,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
