selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status,cumulative_cohort,requires_gabriel,seed_selection_rank,inventory_rows_for_content_hash,duplicate_hash_representative_rule,excluded_duplicate_detection_ids
606,cexrem_35ade7ac02f369ed99c40f38,doc_86bd65074c2b724d79a5a6c6,ttd_5ad76620e9b84117a0441c15,pr_2068a1db32d6cf3eb3b8305d,sr_cdc334dba2e9e7f3c7fe3d95,NSCQ-OH-20260720-0027,TRI-dc2bf2dca1f1e0c1ad35,VER-856852a4063b6fb9cc54,OH,Reynoldsburg,CITY OF REYNOLDSBURG,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0356_sr_cdc334dba2e9e7f3c7fe3d95.pdf,e3a495307f9a8596115a16530825d0889a567e1b3bbdcbb52bd4d934f2d7f8c2,36,present,possible,p2,17,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_5d3e813c24ed0bc3dbffbba9,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
607,cexrem_822a3cdebdd6f2d8e620e205,doc_9533bb239c1514ef927478ac,ttd_a631a55a3b643bd5260ac272,pr_bb3395977c4ec4dda3d36785,sr_b39471efb1cc936bdb96a124,NSCQ-OH-20260720-0026,TRI-f24939358fd8274b5b4c,VER-d3908f237b0761acb969,OH,Reynoldsburg,CITY OF REYNOLDSBURG,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0263_sr_b39471efb1cc936bdb96a124.pdf,87457bb8f5c0f8eb77db51d983e24df4014ffaecdd3318acdffdd1d0d9c53269,45,present,possible,p2,"11,23,25",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_5d3e813c24ed0bc3dbffbba9,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
608,cexrem_3cdd1cb7adf3e02f7937e8ff,doc_7895368316a9b3f0bec2df53,ttd_35cde81db18f153e27f6b686,pr_1f291e02313651c7993f6c30,sr_ac71cb82fd3d92a74a2bac4f,NSCQ-OH-20260720-0536,TRI-f863d5aaeb655518400d,VER-72321beb90d892d0e2ae,OH,Richmond Heights,CITY OF RICHMOND HEIGHTS,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0178_sr_ac71cb82fd3d92a74a2bac4f.pdf,e769680d60fe9444e47c5daeb5a775f187074c5864e1f086f52ec8b5321c8e3f,30,present,likely,p1,"4,11,14,16,17,29",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_da0ec1291a81cb62f8f7385a,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
609,cexrem_2e6386300d12a855cdc6f3e3,doc_875c1504fa07acc026eea9c0,ttd_a9d0c01e272a020bc234a756,pr_671765948c39c18cada7bf17,sr_cb61184a5260159ddc8cc335,NSCQ-OH-20260720-0535,TRI-f693ca07c110f765197b,VER-6c1eccf772de1dae1b5d,OH,Richmond Heights,CITY OF RICHMOND HEIGHTS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0243_sr_cb61184a5260159ddc8cc335.pdf,c70c6ccd7c9bedb23d36dd84cda2b99a01e60b60c0882da1854461be3d40699e,45,present,likely,p1,"11,16,21,25,44,45",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_da0ec1291a81cb62f8f7385a,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
610,cexrem_1981a7ab99f4c29d3892926f,doc_e9613395dd0b48ff0491278a,ttd_3c1a818100d18efaf3cdf6cf,pr_7225fb85e85453ac97d6004d,sr_c3f408e2a9a9f117329c02ee,NSCQ-OH-20260720-0251,TRI-f1cfa4d7841089eddc7d,VER-cafc6a9c2dbe66ba1fa0,OH,Riverside,CITY OF RIVERSIDE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0366_sr_c3f408e2a9a9f117329c02ee.pdf,3e0cf88f3ac0e5c8eb4803323aa78484bbd61f71e15887ac271efea246a89597,58,present,possible,p2,"2,58",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_045c22d0de124a279953205d,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
611,cexrem_4e0c3a2301446f00c4f54f01,doc_520c519faf888f391a55eb82,ttd_d21b6be0230fc7e4d690b550,pr_1b576e81d058a8663e6e0b7e,sr_5c09ae4e704f706477c0d68d,NSCQ-OH-20260720-0250,TRI-8c526d04fdcfe0a49b07,VER-90045adb819ab1094d31,OH,Riverside,CITY OF RIVERSIDE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0351_sr_5c09ae4e704f706477c0d68d.pdf,40a2105f0034f5282fe60f4f342032aa2ab04ab2738260b60198542f0e53ef42,58,present,possible,p2,"14,30,58",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_045c22d0de124a279953205d,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
612,cexrem_6c41b4564b11a20102fbc049,doc_341a7af4a0707fae22462178,ttd_d18f17fe118fac77830ae8ec,pr_7c50badb6d789c8f9aad247f,sr_308226216f11d2128431fd98,NSCQ-OH-20260720-0246,TRI-703443f1833bd3eeac91,VER-496844d072bc3f7b6b22,OH,Rocky River,CITY OF ROCKY RIVER,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0317_sr_308226216f11d2128431fd98.pdf,bdcc8a84eb0a137b96a239116ff30f40e6a730f796c0c113851bae59d5628d5d,25,present,likely,p1,"4,12,13,14",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_f851e29126a2ca0706652d81,yes,cexrem_6c41b4564b11a20102fbc049,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
613,cexrem_e976cac90f9f85cc762eadef,doc_29e3bcb186a91200d17a90a8,ttd_93776d82fde573ab1c903bd2,pr_3750bb872402f811dea99970,sr_345c001c4c0a9de7dee8a4df,NSCQ-OH-20260720-0663,TRI-ccc0286747be7d2b7ff0,VER-565a334341182eeddfaf,OH,Rossford,CITY OF ROSSFORD,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0100_sr_345c001c4c0a9de7dee8a4df.pdf,b6540281f5313d4867861f688223d38c38baeb1c3e485d705f1275ebaf9f210b,42,present,possible,p2,"2,15,22,24",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_ffcb7736f11483c6ddc0bb03,yes,cexrem_e976cac90f9f85cc762eadef,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
614,cexrem_0311ca501c5f15922e950614,doc_df2d652f62672a2a0140fc8b,ttd_32aaef9f0f2ce34b47776b82,pr_a65026c9014fd4ce143027e4,sr_f847ca618f89c06acca6275c,NSCQ-OH-20260720-0661,TRI-b5755a67edece1dddb81,VER-d7f49dc65317516cf36a,OH,Rossford,CITY OF ROSSFORD,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0114_sr_f847ca618f89c06acca6275c.pdf,69fe748cf524c950e0d2dce840d28a57fb8289735119e8a8cc2b29346b36e2b7,42,partial,possible,p2,"2,15,22,24,41",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_ffcb7736f11483c6ddc0bb03,yes,cexrem_e976cac90f9f85cc762eadef,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
615,cexrem_81b22c7d6b1d6181607debb1,doc_4e5eeb614278aa8544a6aba2,ttd_eac7bb1afb3322a194a03c82,pr_32c93d2b4cd6de3dcfed07dd,sr_c306dae1a8681eb7d9fd5033,NSCQ-OH-20260720-0662,TRI-70004b42ac0ce2db5fd9,VER-cc40136d984bcf2a6ce4,OH,Rossford,CITY OF ROSSFORD,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0352_sr_c306dae1a8681eb7d9fd5033.pdf,58d1499b2239e7f6d5425ae4d04cab96638f27f2698752cbd506000fe658f146,45,present,possible,p2,"2,23,25",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_ffcb7736f11483c6ddc0bb03,yes,cexrem_e976cac90f9f85cc762eadef,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
616,cexrem_7d05843b4ba1e2deb36abd7f,doc_29d3428392477f529046168b,ttd_44b2e1229d288457c516ef43,pr_a3e5a9d408deeeaffcfcc962,sr_b93e5fb78fde6f3e148f6ee9,NSCQ-OH-20260720-0202,TRI-a4066274bb86c5fcb759,VER-aab0fd002dc44a1850e2,OH,Sandusky,CITY OF SANDUSKY,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0262_sr_b93e5fb78fde6f3e148f6ee9.pdf,6db95bb746b28a3a8d9b6c6812820eb63afc8c4fd1211f6b4e749e6de317addd,120,present,possible,p2,"2,41,120",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_494d65be1a08d7627bdd3bf5,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
617,cexrem_e3e62360a8929b4496509cf4,doc_0eee8c516ecc8dec1402200b,ttd_43643ffe1a56a9a72b05ba8a,pr_f0fd450919c52622fb18a288,sr_5ecfb391d7e66245cd0c0baf,NSCQ-OH-20260720-0201,TRI-9a6f27936de4dbafbe81,VER-d49a327dc59d64b9ca76,OH,Sandusky,CITY OF SANDUSKY,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0309_sr_5ecfb391d7e66245cd0c0baf.pdf,cfff0fe042eac269b9f0c0adc955c60f8b922ec8a7bdd661590c2df1dc6b3a2b,59,present,possible,p2,"2,7,20,27,30,59",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_494d65be1a08d7627bdd3bf5,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
618,cexrem_d7bd7fd88f8fb72441ab82ee,doc_42375762949344d24725966c,ttd_386c7fb56e9ce77ad4dd9914,pr_7d779e37eb9be08a73aa95d4,sr_fe8d2b1438a81ce7ed7a4422,NSCQ-OH-20260720-0237,TRI-3db8143040086382971f,VER-7dbc992e3e6655072f60,OH,Sharonville,CITY OF SHARONVILLE,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0286_sr_fe8d2b1438a81ce7ed7a4422.pdf,ded4a683f24893b01ab1ef7d78370ebebf3fb5264933b516e947b9eff8c1047c,67,present,likely,p1,"2,30,34",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_4d89d86e4c61e95efdcf3276,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
619,cexrem_80021c9ab0c0dfe13e018498,doc_aa3ceca6167040f8179be0da,ttd_f1536a7bbd7bbaaba575e320,pr_8c06d8490d17268c4e1f8fed,sr_966d2b366534e70292f29775,NSCQ-OH-20260720-0236,TRI-09a93ae9cd92f4edc512,VER-fa065d7a47a80518a84b,OH,Sharonville,CITY OF SHARONVILLE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0334_sr_966d2b366534e70292f29775.pdf,e412e656d2fab1bc388fb406ad4566207a99dd2cc66c6fe71fc3cae1af2999fc,65,present,likely,p1,"2,33,37",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_4d89d86e4c61e95efdcf3276,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
620,cexrem_f25feac21e659c69d8d76697,doc_85879c179869c0d0c3a6ab41,ttd_da0cae460aa9f04c5c57fe27,pr_e19980dec0bdc4d70ad30f5a,sr_119550ff9f47a3d9f4c5aaa8,NSCQ-OH-20260720-0617,TRI-1463d56785643d27c26b,VER-4c3ed4bd835bf2d9e72d,OH,Sheffield Lake,CITY OF SHEFFIELD LAKE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0336_sr_119550ff9f47a3d9f4c5aaa8.pdf,86400bf9d365a5ee8dc12f1967dffb89e0d37ffea24d8ec2630b88404a40ea51,36,partial,possible,p2,"9,13,17",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_faf63a74af5db36ae0cffc4d,yes,cexrem_f25feac21e659c69d8d76697,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
621,cexrem_8363d62781b7789f38752d43,doc_1fd275d0bf797f03f8df2306,ttd_4274969e78fb40ed999c17fe,pr_2a99111e0ade9d6a260eb707,sr_49e0b66fb03b0bdb80aebad2,NSCQ-OH-20260720-0149,TRI-756d88e2c6f6a32dc3f5,VER-0f4ff92d76b7aabdf7e0,OH,Springboro,CITY OF SPRINGBORO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0365_sr_49e0b66fb03b0bdb80aebad2.pdf,222eabe821a3dd23fc0b8c8da0b6bb800a8352394bafcf264ae4e2e4351e3866,32,partial,likely,p1,"4,15,18,32",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_4d864665c09e42eaffbb94f4,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
622,cexrem_4529c1f8208c9b20378c7e67,doc_7ec92e061dd22254d9673ce0,ttd_6c2a59126f0e0aaf2d760a71,pr_cc950d18305688f88b197dbf,sr_3d994525bcec5ccaf110dfbe,NSCQ-OH-20260720-0148,TRI-c3183200d1f95d6fe0c9,VER-9bf6a725905a24877d6b,OH,Springboro,CITY OF SPRINGBORO,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0350_sr_3d994525bcec5ccaf110dfbe.pdf,819aade77c4ade8489ef2569296157ae0d146d9db22eb4de795d87f711a63389,31,present,likely,p1,"4,18,31",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_4d864665c09e42eaffbb94f4,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
623,cexrem_eefed1346c296b692f7779ca,doc_f04728516c21a0fdc214203a,ttd_bb6fb931d51fbf8346635405,pr_b1729e384889e6034181bd48,sr_637e757c39a8b0ec6879d110,NSCQ-OH-20260720-0524,TRI-384ecd85b7dace53e6e6,VER-160b481a6ab3717fb8cd,OH,Springdale,CITY OF SPRINGDALE,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0307_sr_637e757c39a8b0ec6879d110.pdf,c75d7a84ef92c97f24618c97c0a805bc7f8bda9f17aec42104e04b31b1df765d,53,present,likely,p1,"2,7,13,24,27,30,52",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_d27fec7ecb74518f898ad1e8,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
624,cexrem_59c522c588c9b6c787a31d26,doc_47312bc28e63e788414820f1,ttd_751873414df42012173053be,pr_dab821394809179f54b12bd3,sr_18192b6bb967f36fa8e3b621,NSCQ-OH-20260720-0523,TRI-425aa1af2d84c7b85da2,VER-2c4085b97dfe90f63a65,OH,Springdale,CITY OF SPRINGDALE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0364_sr_18192b6bb967f36fa8e3b621.pdf,6959381220e4adde70b24750cd3bef4aedd3857db2cf2f2a7996fc756caa73df,47,present,possible,p2,"16,27",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_d27fec7ecb74518f898ad1e8,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
625,cexrem_cece52de063668e8e22a7ce9,doc_100686c27902679339251484,ttd_a2b37f3ce331d57918218433,pr_bfe8629aa0812ece85f458fe,sr_544c233018ec2fa1a4da1a86,NSCQ-OH-20260720-0522,TRI-e042d83470d84c259fc7,VER-cb11e009af2798f38601,OH,Springdale,CITY OF SPRINGDALE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0346_sr_544c233018ec2fa1a4da1a86.pdf,cdad930d28f2e8798f7f70a57d3926aa04dd1a741086feae94d47dfd17d149b6,35,present,possible,p2,"16,20",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_d27fec7ecb74518f898ad1e8,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
626,cexrem_32a73402ddab5c00b12365ba,doc_3ce93b68220619e70df97a2d,ttd_8d48178fd934621286b1ac85,pr_8502b3b7bebfa72bfe6aedbd,sr_be8edeaeb2ab1dd8a0cb17e7,NSCQ-OH-20260720-0044,TRI-f8126dc387a20c879e46,VER-49d9aee9aea8b602609d,OH,Springfield,CITY OF SPRINGFIELD,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0155_sr_be8edeaeb2ab1dd8a0cb17e7.pdf,ed86f25559cb2879ad1c0fb9707b9097222de03b26c8d925cd32421b9d1794e9,51,present,likely,p1,"23,29,50,51",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_e15852ad96fbb14d91d43e17,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
627,cexrem_51277d40754138b0dc9ad898,doc_1ec348e2940fbc9e8e1ebaf6,ttd_f15ca80686bbeda98e441053,pr_48532fa6ef2615accb17e0d7,sr_b2b2748a64cc45ddc784d220,NSCQ-OH-20260720-0043,TRI-000f43f2310756dfa572,VER-2a6d2815eeed86ce7cbf,OH,Springfield,CITY OF SPRINGFIELD,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0219_sr_b2b2748a64cc45ddc784d220.pdf,84f4a937a1ce7a311e835c13c2c248373f5c85eb32b149b9315e68015bfe68d7,46,present,likely,p1,"2,11,24,45",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_e15852ad96fbb14d91d43e17,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
628,cexrem_b903041fb54dcb1fc7a68806,doc_c8679a1371b2a4b93e403b19,ttd_f51cb44071e53e78597c90f5,pr_338d149ee614c573ba21f714,sr_8c08f7a848eacc78614f6d86,NSCQ-OH-20260720-0707,TRI-e3650d82558f79f404fe,VER-ed1d35bc1b9436ca65aa,OH,St. Clairsville,CITY OF ST CLAIRSVILLE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0332_sr_8c08f7a848eacc78614f6d86.pdf,5cce9b8330f67a3c463ca9e9e45d04754b6c7f87326a7e81a5597a7b1a5e3147,43,present,likely,p1,"6,15,20,24,42,43",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_06b6a487c8a4a6b85ba0e897,yes,cexrem_930c431ce1e29e6d652f196f,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
629,cexrem_930c431ce1e29e6d652f196f,doc_9e42f42187d15fba36b4c9ee,ttd_75dcd643ccec86f0327eb318,pr_c9e571d558e651e6fc1c5892,sr_95ffb9f957711c9bd00f279b,NSCQ-OH-20260720-0706,TRI-c8f542d11f8f4d0a2a4b,VER-40c0ae67e7f48bd51631,OH,St. Clairsville,CITY OF ST CLAIRSVILLE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0188_sr_95ffb9f957711c9bd00f279b.pdf,b12b4e565995f0d48b9a2c91762c04712d3508d5db1cf8f79ef15b8474d46a49,45,present,possible,p2,"6,11",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_06b6a487c8a4a6b85ba0e897,yes,cexrem_930c431ce1e29e6d652f196f,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
630,cexrem_c3cb45ff4198a7ffdeebcbdf,doc_1affde76bdffbf12b58252ad,ttd_c75171aa831516c4f26c697a,pr_35102e95bbf3012addc1fe43,sr_e037010df56e9f4a038cacb2,NSCQ-OH-20260720-0704,TRI-b006d06cd114503df1d4,VER-46d5fb083b7424dd4cc2,OH,St. Clairsville,CITY OF ST CLAIRSVILLE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0210_sr_e037010df56e9f4a038cacb2.pdf,c99d6718d0dcafda33d640c2505901c5079e89f0e176998aebdcc6f1cd8fac23,34,present,possible,p2,"2,8,18,19,33,34",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_06b6a487c8a4a6b85ba0e897,yes,cexrem_930c431ce1e29e6d652f196f,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
