aggressive_tier,caveat,claim_links,computed_percentage,corroboration_status,direction,directional_value_retained,formula,magnitude,mechanism,municipality,period,raw_values,relaxation_rule,reported_percentage,reproduced,result_id,semantic_outcome,side,source_basis,source_coordinates,source_count,source_ids,source_record_id,state,stored_percentage,strict_eligibility,unit_type
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Madison,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-f2b2ebd179765fba4a6005c7,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-8cd1c5230b41344c104b9821""}",1,,B4X2500GROWTHSRC-c8e42c7a89e35f663bf5,GA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Madison,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-d2e5d6867e3d878e93159142,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-99921240f2f1c33c8d213926""}",1,,B4X2500GROWTHSRC-dba9d253c67cf14d05f0,GA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.5,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Early,->,"["""", """", ""3.5%""]",GROWTH-3,3.5,True,AGGRES-3d5340536f8750bf272c0b33,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-6404d99fd0947138731c532b""}",1,,B4X2500GROWTHSRC-f6c67e8591da9f5e1978,IA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,COLA_CPI,Sherman,->,"["""", """", ""5%; 5%""]",GROWTH-3,5.0,True,AGGRES-b5e1ce184ae76aec2aba0fe8,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-5741079028935f7b63ab01b2""}",1,,B4X2500GROWTHSRC-ebaa715e56b029a6322c,IL,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Bloomfield,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-b0d0582650ed71bc8b821b89,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-b7c50eba69f848a4021ad3d3""}",1,,B4X2500GROWTHSRC-7fd645a233675a496600,KY,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,COLA_CPI,Grosse Tete,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-3c27f4ed8d135d2ec2662ee1,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-20b1ce71801483fe98cadaca""}",1,,B4X2500GROWTHSRC-e9809281ffa2d940a46c,LA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,15.9,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Hiram,->,"["""", """", ""15.9%""]",GROWTH-3,15.9,True,AGGRES-a012a2887856e9e91b5fcbbe,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-df36654ae0ff7aa3c823d981""}",1,,B4X2500GROWTHSRC-7f68bffa2b8f6cf9fb3b,ME,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Goodrich,->,"["""", """", ""4%""]",GROWTH-3,4.0,True,AGGRES-4741ebfaca6d428f000f1877,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-7b047c894bad41c1aa30f730""}",1,,B4X2500GROWTHSRC-8e24fb683935cb86d257,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Goodrich,->,"["""", """", ""4%""]",GROWTH-3,4.0,True,AGGRES-ee240dc127a70d29b106ba42,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-90e30b98aa8961cb201db93d""}",1,,B4X2500GROWTHSRC-96fe341b308b6d48a560,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,15.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Grand Blanc charter,->,"["""", """", ""15%""]",GROWTH-3,15.0,True,AGGRES-4a5971ddde80b395fcd8f634,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9bdc40cec5fde231ee3a05e0""}",1,,B4X2500GROWTHSRC-0ae3b09c016e4fed3b57,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,15.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Ithaca,->,"["""", """", ""15%; 20%""]",GROWTH-3,15.0,True,AGGRES-b6e291ef1afa60c1d526b8f2,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-3a53d33799226c37083cab3d""}",1,,B4X2500GROWTHSRC-1d47898381a6ee542b42,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,15.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Ithaca,->,"["""", """", ""15%; 5%""]",GROWTH-3,15.0,True,AGGRES-6b1befe34d354730fad91583,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-11c5a7909cf6401043c751dc""}",1,,B4X2500GROWTHSRC-37bc310b48bf3edfb6e7,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Yale,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-bdc4706794226eab2d4cc4b6,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-19842b1b10a4f402810d5a0f""}",1,,B4X2500GROWTHSRC-f122501c8dbec2e8df01,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,step_schedule_progression,Braham,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-140dd60d0fabeaff399dcf4f,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-22a6f8150ebaac38c2e8a42d""}",1,,B4X2500GROWTHSRC-6b3f130290828483614d,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Coleraine,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-0e54071274f42de40d5da9c3,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-0127dc927345ad7d17972193""}",1,,B4X2500GROWTHSRC-59f3c2ceaae674e60d4f,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,step_schedule_progression,Deephaven,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-e35ec1711a885c4edd79f53d,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-5010a36c8630fca47b48e26e""}",1,,B4X2500GROWTHSRC-c88ec686fe1951cbdb64,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.75,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Hawley,->,"["""", """", ""3.75%""]",GROWTH-3,3.75,True,AGGRES-935bc82ea11440037033f96f,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-0d201e28fdb91a76ae65dd6b""}",1,,B4X2500GROWTHSRC-4633ad1db9b95c291258,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.75,source_reported_direction_or_percentage,,COLA_CPI,Hawley,->,"["""", """", ""3.75%""]",GROWTH-3,3.75,True,AGGRES-c35b15e5950c72eb2a16c386,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-4417cfe5e25e74bc6ebe7da3""}",1,,B4X2500GROWTHSRC-6162885b6b71b1097e06,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Karlstad,->,"["""", """", ""$9,750.00; 5%""]",GROWTH-3,5.0,True,AGGRES-afaa627e187753bdee9a6858,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-7e14b26ae4c64adbb642ee71""}",1,,B4X2500GROWTHSRC-d5149d25418698284db6,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,step_schedule_progression,Mayer,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-e81aff9f8fb44c971173edda,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-aed026d313c6bcc0547d34a0""}",1,,B4X2500GROWTHSRC-edd3718620f522047a79,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.5,source_reported_direction_or_percentage,,implementation_retroactivity,Trimont,->,"["""", """", ""$1.50""]",GROWTH-3,1.5,True,AGGRES-2bcc0e8a320c987475a31799,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-62232d2ccc92b5d3713ed196""}",1,,B4X2500GROWTHSRC-eefcfba3ddb07a945e74,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.5,source_reported_direction_or_percentage,,COLA_CPI,Sunrise Beach,->,"["""", """", ""1.5%""]",GROWTH-3,1.5,True,AGGRES-0fab3595f87d647434a0f932,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-b6fe464d7b0a544d8468fd95""}",1,,B4X2500GROWTHSRC-a1711039bf178af07ad4,MO,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Duck,->,"["""", """", ""1%""]",GROWTH-3,1.0,True,AGGRES-7c6ab5e91b782e36e666388d,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-7013ee027324940ede1e3e34""}",1,,B4X2500GROWTHSRC-642ea8056aa77f2585e5,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Duck,->,"["""", """", ""1%""]",GROWTH-3,1.0,True,AGGRES-0c10f1c74ee81a9418441cff,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-12926dd683aa381aeda35444""}",1,,B4X2500GROWTHSRC-b598630d14e431b9093f,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,30.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Fairmount,->,"["""", """", ""30%""]",GROWTH-3,30.0,True,AGGRES-98e82725e91ab6469d886be1,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-32952963fb4e80c8269ddbb4""}",1,,B4X2500GROWTHSRC-d7a2cceb25fd7062daeb,ND,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Duncan,->,"["""", """", ""4%""]",GROWTH-3,4.0,True,AGGRES-159125aca980c580aa8b6343,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ec3bb68cfe476bc8cc054a9a""}",1,,B4X2500GROWTHSRC-317c24c38d0dab0ff6c5,NE,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.5,source_reported_direction_or_percentage,,COLA_CPI,Duncan,->,"["""", """", ""2.5%; 2.6%""]",GROWTH-3,2.5,True,AGGRES-fe60b6d2ff3599e2b44a00d4,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-077f91e6a95984fa06f99b28""}",1,,B4X2500GROWTHSRC-a4ad783307285ee6a3c8,NE,,source_reported_growth_rate,growth
