period_rescue_id,normalization_id,original_period_status,original_period_label,period_rescue_status,cleaned_period_label,period_evidence_basis,period_rescue_confidence,source_title,raw_period_tokens,source_locator_lineage
BRMPERRES-28711c38faba87bbbf5a7e3f,BRMQNORM-20260803-c9490ffbcb1edad9b94984cd,explicit_or_bounded_repair,2021–2022,explicit_period_rescued,2021–2022,existing explicit or bounded normalized period,high,Oct 18 2021 Town board minutes (wage increases referenced for 2022 budget),"[""2022"",""Oct 18 2021""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06386-02"", ""final"": ""https://townofberry.org/wp-content/uploads/2021/11/Oct-18-21-Town-board-minutes.pdf"", ""original"": ""https://townofberry.org/wp-content/uploads/2021/11/Oct-18-21-Town-board-minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-06386""}"
BRMPERRES-3a96a5f82eb87abf32169a3c,BRMQNORM-20260803-c95b7e8a397ecc822295fc76,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Village of Necedah, Dec. No. 28652-B (WERC, 08-12-96) (Findings, Conclusions and Order with MEMO)",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-06532-01"", ""final"": ""https://werc.wi.gov/decisions/28652-B.pdf"", ""original"": ""https://werc.wi.gov/decisions/28652-B.pdf"", ""scout_target_id"": ""BRM5-20260731-06532""}"
BRMPERRES-652991f2a94e43ca3a15c6a9,BRMQNORM-20260803-c95e9bc4ff68c11c70f11f3f,explicit_or_bounded_repair,2024,period_not_applicable,2024,existing explicit or bounded normalized period,high,MEMORANDUM OF UNDERSTANDING (HCSP) CITY OF MARSHALL / AFSCME COUNCIL 65,"[""January 1, 2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-01525-03"", ""final"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/marshall-meet-48cd68629d164941a04d1ca12a3d7328/ITEM-Attachment-001-c1e6de16db0e44d9855f48a8b4c59f28.pdf"", ""original"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/marshall-meet-48cd68629d164941a04d1ca12a3d7328/ITEM-Attachment-001-c1e6de16db0e44d9855f48a8b4c59f28.pdf"", ""scout_target_id"": ""BRM5-20260731-01525""}"
BRMPERRES-bf576495d1d2f316e14f8e08,BRMQNORM-20260803-c96735fad2924aface48783a,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Village of Clayton Employee Handbook (Adopted 4/12/21) — Compensation policy section,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-17901-02"", ""final"": ""https://villageofclaytonny.gov/wp-content/uploads/2021/05/Village-of-Clayton-Employee-Handbook-v2021.pdf"", ""original"": ""https://www.villageofclaytonny.gov/wp-content/uploads/2021/05/Village-of-Clayton-Employee-Handbook-v2021.pdf"", ""scout_target_id"": ""BRM5-20260731-17901""}"
BRMPERRES-dd7e673566ba712791b742d5,BRMQNORM-20260803-c968d55e5c33a1554def6ff3,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,2025 Belknap Township Minutes of the Board (includes FY 25/26 wages/fees discussion and elections/hired labor wage considerations),"[""2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-16008-01"", ""final"": ""https://belknaptownship.org/2025%20Mins/2025%20Belknap%20Minutes%20of%20the%20Board.pdf"", ""original"": ""https://belknaptownship.org/2025%20Mins/2025%20Belknap%20Minutes%20of%20the%20Board.pdf"", ""scout_target_id"": ""BRM5-20260731-16008""}"
BRMPERRES-26e7541b07086b664bb24dea,BRMQNORM-20260803-c975c50c28b008d472a12b20,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,Town of Lisbon Organizational Meeting (Resolution #2025-1 to approve salaries and wages of hourly employees; rates including overtime and regular pay rates — attachment referenced),"[""2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-06754-01"", ""final"": ""https://townoflisbonny.gov/uploads/1/0/6/1/106146027/organization_meeting_2025.pdf"", ""original"": ""https://www.townoflisbonny.gov/uploads/1/0/6/1/106146027/organization_meeting_2025.pdf"", ""scout_target_id"": ""BRM5-20260731-06754""}"
BRMPERRES-0a36d011643693dcd319ff95,BRMQNORM-20260803-c97e09cde632ceaa1a4a83a0,explicit_or_bounded_repair,2014–2018,explicit_period_rescued,2014–2018,existing explicit or bounded normalized period,high,New Britain Township and New Britain Township Police Benevolent Association — Collective Bargaining Agreement (2014-2018),"[""2014-2018""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14574-01"", ""final"": ""https://bcato.org/media/1633/contract.pdf"", ""original"": ""https://www.bcato.org/media/1633/contract.pdf"", ""scout_target_id"": ""BRM5-20260731-14574""}"
BRMPERRES-b9bf60a4ef399ed115b3e6dd,BRMQNORM-20260803-c980c1c0dd81bfd489bdd934,explicit_or_bounded_repair,2025–2026,explicit_period_rescued,2025–2026,existing explicit or bounded normalized period,high,City of Seagraves 2025-2026 Adopted Budget (approved-budget-2025-2026.pdf),"[""2025-2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-18678-01"", ""final"": ""https://seagravestx.us/docs/public-notices/approved-budget-2025-2026.pdf"", ""original"": ""https://www.seagravestx.us/docs/public-notices/approved-budget-2025-2026.pdf"", ""scout_target_id"": ""BRM5-20260731-18678""}"
BRMPERRES-bbf5d0d06baa5a9d0f125fe3,BRMQNORM-20260803-c98ab4d049a7b0170dcc0385,explicit_or_bounded_repair,2025–2026,explicit_period_rescued,2025–2026,existing explicit or bounded normalized period,high,"City of Mackinac Island, Michigan — Ord. No. __, Eff. April 1, 2025: Salaries and Wages for Fiscal Year Ending March 31, 2026 (Public Safety section includes Fire Department rates)","[""April 1, 2025"",""March 31, 2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12401-02"", ""final"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/mackinacmi-meet-2359d0a957bd47a98bf93480c4b7d2d3/ITEM-Attachment-001-c9e16daa5e0c4924baad70bd99c7eb27.pdf"", ""original"": ""https://mccmeetingspublic.blob.core.usgovcloudapi.net/mackinacmi-meet-2359d0a957bd47a98bf93480c4b7d2d3/ITEM-Attachment-001-c9e16daa5e0c4924baad70bd99c7eb27.pdf"", ""scout_target_id"": ""BRM5-20260731-12401""}"
BRMPERRES-eeba38553326489583bb2246,BRMQNORM-20260803-c99aa8bfddcf012a6def9967,explicit_or_bounded_repair,2025–2028,explicit_period_rescued,2025–2028,existing explicit or bounded normalized period,high,Labor Agreement between the City of Novi and Police Officers Labor Council (POLC) (POLC 2025-2028),"[""2025-2028"",""July 1, 2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}"
BRMPERRES-1eb19712b1addafcc0254d74,BRMQNORM-20260803-c9a250447fe552f451e97c1a,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,"Township of Wilkins Ordinance No. 1131 (Salary/Compensation) — compensation of Township Manager, Assistant Township Manager, Chief of Police, Public Works Superintendent, Building and Fire Inspector, and Office Personnel; effective January 1, 2025","[""January 1, 2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-18471-01"", ""final"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf"", ""original"": ""https://cms2.revize.com/revize/wilkins/Board%20of%20Commissioners/Packets/2024/December%209%2C%202024%20Agenda.pdf?t=202501301429010"", ""scout_target_id"": ""BRM5-20260731-18471""}"
BRMPERRES-e2ccf3eaf466b92e52468ae9,BRMQNORM-20260803-c9a328941c0c71368ba53ed7,explicit_or_bounded_repair,2026–2028,explicit_period_rescued,2026–2028,existing explicit or bounded normalized period,high,"Agreement Between Village of River Forest, Illinois and Fraternal Order of Police, River Forest Lodge 46/Illinois FOP Labor Council","[""May 1, 2026"",""May 1, 2027"",""May 1, 2028""]","{""candidate_id"": ""BRM5C-BRM5-20260731-07905-01"", ""final"": ""https://vrf.us/uploads/cms/documents/departments/2/final_signed_fop_cba_5.1.26-4.30.29.pdf"", ""original"": ""https://www.vrf.us/uploads/cms/documents/departments/2/final_signed_fop_cba_5.1.26-4.30.29.pdf"", ""scout_target_id"": ""BRM5-20260731-07905""}"
BRMPERRES-69d501d6bf0842d3a7fe3c02,BRMQNORM-20260803-c9a498f6d0b109e831302e44,explicit_or_bounded_repair,2018–2024,explicit_period_rescued,2018–2024,existing explicit or bounded normalized period,high,"Au Train Township Regular Board Meeting Minutes — Attachment #2: Salary & Wage Pay Scale (Approved March 11, 2024)","[""2018"",""March 11, 2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12260-01"", ""final"": ""https://autraintownship.gov/wp-content/uploads/2024/04/autrainminutes-2024-March-FINAL.pdf"", ""original"": ""https://www.autraintownship.gov/wp-content/uploads/2024/04/autrainminutes-2024-March-FINAL.pdf"", ""scout_target_id"": ""BRM5-20260731-12260""}"
BRMPERRES-7f79e176ce99c71d34dc50a9,BRMQNORM-20260803-c9b14ff16c1aac48ffad0e55,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,COLLECTIVE BARGAINING AGREEMENT / EMPLOYMENT CONTRACT (Town of Kinderhook) — (Teamsters Local 294; binding CBA-style agreement; police/fire not indicated in snippet),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-14215-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/26/10/56/26105661363302377713642602586304257685"", ""original"": ""https://ecommons.cornell.edu/bitstreams/9f6ebf94-bd3c-46dd-9388-629e2fadc7d5/download"", ""scout_target_id"": ""BRM5-20260731-14215""}"
BRMPERRES-4d58f80854420bff42782dff,BRMQNORM-20260803-c9b2c3897b9c68a3bc93fc0c,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Eldred Borough Council Meeting Minutes (index/landing page),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-14438-01"", ""final"": ""https://eldredborough.jimdofree.com/minutes"", ""original"": ""https://eldredborough.jimdofree.com/minutes/"", ""scout_target_id"": ""BRM5-20260731-14438""}"
BRMPERRES-10fb52a2fa361592886b4e23,BRMQNORM-20260803-c9b772fa804b40dea3ac3f8e,explicit_or_bounded_repair,2023,explicit_period_rescued,2023,existing explicit or bounded normalized period,high,"MINUTES OF JUNE 5, 2023 (Human Resources: Seasonal help hourly pay rates)","[""JUNE 5, 2023""]","{""candidate_id"": ""BRM5C-BRM5-20260731-07203-02"", ""final"": ""https://thornburgborough.org/document/council-minutes-june-5th-2023"", ""original"": ""https://thornburgborough.org/document/council-minutes-june-5th-2023/"", ""scout_target_id"": ""BRM5-20260731-07203""}"
BRMPERRES-cbda5d95d113ddf3805cb323,BRMQNORM-20260803-c9ba92f068c17d03b41690c6,explicit_or_bounded_repair,2020,explicit_period_rescued,2020,existing explicit or bounded normalized period,high,"Proceedings of the Manistee City Council – September 1, 2020 (Consideration of collective bargaining agreement with the United Steel Workers)","[""September 1, 2020""]","{""candidate_id"": ""BRM5C-BRM5-20260731-12403-03"", ""final"": ""https://manisteemi.gov/Archive/ViewFile/Item/4254"", ""original"": ""https://manisteemi.gov/Archive/ViewFile/Item/4254"", ""scout_target_id"": ""BRM5-20260731-12403""}"
BRMPERRES-d950602b416e9d84a8920fc3,BRMQNORM-20260803-c9be63d186bebcaafb2d71bd,explicit_or_bounded_repair,2021,explicit_period_rescued,2021,existing explicit or bounded normalized period,high,"Town Board Meeting Minutes (Apr 6, 2021) — Pay increase tied to Collective Bargaining Agreement between Town of Kirkwood and Teamsters Local 317","[""2021"",""Apr 6, 2021""]","{""candidate_id"": ""BRM5C-BRM5-20260731-14216-02"", ""final"": ""https://townofkirkwood.gov/assets/pdf/minutes/town-board/2021/20210406_Minutes.pdf"", ""original"": ""https://www.townofkirkwood.org/assets/pdf/minutes/town-board/2021/20210406_Minutes.pdf"", ""scout_target_id"": ""BRM5-20260731-14216""}"
BRMPERRES-005118d6062f5c7b38d59517,BRMQNORM-20260803-c9c5a3e71153aa1e2baa3969,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,In the Matter of Fact-Finding (Case No. M2009-118) — Town of Charlotte & Teamsters Local 264,[],"{""candidate_id"": ""BRM5C-BRM5-20260731-10421-01"", ""final"": ""https://perb.ny.gov/system/files/documents/2024/05/m2009-118.pdf"", ""original"": ""https://perb.ny.gov/system/files/documents/2024/05/m2009-118.pdf"", ""scout_target_id"": ""BRM5-20260731-10421""}"
BRMPERRES-db697d3bb15747cf1703cb18,BRMQNORM-20260803-c9cf1fd1bf728509ebe0fb2c,explicit_or_bounded_repair,2026,explicit_period_rescued,2026,existing explicit or bounded normalized period,high,Village of Evans Mills Village Board of Trustees – Minutes (Jan–Mar 2026) (Draft Minutes; includes salary plan details for village employees),"[""2026"",""March 5, 2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-10447-01"", ""final"": ""https://a563717b-9cc7-4180-8fb4-c2dc95e07bf3.filesusr.com/ugd/272ab3_7a1b5cd86eb84df390d6d18de8b28e90.pdf"", ""original"": ""https://a563717b-9cc7-4180-8fb4-c2dc95e07bf3.filesusr.com/ugd/272ab3_7a1b5cd86eb84df390d6d18de8b28e90.pdf"", ""scout_target_id"": ""BRM5-20260731-10447""}"
BRMPERRES-01653c4f82fde1905d46410e,BRMQNORM-20260803-c9db20cd9427020bab12f97c,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,Nether Providence Township — 2025 Budget for Public Notice (Draft) (Line item: Retro Pay for CBA),"[""2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-18303-02"", ""final"": ""https://netherprovidence.org/wordpress/wp-content/uploads/2024/12/2025-Budget-for-public-notice-DRAFT-12-04-24.pdf"", ""original"": ""https://netherprovidence.org/wordpress/wp-content/uploads/2024/12/2025-Budget-for-public-notice-DRAFT-12-04-24.pdf"", ""scout_target_id"": ""BRM5-20260731-18303""}"
BRMPERRES-c8fcbe3b03940a34c0253c56,BRMQNORM-20260803-c9e5f593b5c363bcb53dcee2,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Yates Township Board Policies Manual (Section 5.10 Employee Compensation),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-08007-01"", ""final"": ""https://yatestownship.com/wp-content/uploads/2022/06/board-policies-manual.pdf"", ""original"": ""https://yatestownship.com/wp-content/uploads/2022/06/board-policies-manual.pdf"", ""scout_target_id"": ""BRM5-20260731-08007""}"
BRMPERRES-ea2d0ba13f42ba781c1db5f5,BRMQNORM-20260803-c9ea013b7b677c2a247c5c83,explicit_or_bounded_repair,2025–2026,explicit_period_rescued,2025–2026,existing explicit or bounded normalized period,high,City of Collinsville Budget FY 2025–2026 (PDF) — adopted/posted budget document,"[""FY 2025–2026""]","{""candidate_id"": ""BRM5C-BRM5-20260731-03629-03"", ""final"": ""https://collinsvilletx.govoffice.com/vertical/Sites/%7BF0612566-01C2-490A-9154-D1A5BC3FF67B%7D/uploads/City_of_Collinsville_Budget_FY_2025-_2026%281%29.pdf"", ""original"": ""https://collinsvilletx.govoffice.com/vertical/Sites/%7BF0612566-01C2-490A-9154-D1A5BC3FF67B%7D/uploads/City_of_Collinsville_Budget_FY_2025-_2026%281%29.pdf"", ""scout_target_id"": ""BRM5-20260731-03629""}"
BRMPERRES-0137d1d108b20a1238c124a2,BRMQNORM-20260803-ca0810f8190d0ba35beffd19,explicit_or_bounded_repair,2023,explicit_period_rescued,2023,existing explicit or bounded normalized period,high,"Torch Lake Township Draft Minutes — March 21, 2023 (budget resolutions; Torch Lake Township Pay Schedule 2023-24 amendments)","[""2023-24"",""March 21, 2023""]","{""candidate_id"": ""BRM5C-BRM5-20260731-01259-02"", ""final"": ""https://torchlaketownship.org/boardmin/2023.03.21.pdf"", ""original"": ""https://torchlaketownship.org/boardmin/2023.03.21.pdf"", ""scout_target_id"": ""BRM5-20260731-01259""}"
BRMPERRES-f5b871f30f231910963bb962,BRMQNORM-20260803-ca0ad93c038a66de07c807bc,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,Insurance MOU and Collective Bargaining Agreement (City of Marion / AFSCME Local 1158 and Ohio Council 8),[],"{""candidate_id"": ""BRM5C-BRM5-20260731-09810-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2012/12-MED-09-1009.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2012/12-MED-09-1009.pdf"", ""scout_target_id"": ""BRM5-20260731-09810""}"
BRMPERRES-158ff303ac3911699117276b,BRMQNORM-20260803-ca0dd27de732b986baf927ae,missing_period_anchor,,period_missing_after_rescue,,no credible bounded period anchor,low,"Kinderhook, Town of and Town of Kinderhook Highway Department Unit (IBT), Local 294 — Employment Contract (Agreement made entered into ...)",[],"{""candidate_id"": ""BRM5C-BRM5-20260731-10482-01"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/11/28/70/112870935494163133025735980898933143862"", ""original"": ""https://ecommons.cornell.edu/server/api/core/bitstreams/b6a41ddb-6a09-4a6c-a834-c8492f58fd7b/content"", ""scout_target_id"": ""BRM5-20260731-10482""}"
BRMPERRES-713838b68babfb0d297f024c,BRMQNORM-20260803-ca0eb768533b80c7eb6da385,explicit_or_bounded_repair,2024–2028,explicit_period_rescued,2024–2028,existing explicit or bounded normalized period,high,"Agreement (Public Works) January 1, 2024 - December 31, 2028","[""December 31, 2028"",""January 1, 2024""]","{""candidate_id"": ""BRM5C-BRM5-20260731-03859-03"", ""final"": ""https://seiu73.org/wp-content/uploads/2020/11/Bedford-Park-PWW-January-1-2024-December-31-2028-1.pdf"", ""original"": ""https://seiu73.org/wp-content/uploads/2020/11/Bedford-Park-PWW-January-1-2024-December-31-2028-1.pdf"", ""scout_target_id"": ""BRM5-20260731-03859""}"
BRMPERRES-f1a235de644e08d18052fab1,BRMQNORM-20260803-ca1dadfb8261363cb774f832,explicit_or_bounded_repair,2020,explicit_period_rescued,2020,existing explicit or bounded normalized period,high,2020 Northfield Center Township Organizational Resolution (agenda packet PDF includes operative wage schedule text),"[""2020""]","{""candidate_id"": ""BRM5C-BRM5-20260731-17322-01"", ""final"": ""https://northfieldcenter.com/wp-content/uploads/2019/12/Agenda-Packet-Trustee-Special-Meeting-December-19-2019-1.pdf"", ""original"": ""https://northfieldcenter.com/wp-content/uploads/2019/12/Agenda-Packet-Trustee-Special-Meeting-December-19-2019-1.pdf"", ""scout_target_id"": ""BRM5-20260731-17322""}"
BRMPERRES-ca23bdf4dd6c2a2c7499d3bb,BRMQNORM-20260803-ca30588b535c1811249bffc5,explicit_or_bounded_repair,2025,explicit_period_rescued,2025,existing explicit or bounded normalized period,high,2025 Draft Budget Worksheet (police salaries/wages increase noted as per Collective Bargaining),"[""2025""]","{""candidate_id"": ""BRM5C-BRM5-20260731-07227-01"", ""final"": ""https://warwick-bucks.com/wp-content/uploads/2024/10/2025-Draft-Budget-10.23-2.pdf"", ""original"": ""https://warwick-bucks.com/wp-content/uploads/2024/10/2025-Draft-Budget-10.23-2.pdf"", ""scout_target_id"": ""BRM5-20260731-07227""}"
