non_base_wage_observation_id,extraction_case_id,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,non_base_wage_type,value_text,effective_date,eligibility_or_implementation_rule,bounded_evidence_pointer,confidence,reason_code,qa_status,source_quantitative_observation_id,qa_original_status,qa_resolution_id,qa_resolution_classification,qa_resolution_status,canonical_observation_id,duplicate_of,active_in_corrected_lane
nobs_bcfe48dc63b56e7e98e9dd7c,cex_32eb385178a89e3526979826,doc_8fd6f63818ad02e054347d5f,ttd_e62ba1175d2c3480534ed166,sr_61cd793342eddb81038cf83c,NSCQ-OR-20260720-0107,OR,La Grande,CITY OF LA GRANDE,fire,cba,,,16,healthcare_contributions,premiums paid 90% by the City and 10% by the spouse (and full family),,"Health insurance (medical, dental, vision) premiums allocation; enrolled through IAFF Health & Wellness Plan $3000E and HSA health plan (plan details partially visible).",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0402_sr_61cd793342eddb81038cf83c.pdf#page=16,medium,HEALTH_INSURANCE_PREMIUMS_90_10_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_bcfe48dc63b56e7e98e9dd7c,,true
nobs_cc3c9088dd2615873e37695d,cex_32eb385178a89e3526979826,doc_8fd6f63818ad02e054347d5f,ttd_e62ba1175d2c3480534ed166,sr_61cd793342eddb81038cf83c,NSCQ-OR-20260720-0107,OR,La Grande,CITY OF LA GRANDE,fire,cba,,,17,other,Creation of a Health Reimbursement Account/Voluntary Employees' Beneficial Association (HRANEBA/HSA) referenced,,HSA shall apply to the HRANEBA (text partially visible).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0402_sr_61cd793342eddb81038cf83c.pdf#page=17,low,HSA_HRANEBA_REFERENCED_PARTIAL,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_cc3c9088dd2615873e37695d,,true
nobs_ba7ab96f24acc3a5aa91cad9,cex_1ba623735fe223a15795538e,doc_9f5d7e29607c61ac6fcd6773,ttd_82317ec1b0dd0dac389efe64,sr_2813d08a5babb3bf27c93192,NSCQ-OR-20260720-0108,OR,La Grande,CITY OF LA GRANDE,non_safety,cba,,,8,overtime,"minimum compensation of two (2) hours at time and one half (1 1/2) for on-call; if required to respond, paid at the OTC/",,On-call for more than twenty-four (24) hours triggers minimum compensation; response hours are paid at the overtime rate for actual hours worked.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0388_sr_2813d08a5babb3bf27c93192.pdf#page=8,medium,B1,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_ba7ab96f24acc3a5aa91cad9,,true
nobs_514337d5cbe9d5a7b405bf35,cex_1ba623735fe223a15795538e,doc_9f5d7e29607c61ac6fcd6773,ttd_82317ec1b0dd0dac389efe64,sr_2813d08a5babb3bf27c93192,NSCQ-OR-20260720-0108,OR,La Grande,CITY OF LA GRANDE,non_safety,cba,,,8,overtime,call-back compensated at time and one-half (1 1/2) for two (2) hours or for all hours worked on the call-back,,Call-back compensation depends on whether the call back is contiguous to the regular shift.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0388_sr_2813d08a5babb3bf27c93192.pdf#page=8,high,B2,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_514337d5cbe9d5a7b405bf35,,true
nobs_d24e3277d53ad45bc0ac0885,cex_1ba623735fe223a15795538e,doc_9f5d7e29607c61ac6fcd6773,ttd_82317ec1b0dd0dac389efe64,sr_2813d08a5babb3bf27c93192,NSCQ-OR-20260720-0108,OR,La Grande,CITY OF LA GRANDE,non_safety,cba,,,8,overtime,option: flex request (work overtime hours; may have option to flex time off); overtime pay applies to hours worked in a ,,"Whenever an employee works overtime hours, the employee has an option to flex; if flex is granted under the flex request, overtime pay applies for hours worked in excess of 40 hours during the workweek.",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0388_sr_2813d08a5babb3bf27c93192.pdf#page=8,medium,B3,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_d24e3277d53ad45bc0ac0885,,true
nobs_0f812bc8463cb90b8680eec6,cex_b8904d5f29508df492899b0a,doc_921897b31e1cde1520dded84,ttd_c8edc6823faff1621f990f2e,sr_8600ac402ca15af56272e37b,NSCQ-OR-20260720-0106,OR,La Grande,CITY OF LA GRANDE,police,cba,,,15,overtime,"Up to 80 hours of compensatory time; upon separation, accrued compensatory time paid at the final regular rate earned (p",,accumulate up to 80 hours; payout to employee or heirs upon separation,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0417_sr_8600ac402ca15af56272e37b.pdf#page=15,high,COMPENSATORY_TIME_CAP_AND_PAYOUT_AT_FIN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_0f812bc8463cb90b8680eec6,,true
nobs_d969edb34a83f272a06db263,cex_c2f5945eea8465641dac8b60,doc_0ebd2035feb329160a96672e,ttd_90046566ada7c1ee83bf0d9a,sr_3d4eaf66c665c63d48d0e625,NSCQ-OR-20260720-0034,OR,Lake Oswego,CITY OF LAKE OSWEGO,fire,cba,,,5,overtime,Any hours worked in excess of two-hundred and four (204) hours in any work cycle shall be paid at the overtime rate.,,Overtime threshold is tied to the defined work cycle for FLSA purposes.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0043_sr_3d4eaf66c665c63d48d0e625.pdf#page=5,high,OT_THRESHOLD_204_HOURS,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_d969edb34a83f272a06db263,,true
nobs_2f215c16f89e2da52e92e3eb,cex_c2f5945eea8465641dac8b60,doc_0ebd2035feb329160a96672e,ttd_90046566ada7c1ee83bf0d9a,sr_3d4eaf66c665c63d48d0e625,NSCQ-OR-20260720-0034,OR,Lake Oswego,CITY OF LAKE OSWEGO,fire,cba,,,5,other,Vacation and sick pay are considered time worked for computing overtime.,,Explicit treatment for computing overtime under FLSA.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0043_sr_3d4eaf66c665c63d48d0e625.pdf#page=5,high,VAC_SICK_COUNTED_FOR_OT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_2f215c16f89e2da52e92e3eb,,true
nobs_1cd26dbd4572df01687f7d51,cex_c2f5945eea8465641dac8b60,doc_0ebd2035feb329160a96672e,ttd_90046566ada7c1ee83bf0d9a,sr_3d4eaf66c665c63d48d0e625,NSCQ-OR-20260720-0034,OR,Lake Oswego,CITY OF LAKE OSWEGO,fire,cba,,,6,overtime,All shift personnel will receive nine (9.36) shifts off per year in lieu of FLSA compensation.,,Provided as replacement for FLSA compensation for shift personnel.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0043_sr_3d4eaf66c665c63d48d0e625.pdf#page=6,high,SHIFT_OFF_IN_LIEU_FLSA_COMP_9_36,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_1cd26dbd4572df01687f7d51,,true
nobs_6d9a4ed3825bae6558aa53a1,cex_3ecfd7b90b64dd24f259e7e4,doc_2cf8e6ecda821d0f872c832c,ttd_3b6af646c8c7373d71487abc,sr_d19d96bb44c9cfe754395f5b,NSCQ-OR-20260720-0109,OR,Ontario,CITY OF ONTARIO,police,cba,,,15,overtime,Overtime paid at one and one-half (1½) times the employee's hourly rate of pay for qualifying hours; call-back minimums:,,Applies to overtime hours worked beyond a normal work shift/day; prior supervisor approval required except in an emergency; rounding to next nearest quarter hour; minimum call-back pay depends on whether within normal workday vs when on the,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=15,high,CBA_OVERTIME_RATE_AND_MINIMUMS,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_6d9a4ed3825bae6558aa53a1,,true
nobs_145a17e863b6ebd82bf598db,cex_3ecfd7b90b64dd24f259e7e4,doc_2cf8e6ecda821d0f872c832c,ttd_3b6af646c8c7373d71487abc,sr_d19d96bb44c9cfe754395f5b,NSCQ-OR-20260720-0109,OR,Ontario,CITY OF ONTARIO,police,cba,,,15,leave,"Not less than four (4) hours overtime pay at one and one-half (1½) times the regular rate when scheduled to work or on/""",,Call-back scenario includes when scheduled to work or on approved leave.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=15,medium,CBA_OVERTIME_CALL_BACK_INCLUDES_APPROVED,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_145a17e863b6ebd82bf598db,,true
nobs_067e4eba0bb9f525d681b4f5,cex_3ecfd7b90b64dd24f259e7e4,doc_2cf8e6ecda821d0f872c832c,ttd_3b6af646c8c7373d71487abc,sr_d19d96bb44c9cfe754395f5b,NSCQ-OR-20260720-0109,OR,Ontario,CITY OF ONTARIO,police,cba,,,15,other,Two (2) paid rest periods of fifteen (15) minutes per ten (10)-hour shift; third fifteen (15)-minute rest period if the:,,Shift-duration based entitlement; paid rest breaks.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=15,high,CBA_REST_PERIODS_PAID,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_067e4eba0bb9f525d681b4f5,,true
nobs_5c4e74f12cd4d866368ae5f3,cex_3ecfd7b90b64dd24f259e7e4,doc_2cf8e6ecda821d0f872c832c,ttd_3b6af646c8c7373d71487abc,sr_d19d96bb44c9cfe754395f5b,NSCQ-OR-20260720-0109,OR,Ontario,CITY OF ONTARIO,police,cba,,,15,other,Sworn Officers receive a compensated meal break of thirty (30) minutes during each work shift.,,Applies to Sworn Officers.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=15,high,CBA_COMP_MEAL_BREAK_30,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_5c4e74f12cd4d866368ae5f3,,true
nobs_525a9e0c544f52829cc6ce11,cex_3ecfd7b90b64dd24f259e7e4,doc_2cf8e6ecda821d0f872c832c,ttd_3b6af646c8c7373d71487abc,sr_d19d96bb44c9cfe754395f5b,NSCQ-OR-20260720-0109,OR,Ontario,CITY OF ONTARIO,police,cba,,,8,other,Disciplinary options include reduction in pay and suspension without pay.,,Reduction in pay appears in disciplinary measures (no numeric or wage basis shown in this packet).,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0051_sr_d19d96bb44c9cfe754395f5b.pdf#page=8,low,CBA_DISCIPLINE_REDUCTION_IN_PAY_NO_VALUE,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_525a9e0c544f52829cc6ce11,,true
nobs_8c47e8527c176c344b0e38cf,cex_c29556c2eb12aed0e8627556,doc_a2d5b7ac0f68c6b157cfeb97,ttd_dc8f8c50f107cb445f3ba045,sr_0c10143cd766bbc89fe2f001,NSCQ-OR-20260720-0085,OR,Pendleton,CITY OF PENDLETON,police,cba,,,7,healthcare_contributions,pay one (1) month in advance; continue health insurance at their expense during,,Employees recalled from layoff/bumping and maintaining the health insurance program are required to pay one month in advance and may continue coverage at their expense during the continuation period referenced in the clause.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0024_sr_0c10143cd766bbc89fe2f001.pdf#page=7,medium,A1C2E7_1_8_1_7,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_8c47e8527c176c344b0e38cf,,true
nobs_9ec9a248aa9c8b2d2a523a51,cex_c29556c2eb12aed0e8627556,doc_a2d5b7ac0f68c6b157cfeb97,ttd_dc8f8c50f107cb445f3ba045,sr_0c10143cd766bbc89fe2f001,NSCQ-OR-20260720-0085,OR,Pendleton,CITY OF PENDLETON,police,cba,,,6,leave,Up to two (2) members ... allowed time off with pay; Association leave shall not exceed ... six (6) days per calendar 7.,,Union time off with pay is allowed for negotiating committee members subject to call and the City's operating needs; association leave without pay is limited to six days per calendar year (with prior notice described in the section).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0024_sr_0c10143cd766bbc89fe2f001.pdf#page=6,medium,A2C2E6_1_8_2_3,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_9ec9a248aa9c8b2d2a523a51,,true
nobs_e0d6fcd606ed5903224d38e0,cex_7446140946af23ecead13f5c,doc_5a28570c1835ef0805800194,ttd_51c664b48277987dde4497c4,sr_97609f35d61ada342a8e17c6,NSCQ-OR-20260720-0003,OR,Portland,CITY OF PORTLAND,fire,cba,,,15,longevity,frozen at the step last held,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=15,medium,LONGLV_FROZEN_STEP_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_e0d6fcd606ed5903224d38e0,,true
nobs_1adc7909cf3fcba80182050a,cex_7446140946af23ecead13f5c,doc_5a28570c1835ef0805800194,ttd_51c664b48277987dde4497c4,sr_97609f35d61ada342a8e17c6,NSCQ-OR-20260720-0003,OR,Portland,CITY OF PORTLAND,fire,cba,,,16,longevity,one percent (1%) of the top step Fire Fighter base rate,,completed their Tenth (10) year of service as a sworn member of the bureau,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=16,low,LONGLV_10YR_1PCT_TOKEN,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_1adc7909cf3fcba80182050a,,true
nobs_c99b831150532a98f8e9e64a,cex_7446140946af23ecead13f5c,doc_5a28570c1835ef0805800194,ttd_51c664b48277987dde4497c4,sr_97609f35d61ada342a8e17c6,NSCQ-OR-20260720-0003,OR,Portland,CITY OF PORTLAND,fire,cba,,,16,longevity,three percent (3%) of the top step Fire Fighter base rate,,completed their Twentieth (20th) year of service as a sworn member of the bureau,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=16,medium,LONGLV_20YR_3PCT_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_c99b831150532a98f8e9e64a,,true
nobs_dc23fbc5265ee1a68a6271e5,cex_7446140946af23ecead13f5c,doc_5a28570c1835ef0805800194,ttd_51c664b48277987dde4497c4,sr_97609f35d61ada342a8e17c6,NSCQ-OR-20260720-0003,OR,Portland,CITY OF PORTLAND,fire,cba,,,16,longevity,five percent (5%) of the top step Fire Fighter base rate,,completed their Twenty-Fifth (25th) year of service as a sworn member of the bureau,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=16,low,LONGLV_25YR_5PCT_TOKEN,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_dc23fbc5265ee1a68a6271e5,,true
nobs_a938af46dd7fc9371e7ec6e2,cex_7446140946af23ecead13f5c,doc_5a28570c1835ef0805800194,ttd_51c664b48277987dde4497c4,sr_97609f35d61ada342a8e17c6,NSCQ-OR-20260720-0003,OR,Portland,CITY OF PORTLAND,fire,cba,,,15,leave,Article 10 – Vacation Leave applies,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0017_sr_97609f35d61ada342a8e17c6.pdf#page=15,high,VACATION_ARTICLE_10_TOKEN,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_a938af46dd7fc9371e7ec6e2,,true
nobs_de78fa4c7112fa632085473a,cex_2b8f6e75f95971d60c2db923,doc_b01247c5e23830881a92dc6b,ttd_ae81bf94f322855d8bedf508,sr_833accf01a11223521163175,NSCQ-OR-20260720-0004,OR,Portland,CITY OF PORTLAND,non_safety,cba,,,19,overtime,Overtime rate: 1 1/2 times established hourly rate; overtime applies to work outside/in excess of established shift; OT:,,"officially recognized holidays (paid), vacation, compensatory leaves, and sick leave counted as time worked for OT article",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=19,high,OT_BASED_ON_EST_HOURLY,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_de78fa4c7112fa632085473a,,true
nobs_d8c58eb9462ba343def238cd,cex_2b8f6e75f95971d60c2db923,doc_b01247c5e23830881a92dc6b,ttd_ae81bf94f322855d8bedf508,sr_833accf01a11223521163175,NSCQ-OR-20260720-0004,OR,Portland,CITY OF PORTLAND,non_safety,cba,,,20,overtime,"In excess of 16 consecutive hours: 2 times established hourly rate; if around-the-clock/continue through regular shift, ",,avoid working more than 16 consecutive hours; compensatory time off option; corrective action mechanism for fair-share overtime inequity,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=20,medium,OT_NONBASE_OVERTIME_MULT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_d8c58eb9462ba343def238cd,,true
nobs_8be58a08618b86ebb295b81b,cex_2b8f6e75f95971d60c2db923,doc_b01247c5e23830881a92dc6b,ttd_ae81bf94f322855d8bedf508,sr_833accf01a11223521163175,NSCQ-OR-20260720-0004,OR,Portland,CITY OF PORTLAND,non_safety,cba,,,20,overtime,Compensatory time off: option of pay at overtime rate OR comp time computed at overtime rate; accrual cap 80 hours; once,,comp time accrual up to 80 hours at any given time; employee may request payout once per fiscal year,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=20,high,OT_COMP_TIME_CAP_PAYOUT,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_8be58a08618b86ebb295b81b,,true
nobs_ece63ba532a9915334fb9988,cex_2b8f6e75f95971d60c2db923,doc_b01247c5e23830881a92dc6b,ttd_ae81bf94f322855d8bedf508,sr_833accf01a11223521163175,NSCQ-OR-20260720-0004,OR,Portland,CITY OF PORTLAND,non_safety,cba,,,21,overtime,Rest/lunch and scheduling rules: at least 8 hours rest between shifts (on-call exception); next-shift scheduling allows ,,no employee required to work next regular shift without 8 hours rest; employees working more than 2 hours before/beyond shift get a 30 minute lunch on city's time (additional 30 minute if >4 hours beyond),tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=21,medium,OT_REST_LUNCH_RULES,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_ece63ba532a9915334fb9988,,true
nobs_deb119f2611a3def0e7300d9,cex_2b8f6e75f95971d60c2db923,doc_b01247c5e23830881a92dc6b,ttd_ae81bf94f322855d8bedf508,sr_833accf01a11223521163175,NSCQ-OR-20260720-0004,OR,Portland,CITY OF PORTLAND,non_safety,cba,,,19,other,Overtime equalization reviewed no less than each 3 month period starting July 1; weekend overtime scheduled by end of 4,July 1 (review start date),"overtime offered equally among employees within same job classification/work unit if available/qualified; known weekend overtime scheduled by end of 4th day; if cancellation required due to conditions beyond city's control, cancelled prior",tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0069_sr_833accf01a11223521163175.pdf#page=19,high,OT_EQUALIZATION_PROCESS,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_deb119f2611a3def0e7300d9,,true
nobs_c4c5f6af5f2763b6d76cb424,cex_5775ee63d1bc414feb3b4a19,doc_3b6593b2353540941217909c,ttd_1bef0944073d979610665478,sr_48e7e10d6c99898c959d021c,NSCQ-OR-20260720-0001,OR,Portland,CITY OF PORTLAND,police,cba,,,25,stipend,premium to be paid bi-weekly at the rate of six percent (6%) of the sworn member’s base salary for motorcycle duty,,for every pay period or portion thereof assigned to motorcycle duty,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0077_sr_48e7e10d6c99898c959d021c.pdf#page=25,high,NBW_MOTORCYCLE_PREMIUM_6PCT_BIWEEKLY,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_c4c5f6af5f2763b6d76cb424,,true
nobs_66320697122603b43b239e80,cex_5775ee63d1bc414feb3b4a19,doc_3b6593b2353540941217909c,ttd_1bef0944073d979610665478,sr_48e7e10d6c99898c959d021c,NSCQ-OR-20260720-0001,OR,Portland,CITY OF PORTLAND,police,cba,,,25,other,six percent (6%) hazard premium pay; full-time sworn members assigned full-time Explosives Disposal Unit (EDU),"Effective January 1, 2014",no more than a six percent (6%) premium if also qualifying under Article 35.2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0077_sr_48e7e10d6c99898c959d021c.pdf#page=25,medium,NBW_HAZARD_EDU_6PCT_CAP_EFFECTIVE,provisional_unverified,,provisional_unverified,,not_in_targeted_queue,not_applicable,nobs_66320697122603b43b239e80,,true
nobs_f84efaf890961f60270278a4,cex_5775ee63d1bc414feb3b4a19,doc_3b6593b2353540941217909c,ttd_1bef0944073d979610665478,sr_48e7e10d6c99898c959d021c,NSCQ-OR-20260720-0001,OR,Portland,CITY OF PORTLAND,police,cba,,,25,leave,"leave of absence with pay up to fifteen (15) calendar days, or eleven (11) (incomplete)",,request after City for six (6) months prior to the request per HRAR 6.07,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0077_sr_48e7e10d6c99898c959d021c.pdf#page=25,low,NBW_LEAVE_PARTIAL_CONTINUATION,needs_review,,needs_review,,not_in_targeted_queue,not_applicable,nobs_f84efaf890961f60270278a4,,true
