municipality,state,region,county,shard_id,scout_target_count,prior_scout_covered_flag,newly_planned_this_wave_flag,source_family_diversification_opportunity_flags,matched_safety_non_safety_opportunity_flag,planned_search_query_families,dashboard_map_inclusion_rule,notes
Salem,MO,Midwest,Dent County (29065; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Smithville,MO,Midwest,Clay County (29047; primary); Platte County (29165),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Ste. Genevieve,MO,Midwest,Ste. Genevieve County (29186; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Town and Country,MO,Midwest,St. Louis County (29189; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Webb City,MO,Midwest,Jasper County (29097; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Burlington,ND,Midwest,Ward County (38101; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Cando,ND,Midwest,Towner County (38095; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Carrington,ND,Midwest,Foster County (38031; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Center,ND,Midwest,Oliver County (38065; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Crosby,ND,Midwest,Divide County (38023; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Drayton,ND,Midwest,Pembina County (38067; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Emerado,ND,Midwest,Grand Forks County (38035; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Glen Ullin,ND,Midwest,Morton County (38059; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Harwood,ND,Midwest,Cass County (38017; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Hillsboro,ND,Midwest,Traill County (38097; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Mapleton,ND,Midwest,Cass County (38017; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Minto,ND,Midwest,Walsh County (38099; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Mohall,ND,Midwest,Renville County (38075; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
New Town,ND,Midwest,Mountrail County (38061; primary),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Northwood,ND,Midwest,Grand Forks County (38035; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Rolla,ND,Midwest,Rolette County (38079; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Stanley,ND,Midwest,Mountrail County (38061; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Tatman,ND,Midwest,Ward County (38101; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Towner,ND,Midwest,McHenry County (38049; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Walhalla,ND,Midwest,Pembina County (38067; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Waterford,ND,Midwest,Ward County (38101; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Wilton,ND,Midwest,McLean County (38055; primary); Burleigh County (38015),broad_shard_004,1,false,true,civil_service_or_hr_pay_plan; personnel_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Alma,NE,Midwest,Harlan County (31083; primary),broad_shard_004,1,false,true,compensation_study; classification_study,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Arlington,NE,Midwest,Washington County (31177; primary),broad_shard_004,1,false,true,agenda_packet_or_minutes; other_local_government_pay_policy,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Bridgeport,NE,Midwest,Morrill County (31123; primary),broad_shard_004,1,false,true,all_controlled_local_government_pay_source_families,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Central City,NE,Midwest,Merrick County (31121; primary),broad_shard_004,1,false,true,cba; mou_or_memorandum; settlement_agreement,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Ceresco,NE,Midwest,Saunders County (31155; primary),broad_shard_004,1,false,true,arbitration_award; factfinding_report,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Fairbury,NE,Midwest,Jefferson County (31095; primary),broad_shard_004,1,false,true,salary_ordinance; wage_schedule,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
Fort Calhoun,NE,Midwest,Washington County (31177; primary),broad_shard_004,1,false,true,budget_or_pay_plan,false,broad_multi_source_family,include only after a committed parseable live scout outcome,Planned municipality; not actual scout coverage.
